Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Wissam Ben Yedder,fr FRA,FW,Sevilla,26,1990,25,18,1 7,18.sept,9,3,12,9,0,0,2,1,12.mars,12.mars,02.janv,14.avr,42,53,138,0.48,0.16,0.64,0.48,0.64,0.65,0.11,0.76,0.65,0.76
Karim Benzema,fr FRA,FW,Real Madrid,29,1987,32,25,2 15,23.sept,5,10,15,3,2,2,0,0,12.août,11.févr,06.août,18.0,69,98,188,0.21,0.42,0.63,0.13,0.54,0.54,0.28,0.82,0.47,0.76
Markel Bergara,es ESP,MF,Getafe,31,1986,18,18,1 463,16.mars,4,1,5,4,0,0,5,0,02.août,02.août,0.0,02.août,5,28,18,0.25,0.06,0.31,0.25,0.31,0.17,0.00,0.17,0.17,0.17
Pedro Bigas,es ESP,DF,Las Palmas,26,1990,12,11,894,09.sept,0,0,0,0,0,0,3,0,0.2,0.2,0.3,0.5,14,32,2,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
Rubén Blanco,es ESP,GK,Celta Vigo,22,1995,22,22,1 941,21.juin,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Emmanuel Boateng,gh GHA,FW,Levante,21,1996,25,10,1 276,14.févr,6,0,6,6,0,0,5,0,07.janv,07.janv,01.mars,08.avr,18,21,64,0.42,0.00,0.42,0.42,0.42,0.50,0.09,0.59,0.50,0.59
Daniele Bonera,it ITA,DF,Villarreal,36,1981,15,14,1 19,13.févr,0,1,1,0,0,0,4,1,0.1,0.1,0.6,0.7,6,48,0,0.00,0.08,0.08,0.00,0.08,0.01,0.05,0.06,0.01,0.06
Celso Borges,cr CRC,MF,La Coruña,29,1988,32,26,2 3,25.juin,3,3,6,3,0,0,4,1,03.avr,03.avr,02.avr,05.août,26,131,72,0.12,0.12,0.23,0.12,0.23,0.13,0.09,0.23,0.13,0.23
Ryad Boudebouz,dz ALG,MF FW,Betis,27,1990,27,15,1 36,15.janv,2,3,5,2,0,0,2,0,0.8,0.8,02.mai,03.févr,47,75,102,0.13,0.20,0.33,0.13,0.33,0.05,0.16,0.21,0.05,0.21
Yassine Bounou,ma MAR,GK,Girona,26,1991,30,30,2 655,29.mai,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
