Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Suleiman Abdullahi,ng NGA,FW MF,Union Berlin,22,1996,6,1,157,01.juil,1,0,1,1,0,0,1,0,01.janv,01.janv,0.2,01.mars,2,3,10,0.57,0.00,0.57,0.57,0.57,0.65,0.09,0.74,0.65,0.74
David Abraham,ar ARG,DF,Eint Frankfurt,33,1986,20,19,1 688,18.août,2,0,2,2,0,0,2,1,01.juin,01.juin,0.1,01.juil,18,99,12,0.11,0.00,0.11,0.11,0.11,0.08,0.01,0.09,0.08,0.09
Amir Abrashi,al ALB,MF,Freiburg,29,1990,13,8,663,07.avr,0,0,0,0,0,0,3,0,0.5,0.5,0.1,0.6,8,27,13,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.08,0.07,0.08
Tyler Adams,us USA,MF DF,RB Leipzig,20,1999,14,10,953,10.juin,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1.0,11,34,49,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10
Sargis Adamyan,am ARM,FW MF,Hoffenheim,26,1993,15,6,746,08.mars,5,1,6,5,0,0,1,0,05.sept,05.sept,0.6,06.mai,19,16,67,0.60,0.12,0.72,0.60,0.72,0.71,0.08,0.78,0.71,0.78
Manuel Akanji,ch SUI,DF,Dortmund,24,1995,29,25,2 309,25.juil,0,1,1,0,0,0,2,0,0.4,0.4,0.4,0.9,18,104,6,0.00,0.04,0.04,0.00,0.04,0.02,0.02,0.03,0.02,0.03
Kevin Akpoguma,ng NGA,DF,Hoffenheim,24,1995,18,12,1 142,12.juil,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,7,32,5,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
David Alaba,at AUT,DF,Bayern Munich,27,1992,28,27,2 498,27.août,1,1,2,1,0,0,0,0,1.0,1.0,02.avr,03.mars,69,285,42,0.04,0.04,0.07,0.04,0.07,0.03,0.08,0.12,0.03,0.12
Lucas Alario,ar ARG,FW,Leverkusen,26,1992,24,11,1 174,13.0,7,1,8,6,1,1,6,0,07.mars,06.mai,01.juin,08.janv,7,16,63,0.54,0.08,0.61,0.46,0.54,0.56,0.12,0.68,0.50,0.62
Paco Alcácer,es ESP,FW,Dortmund,25,1993,11,6,530,05.sept,5,1,6,5,0,0,0,0,03.sept,03.sept,0.9,04.août,1,8,37,0.85,0.17,01.févr,0.85,01.févr,0.67,0.14,0.81,0.67,0.81
Thiago Alcántara,es ESP,MF,Bayern Munich,28,1991,24,20,1 771,19.juil,3,0,3,3,0,0,7,0,02.avr,02.avr,0.9,03.mars,27,230,43,0.15,0.00,0.15,0.15,0.15,0.12,0.05,0.17,0.12,0.17
Nadiem Amiri,de GER,MF FW,Leverkusen,22,1996,30,22,1 857,20.juin,1,2,3,1,0,0,3,0,02.févr,02.févr,06.mars,08.avr,53,106,95,0.05,0.10,0.15,0.05,0.15,0.10,0.30,0.41,0.10,0.41
Ethan Ampadu,wls WAL,DF,RB Leipzig,18,2000,3,0,81,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11
Opoku Ampomah,gh GHA,FW MF,Düsseldorf,23,1996,12,5,500,05.juin,0,0,0,0,0,0,1,0,0.7,0.7,0.3,1.0,23,12,50,0.00,0.00,0.00,0.00,0.00,0.13,0.06,0.19,0.13,0.19
Sebastian Andersson,se SWE,FW,Union Berlin,28,1991,33,31,2 682,29.août,12,1,13,11,1,2,5,0,11.sept,10.mars,01.sept,12.févr,34,54,204,0.40,0.03,0.44,0.37,0.40,0.40,0.06,0.46,0.35,0.41
Robert Andrich,de GER,MF,Union Berlin,24,1994,30,30,2 572,28.juin,1,2,3,1,0,0,13,1,02.juin,02.juin,02.janv,04.juil,25,151,31,0.03,0.07,0.10,0.03,0.10,0.09,0.07,0.16,0.09,0.16
Angeliño,es ESP,DF FW,RB Leipzig,22,1997,13,12,1 095,12.févr,1,2,3,1,0,0,2,0,0.9,0.9,2.0,02.sept,24,56,92,0.08,0.16,0.25,0.08,0.25,0.07,0.16,0.24,0.07,0.24
Christopher Antwi-Adjei,gh GHA,MF FW,Paderborn 07,25,1994,34,28,2 47,27.avr,1,2,3,1,0,0,2,0,03.août,03.août,04.févr,8.0,114,68,155,0.04,0.07,0.11,0.04,0.11,0.14,0.15,0.29,0.14,0.29
Charles Aránguiz,cl CHI,MF,Leverkusen,30,1989,27,23,2 118,23.mai,1,3,4,1,0,0,2,0,01.avr,01.avr,02.mai,03.sept,14,155,19,0.04,0.13,0.17,0.04,0.17,0.06,0.11,0.16,0.06,0.16
Maximilian Arnold,de GER,MF,Wolfsburg,25,1994,33,32,2 821,31.mars,4,8,12,4,0,0,8,0,02.sept,02.sept,05.mai,08.avr,35,151,48,0.13,0.26,0.38,0.13,0.38,0.09,0.18,0.27,0.09,0.27
Santiago Ascacíbar,ar ARG,MF,Hertha BSC,22,1997,8,7,634,7.0,0,1,1,0,0,0,2,0,0.1,0.1,0.1,0.2,3,26,3,0.00,0.14,0.14,0.00,0.14,0.01,0.01,0.02,0.01,0.02
Ludwig Augustinsson,se SWE,DF MF,Werder Bremen,25,1994,12,10,924,10.mars,0,1,1,0,0,0,2,0,0.2,0.2,01.août,2.0,24,29,62,0.00,0.10,0.10,0.00,0.10,0.02,0.18,0.20,0.02,0.20
Taiwo Awoniyi,ng NGA,FW MF,Mainz 05,21,1997,12,5,483,05.avr,1,0,1,1,0,0,1,0,03.févr,03.févr,0.8,4.0,12,7,43,0.19,0.00,0.19,0.19,0.19,0.59,0.15,0.74,0.59,0.74
Kaan Ayhan,tr TUR,DF,Düsseldorf,24,1994,31,31,2 731,30.mars,2,3,5,2,0,0,10,0,02.févr,02.févr,02.mars,04.mai,52,161,25,0.07,0.10,0.16,0.07,0.16,0.07,0.08,0.15,0.07,0.15
Matthias Bader,de GER,DF,Köln,22,1997,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Daniel Baier,de GER,MF,Augsburg,35,1984,23,22,1 941,21.juin,1,0,1,1,0,0,6,0,0.5,0.5,0.9,01.avr,7,77,12,0.05,0.00,0.05,0.05,0.05,0.02,0.04,0.07,0.02,0.07
Leon Bailey,jm JAM,FW MF,Leverkusen,21,1997,22,12,1 09,12.janv,5,3,8,5,0,0,0,2,04.mars,04.mars,02.févr,06.mai,61,36,132,0.41,0.25,0.66,0.41,0.66,0.36,0.18,0.54,0.36,0.54
Lewis Baker,eng ENG,MF,Düsseldorf,24,1995,8,7,545,06.janv,0,0,0,0,0,0,1,0,0.6,0.6,0.5,01.janv,10,23,6,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.18,0.09,0.18
Ridle Baku,de GER,DF MF,Mainz 05,21,1998,30,26,2 351,26.janv,1,3,4,1,0,0,5,1,1.0,1.0,03.avr,04.mai,42,109,118,0.04,0.11,0.15,0.04,0.15,0.04,0.13,0.17,0.04,0.17
Leonardo Balerdi,ar ARG,DF MF,Dortmund,20,1999,7,1,133,01.mai,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Philipp Bargfrede,de GER,MF,Werder Bremen,30,1989,15,6,586,06.mai,0,0,0,0,0,0,3,1,0.2,0.2,0.1,0.3,2,35,4,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.05,0.04,0.05
Aymen Barkok,ma MAR,FW MF,Düsseldorf,21,1998,3,1,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,19,2000,18,11,938,10.avr,0,2,2,0,0,0,4,0,0.4,0.4,0.3,0.7,6,41,13,0.00,0.19,0.19,0.00,0.19,0.04,0.03,0.07,0.04,0.07
Fin Bartels,de GER,MF FW,Werder Bremen,32,1987,14,1,340,03.août,0,0,0,0,0,0,2,0,0.3,0.3,0.3,0.6,9,20,32,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.15,0.08,0.15
Oliver Batista-Meier,de GER,MF,Bayern Munich,18,2001,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Oliver Baumann,de GER,GK,Hoffenheim,29,1990,30,30,2 7,30.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Julian Baumgartlinger,at AUT,MF,Leverkusen,31,1988,27,20,1 791,19.sept,2,2,4,2,0,0,4,0,2.0,2.0,02.mars,04.mars,9,77,23,0.10,0.10,0.20,0.10,0.20,0.10,0.12,0.22,0.10,0.22
Christoph Baumgartner,at AUT,MF FW,Hoffenheim,19,1999,26,17,1 493,16.juin,7,2,9,7,0,0,3,0,08.août,08.août,02.janv,11.0,39,35,105,0.42,0.12,0.54,0.42,0.54,0.53,0.13,0.66,0.53,0.66
Noah Joel Sarenren Bazee,ng NGA,FW,Augsburg,22,1996,10,4,381,04.févr,1,0,1,1,0,0,1,0,1.0,1.0,0.6,01.juin,5,4,27,0.24,0.00,0.24,0.24,0.24,0.23,0.15,0.37,0.23,0.37
Ihlas Bebou,tg TOG,FW MF,Hoffenheim,25,1994,32,20,2 102,23.avr,6,1,7,6,0,0,1,0,04.mai,04.mai,03.juil,08.févr,77,48,182,0.26,0.04,0.30,0.26,0.30,0.19,0.16,0.35,0.19,0.35
Sheraldo Becker,sr SUR,MF FW,Union Berlin,24,1995,13,5,540,6.0,0,2,2,0,0,0,1,0,0.2,0.2,0.9,1.0,17,5,33,0.00,0.33,0.33,0.00,0.33,0.03,0.14,0.17,0.03,0.17
Timo Becker,de GER,DF MF,Schalke 04,22,1997,10,4,336,03.juil,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,15,14,6,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.12,0.06,0.12
Maximilian Beier,de GER,FW,Hoffenheim,16,2002,6,0,109,01.févr,0,0,0,0,0,0,1,0,01.janv,01.janv,0.0,01.janv,6,2,14,0.00,0.00,0.00,0.00,0.00,0.91,0.03,0.94,0.91,0.94
Ishak Belfodil,dz ALG,FW MF,Hoffenheim,27,1992,5,3,269,3.0,0,0,0,0,0,0,0,0,01.mars,01.mars,0.3,01.mai,4,5,22,0.00,0.00,0.00,0.00,0.00,0.43,0.09,0.52,0.43,0.52
Karim Bellarabi,de GER,FW DF,Leverkusen,29,1990,26,17,1 424,15.août,4,6,10,4,0,0,2,0,06.avr,06.avr,5.0,11.avr,106,43,207,0.25,0.38,0.63,0.25,0.63,0.40,0.32,0.72,0.40,0.72
Lars Bender,de GER,DF MF,Leverkusen,30,1989,18,16,1 373,15.mars,2,1,3,2,0,0,3,0,0.9,0.9,01.mars,02.mars,38,109,49,0.13,0.07,0.20,0.13,0.20,0.06,0.09,0.15,0.06,0.15
Sven Bender,de GER,DF,Leverkusen,30,1989,33,33,2 726,30.mars,2,1,3,2,0,0,3,0,01.juil,01.juil,0.3,01.sept,4,91,4,0.07,0.03,0.10,0.07,0.10,0.06,0.01,0.06,0.06,0.06
