Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Bartłomiej Drągowski,pl POL,GK,Fiorentina,18,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Boukary Dramé,sn SEN,DF MF,Atalanta,31,1985,10,8,636,07.janv,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Alfred Duncan,gh GHA,MF,Sassuolo,23,1993,21,14,1334,14.août,1,1,2,1,0,0,4,0,0.07,0.07,0.13,0.07,0.13
Noë Dussenne,be BEL,DF,Crotone,24,1992,8,4,465,05.févr,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00
Paulo Dybala,ar ARG,FW MF,Juventus,22,1993,31,26,214,23.août,11,7,18,8,3,3,2,0,0.46,0.29,0.76,0.34,0.63
Edin Džeko,ba BIH,FW,Roma,30,1986,37,33,3048,33.9,29,9,38,28,1,3,4,0,0.86,0.27,01.déc,0.83,01.sept
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Blerim Džemaili,ch SUI,MF,Bologna,30,1986,31,29,2583,28.juil,8,3,11,8,0,0,10,1,0.28,0.10,0.38,0.28,0.38
Edenílson,br BRA,FW MF,Genoa,26,1989,16,9,904,10.0,0,3,3,0,0,0,4,1,0.00,0.30,0.30,0.00,0.30
Éder,it ITA,FW,Inter,29,1986,33,13,1482,16.mai,8,4,12,8,0,0,3,0,0.49,0.24,0.73,0.49,0.73
Mirko Eramo,it ITA,MF,Sampdoria,27,1989,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Lucas Evangelista,br BRA,MF,Udinese,21,1995,6,2,207,02.mars,0,1,1,0,0,0,1,0,0.00,0.43,0.43,0.00,0.43
Patrice Evra,fr FRA,DF,Juventus,35,1981,6,3,252,02.août,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ewandro,br BRA,FW MF,Udinese,20,1996,5,0,61,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Diego Falcinelli,it ITA,FW MF,Crotone,25,1991,35,35,3124,34.7,13,2,15,11,2,2,7,0,0.37,0.06,0.43,0.32,0.37
Diego Falcinelli,it ITA,FW MF,Sassuolo,25,1991,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Iago Falque,es ESP,FW MF,Torino,26,1990,35,31,2516,28.0,12,8,20,10,2,2,2,0,0.43,0.29,0.72,0.36,0.64
Paolo Faragò,it ITA,DF MF,Cagliari,23,1993,9,1,347,03.sept,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Davide Faraoni,it ITA,DF MF,Udinese,24,1991,5,4,329,03.juil,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Diego Farias,br BRA,FW,Cagliari,26,1990,20,12,1166,13.0,7,2,9,5,2,2,4,0,0.54,0.15,0.69,0.39,0.54
Federico Fazio,ar ARG,DF,Roma,29,1987,37,35,3116,34.6,2,1,3,2,0,0,3,0,0.06,0.03,0.09,0.06,0.09
Nicolò Fazzi,it ITA,DF MF,Crotone,21,1995,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Bruno Fernandes,pt POR,FW MF,Sampdoria,21,1994,33,22,1714,19.0,5,2,7,5,0,0,2,0,0.26,0.11,0.37,0.26,0.37
Matías Fernández,cl CHI,MF,Milan,30,1986,13,8,652,07.févr,1,2,3,1,0,0,1,0,0.14,0.28,0.41,0.14,0.41
Alex Ferrari,it ITA,DF,Bologna,22,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Marco Festa,it ITA,GK,Crotone,24,1992,3,2,184,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Riccardo Fiamozzi,it ITA,DF MF,Genoa,23,1993,4,1,107,01.févr,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Vincenzo Fiorillo,it ITA,GK,Pescara,26,1990,9,9,810,9.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Sergio Floccari,it ITA,FW,Bologna,34,1981,5,3,240,02.juil,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Alessandro Florenzi,it ITA,DF FW,Roma,25,1991,9,8,747,08.mars,0,3,3,0,0,0,3,0,0.00,0.36,0.36,0.00,0.36
Antonio Floro Flores,it ITA,FW,Chievo,33,1983,12,6,553,06.janv,0,1,1,0,0,0,0,0,0.00,0.16,0.16,0.00,0.16
Seko Fofana,ci CIV,MF,Udinese,21,1995,22,21,1821,20.févr,5,1,6,5,0,0,3,0,0.25,0.05,0.30,0.25,0.30
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Michele Fornasier,it ITA,DF,Pescara,22,1993,22,16,1618,18.0,0,1,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06
Remo Freuler,ch SUI,MF,Atalanta,24,1992,33,29,2611,29.0,5,4,9,5,0,0,5,0,0.17,0.14,0.31,0.17,0.31
Nicolas Frey,fr FRA,DF,Chievo,32,1984,15,13,1182,13.janv,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Andrea Fulignati,it ITA,FW GK,Palermo,21,1994,9,9,810,9.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Manolo Gabbiadini,it ITA,FW,Napoli,24,1991,13,7,515,05.juil,3,0,3,2,1,1,0,1,0.52,0.00,0.52,0.35,0.35
Gabriel,br BRA,GK,Cagliari,23,1992,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Roberto Gagliardini,it ITA,MF,Atalanta,22,1994,13,8,777,08.juin,0,1,1,0,0,0,5,0,0.00,0.12,0.12,0.00,0.12
Roberto Gagliardini,it ITA,MF,Inter,22,1994,18,18,1575,17.mai,2,1,3,2,0,0,2,0,0.11,0.06,0.17,0.11,0.17
Serge Gakpé,tg TOG,FW MF,Genoa,29,1987,7,2,311,03.mai,1,0,1,1,0,0,1,0,0.29,0.00,0.29,0.29,0.29
Serge Gakpé,tg TOG,FW MF,Chievo,29,1987,8,1,256,02.août,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Alessandro Gamberini,it ITA,DF,Chievo,34,1981,20,20,1666,18.mai,1,0,1,1,0,0,1,0,0.05,0.00,0.05,0.05,0.05
Daniele Gastaldello,it ITA,DF,Bologna,33,1983,24,24,192,21.mars,0,1,1,0,0,0,13,2,0.00,0.05,0.05,0.00,0.05
Alessandro Gazzi,it ITA,MF,Palermo,33,1983,25,22,194,21.juin,0,0,0,0,0,0,10,2,0.00,0.00,0.00,0.00,0.00
Marcello Gazzola,it ITA,DF,Sassuolo,31,1985,16,16,1372,15.févr,0,1,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07
Santiago Gentiletti,ar ARG,DF,Genoa,31,1985,15,15,1217,13.mai,0,1,1,0,0,0,3,1,0.00,0.07,0.07,0.00,0.07
Gerson,br BRA,FW MF,Roma,19,1997,4,2,131,01.mai,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Faouzi Ghoulam,dz ALG,DF,Napoli,25,1991,29,26,2382,26.mai,0,6,6,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23
Emanuele Giaccherini,it ITA,FW MF,Napoli,31,1985,16,1,298,03.mars,1,0,1,1,0,0,0,0,0.30,0.00,0.30,0.30,0.30
Niccolò Giannetti,it ITA,FW,Cagliari,25,1991,11,1,248,02.août,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Alberto Gilardino,it ITA,FW,Empoli,34,1982,14,5,600,06.juil,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Alberto Gilardino,it ITA,FW,Pescara,34,1982,3,1,104,01.févr,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Eddy Gnahoré,fr FRA,MF,Crotone,22,1993,1,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Assane Gnoukouri,ci CIV,MF,Inter,19,1996,4,0,142,01.juin,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Massimo Gobbi,it ITA,DF MF,Chievo,35,1980,30,30,2601,28.sept,1,2,3,1,0,0,5,0,0.03,0.07,0.10,0.03,0.10
Edoardo Goldaniga,it ITA,DF,Palermo,22,1993,28,26,2326,25.août,2,0,2,2,0,0,11,1,0.08,0.00,0.08,0.08,0.08
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Pierluigi Gollini,it ITA,GK,Atalanta,21,1995,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Gustavo Gómez,py PAR,DF,Milan,23,1993,18,11,1087,12.janv,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Papu Gómez,ar ARG,FW MF,Atalanta,28,1988,37,37,3119,34.7,16,10,26,14,2,2,6,0,0.46,0.29,0.75,0.40,0.69
Giancarlo González,cr CRC,DF,Palermo,28,1988,21,18,1662,18.mai,1,1,2,1,0,0,9,2,0.05,0.05,0.11,0.05,0.11
Alberto Grassi,it ITA,MF,Atalanta,21,1995,18,4,701,07.août,1,0,1,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13
Clément Grenier,fr FRA,MF,Roma,25,1991,6,1,156,01.juil,0,1,1,0,0,0,1,0,0.00,0.58,0.58,0.00,0.58
Samuel Gustafson,se SWE,MF,Torino,21,1995,5,1,223,02.mai,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Jonathan de Guzmán,nl NED,MF,Chievo,28,1987,27,15,1365,15.févr,2,1,3,1,1,1,3,0,0.13,0.07,0.20,0.07,0.13
Norbert Gyömbér,sk SVK,DF MF,Pescara,24,1992,10,10,845,09.avr,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Ianis Hagi,ro ROU,FW MF,Fiorentina,17,1998,2,0,51,0.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Emil Hallfreðsson,is ISL,FW MF,Udinese,32,1984,28,23,1984,22.0,0,4,4,0,0,0,10,0,0.00,0.18,0.18,0.00,0.18
Marek Hamšík,sk SVK,MF,Napoli,29,1987,38,37,303,33.7,12,10,22,12,0,0,1,0,0.36,0.30,0.65,0.36,0.65
Samir Handanović,si SVN,GK,Inter,32,1984,37,37,333,37.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Joe Hart,eng ENG,GK,Torino,29,1987,36,36,324,36.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Hans Hateboer,nl NED,DF MF,Atalanta,22,1994,6,3,291,03.févr,0,1,1,0,0,0,2,0,0.00,0.31,0.31,0.00,0.31
Filip Helander,se SWE,DF MF,Bologna,23,1993,11,9,837,09.mars,1,0,1,1,0,0,3,0,0.11,0.00,0.11,0.11,0.11
Bruno Henrique,br BRA,MF,Palermo,26,1989,33,24,2213,24.juin,1,3,4,1,0,0,7,0,0.04,0.12,0.16,0.04,0.16
Hernanes,br BRA,MF,Juventus,31,1985,10,8,721,8.0,1,0,1,1,0,0,3,0,0.12,0.00,0.12,0.12,0.12
Përparim Hetemaj,fi FIN,MF,Chievo,29,1986,23,21,1872,20.août,0,1,1,0,0,0,6,0,0.00,0.05,0.05,0.00,0.05
Thomas Heurtaux,fr FRA,DF,Udinese,28,1988,12,6,528,05.sept,0,1,1,0,0,0,3,0,0.00,0.17,0.17,0.00,0.17
Gonzalo Higuaín,ar ARG,FW MF,Juventus,28,1987,38,32,2966,33.0,24,2,26,24,0,0,1,0,0.73,0.06,0.79,0.73,0.79
Oscar Hiljemark,se SWE,MF,Genoa,24,1992,14,10,802,08.sept,2,0,2,2,0,0,0,0,0.22,0.00,0.22,0.22,0.22
Oscar Hiljemark,se SWE,MF,Palermo,24,1992,15,12,1065,11.août,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Wesley Hoedt,nl NED,DF,Lazio,22,1994,23,21,1882,20.sept,2,0,2,2,0,0,5,0,0.10,0.00,0.10,0.10,0.10
Keisuke Honda,jp JPN,FW MF,Milan,30,1986,8,2,227,02.mai,1,0,1,1,0,0,0,0,0.40,0.00,0.40,0.40,0.40
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Elseid Hysaj,al ALB,DF,Napoli,22,1994,35,34,3031,33.7,0,1,1,0,0,0,8,0,0.00,0.03,0.03,0.00,0.03
Víctor Ibarbo,co COL,FW MF,Cagliari,26,1990,3,0,39,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Mauro Icardi,ar ARG,FW,Inter,23,1993,34,34,3026,33.6,24,8,32,21,3,4,1,0,0.71,0.24,0.95,0.62,0.86
Pietro Iemmello,it ITA,FW,Sassuolo,24,1992,17,3,512,05.juil,5,0,5,4,1,1,1,0,0.88,0.00,0.88,0.70,0.70
Josip Iličić,si SVN,FW MF,Fiorentina,28,1988,29,23,187,20.août,5,4,9,4,1,3,2,0,0.24,0.19,0.43,0.19,0.39
Ciro Immobile,it ITA,FW,Lazio,26,1990,36,35,3118,34.6,23,3,26,17,6,6,5,0,0.66,0.09,0.75,0.49,0.58
Roberto Inglese,it ITA,FW,Chievo,24,1991,34,22,1964,21.août,10,4,14,10,0,1,0,0,0.46,0.18,0.64,0.46,0.64
Lorenzo Insigne,it ITA,FW MF,Napoli,25,1991,37,35,2922,32.5,18,9,27,16,2,2,2,0,0.55,0.28,0.83,0.49,0.77
Artur Ioniță,md MDA,MF,Cagliari,25,1990,18,14,1304,14.mai,3,0,3,3,0,0,5,0,0.21,0.00,0.21,0.21,0.21
Mauricio Isla,cl CHI,DF MF,Cagliari,28,1988,34,32,2874,31.9,1,6,7,1,0,0,10,0,0.03,0.19,0.22,0.03,0.22
Juan Iturbe,py PAR,FW MF,Torino,23,1993,16,4,549,06.janv,1,3,4,1,0,0,1,0,0.16,0.49,0.66,0.16,0.66
Juan Iturbe,py PAR,FW MF,Roma,23,1993,5,0,43,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Armando Izzo,it ITA,DF,Genoa,24,1992,29,29,2586,28.juil,0,2,2,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07
Mato Jajalo,ba BIH,MF,Palermo,28,1988,26,22,1851,20.juin,1,1,2,1,0,0,5,0,0.05,0.05,0.10,0.05,0.10
Arnel Jakupović,at AUT,FW,Empoli,18,1998,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Lamin Jallow,gm GAM,FW,Chievo,22,1994,2,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Jakub Jankto,cz CZE,MF,Udinese,20,1996,29,24,1898,21.janv,5,4,9,5,0,0,6,0,0.24,0.19,0.43,0.24,0.43
Juan Jesus,br BRA,DF,Roma,25,1991,20,13,1193,13.mars,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
Jorginho,it ITA,MF,Napoli,24,1991,27,27,2134,23.juil,0,3,3,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13
Stevan Jovetić,me MNE,FW MF,Inter,26,1989,5,0,73,0.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Mariano Julio Izco,ar ARG,MF,Chievo,33,1983,25,12,1171,13.0,0,1,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08
Omar El Kaddouri,ma MAR,MF,Empoli,25,1990,15,15,1244,13.août,3,1,4,3,0,0,5,0,0.22,0.07,0.29,0.22,0.29
Omar El Kaddouri,ma MAR,MF,Napoli,25,1990,5,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Nikola Kalinić,hr CRO,FW,Fiorentina,28,1988,32,26,2485,27.juin,15,2,17,14,1,2,5,1,0.54,0.07,0.62,0.51,0.58
Orestis Karnezis,gr GRE,GK,Udinese,31,1985,33,33,2958,32.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Grigoris Kastanos,cy CYP,MF,Pescara,18,1998,8,3,280,03.janv,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Moise Kean,it ITA,FW,Juventus,16,2000,3,0,21,0.2,1,0,1,1,0,0,0,0,avr.29,0.00,avr.29,avr.29,avr.29
Franck Kessié,ci CIV,DF MF,Atalanta,19,1996,30,25,222,24.juil,6,3,9,4,2,2,7,2,0.24,0.12,0.36,0.16,0.28
Sami Khedira,de GER,MF,Juventus,29,1987,31,31,2539,28.févr,5,3,8,5,0,0,2,0,0.18,0.11,0.28,0.18,0.28
Ricardo Kishna,nl NED,FW MF,Lazio,21,1995,5,2,158,01.août,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Sofian Kiyine,ma MAR,MF,Chievo,18,1997,7,0,73,0.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Geoffrey Kondogbia,cf CTA,DF MF,Inter,23,1993,24,20,1711,19.0,1,2,3,1,0,0,5,1,0.05,0.11,0.16,0.05,0.16
Panagiotis Kone,gr GRE,MF,Udinese,29,1987,5,3,301,03.mars,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Abdoulay Konko,fr FRA,DF MF,Atalanta,32,1984,10,7,617,06.sept,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Andrej Kotnik,si SVN,MF,Crotone,20,1995,2,0,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Kalidou Koulibaly,sn SEN,DF,Napoli,25,1991,28,28,2471,27.mai,2,0,2,2,0,0,6,0,0.07,0.00,0.07,0.07,0.07
Emil Krafth,se SWE,DF,Bologna,21,1994,26,16,1656,18.avr,0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,0.00
Ladislav Krejčí,cz CZE,DF FW,Bologna,24,1992,37,33,2772,30.août,1,8,9,0,1,1,2,0,0.03,0.26,0.29,0.00,0.26
Rade Krunić,ba BIH,MF,Empoli,22,1993,32,29,2431,27.0,2,1,3,2,0,0,10,0,0.07,0.04,0.11,0.07,0.11
Juraj Kucka,sk SVK,MF,Milan,29,1987,30,23,2082,23.janv,3,1,4,3,0,0,10,5,0.13,0.04,0.17,0.13,0.17
Sven Kums,be BEL,MF,Udinese,28,1988,29,20,1828,20.mars,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05
Jasmin Kurtić,si SVN,MF,Atalanta,27,1989,37,35,2739,30.avr,6,3,9,6,0,0,7,0,0.20,0.10,0.30,0.20,0.30
Han Kwang-song,kp PRK,FW,Cagliari,17,1998,5,0,64,0.7,1,0,1,1,0,0,0,0,janv.41,0.00,janv.41,janv.41,janv.41
Eugenio Lamanna,it ITA,GK,Genoa,26,1989,21,20,1883,20.sept,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Gianluca Lapadula,pe PER,FW,Milan,26,1990,27,12,1262,14.0,8,3,11,6,2,2,3,0,0.57,0.21,0.78,0.43,0.64
Danilo Larangeira,br BRA,DF,Udinese,32,1984,36,36,3203,35.6,2,1,3,2,0,0,9,1,0.06,0.03,0.08,0.06,0.08
Vincent Laurini,fr FRA,DF,Empoli,27,1989,24,24,191,21.févr,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00
Diego Laxalt,uy URU,DF MF,Genoa,23,1993,36,36,3135,34.8,1,4,5,1,0,0,5,0,0.03,0.11,0.14,0.03,0.14
Darko Lazović,rs SRB,DF FW,Genoa,25,1990,33,30,245,27.févr,2,4,6,2,0,0,5,1,0.07,0.15,0.22,0.07,0.22
Moritz Leitner,de GER,MF,Lazio,23,1992,2,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Mario Lemina,ga GAB,DF MF,Juventus,22,1993,19,8,906,10.janv,1,1,2,1,0,0,1,0,0.10,0.10,0.20,0.10,0.20
Timo Letschert,nl NED,DF MF,Sassuolo,23,1993,9,9,663,07.avr,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00
Luca Lezzerini,it ITA,GK,Fiorentina,21,1995,1,0,51,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Stephan Lichtsteiner,ch SUI,DF MF,Juventus,32,1984,26,22,1866,20.juil,1,2,3,1,0,0,5,0,0.05,0.10,0.14,0.05,0.14
Karol Linetty,pl POL,MF,Sampdoria,21,1995,35,27,2384,26.mai,1,4,5,1,0,0,5,0,0.04,0.15,0.19,0.04,0.19
Pol Lirola,es ESP,DF MF,Sassuolo,18,1997,22,17,1548,17.févr,0,3,3,0,0,0,3,0,0.00,0.17,0.17,0.00,0.17
Adem Ljajić,rs SRB,FW MF,Torino,24,1991,33,30,2513,27.sept,10,8,18,9,1,2,5,0,0.36,0.29,0.64,0.32,0.61
Simone Lo Faso,it ITA,FW,Palermo,18,1998,10,1,255,02.août,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Manuel Locatelli,it ITA,MF,Milan,18,1998,25,17,1694,18.août,2,0,2,2,0,0,7,0,0.11,0.00,0.11,0.11,0.11
Francesco Lodi,it ITA,MF,Udinese,32,1984,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Cristiano Lombardi,it ITA,FW MF,Lazio,20,1995,18,3,437,04.sept,1,0,1,1,0,0,4,0,0.21,0.00,0.21,0.21,0.21
Maxi López,ar ARG,FW,Torino,32,1984,16,2,440,04.sept,2,0,2,2,0,0,2,0,0.41,0.00,0.41,0.41,0.41
Jordan Lukaku,be BEL,DF MF,Lazio,22,1994,16,8,851,09.mai,0,1,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11
Saša Lukić,rs SRB,MF,Torino,19,1996,14,7,777,08.juin,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
Senad Lulić,ba BIH,DF MF,Lazio,30,1986,31,29,2486,27.juin,3,9,12,3,0,0,9,1,0.11,0.33,0.43,0.11,0.43
Massimo Maccarone,it ITA,FW,Empoli,36,1979,28,17,1508,16.août,5,2,7,3,2,2,3,1,0.30,0.12,0.42,0.18,0.30
Christian Maggio,it ITA,DF MF,Napoli,34,1982,7,4,394,04.avr,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Francesco Magnanelli,it ITA,MF,Sassuolo,31,1984,15,14,1193,13.mars,1,0,1,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08
Raffaele Maiello,it ITA,MF,Empoli,25,1991,1,1,59,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Domenico Maietta,it ITA,DF,Bologna,33,1982,29,29,2373,26.avr,0,1,1,0,0,0,8,0,0.00,0.04,0.04,0.00,0.04
Nikola Maksimović,rs SRB,DF,Napoli,24,1991,8,7,678,07.mai,1,0,1,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13
Rey Manaj,al ALB,FW,Pescara,19,1997,12,4,474,05.mars,2,0,2,2,0,0,2,0,0.38,0.00,0.38,0.38,0.38
Rolando Mandragora,it ITA,MF,Juventus,19,1997,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Mario Mandžukić,hr CRO,FW MF,Juventus,30,1986,34,28,2483,27.juin,7,4,11,7,0,0,5,0,0.25,0.14,0.40,0.25,0.40
Kostas Manolas,gr GRE,DF,Roma,25,1991,33,32,2771,30.août,0,2,2,0,0,0,7,0,0.00,0.06,0.06,0.00,0.06
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Giovanni Marchese,it ITA,DF,Genoa,31,1984,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Federico Marchetti,it ITA,GK,Lazio,33,1983,17,17,1485,16.mai,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Claudio Marchisio,it ITA,MF,Juventus,30,1986,18,15,1253,13.sept,1,3,4,1,0,0,2,0,0.07,0.22,0.29,0.07,0.29
Gian Marco Ferrari,it ITA,DF,Crotone,24,1992,37,37,333,37.0,3,1,4,3,0,0,8,0,0.08,0.03,0.11,0.08,0.11
Guido Marilungo,it ITA,FW,Empoli,26,1989,20,11,942,10.mai,0,4,4,0,0,0,2,0,0.00,0.38,0.38,0.00,0.38
João Mário,pt POR,FW MF,Inter,23,1993,30,22,2003,22.mars,3,5,8,3,0,0,5,0,0.13,0.22,0.36,0.13,0.36
Bruno Martella,it ITA,DF MF,Crotone,23,1992,29,26,2319,25.août,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Josef Martínez,ve VEN,FW,Torino,23,1993,11,4,533,05.sept,1,0,1,1,0,0,3,0,0.17,0.00,0.17,0.17,0.17
Andrea Masiello,it ITA,DF,Atalanta,30,1986,35,34,2926,32.5,3,1,4,3,0,0,9,0,0.09,0.03,0.12,0.09,0.12
Adam Masina,ma MAR,DF,Bologna,22,1994,32,28,2428,27.0,1,1,2,1,0,0,6,1,0.04,0.04,0.07,0.04,0.07
Ryder Matos,br BRA,FW MF,Udinese,23,1993,20,4,556,06.févr,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Alessandro Matri,it ITA,FW,Sassuolo,31,1984,31,16,1456,16.févr,8,0,8,8,0,0,1,0,0.49,0.00,0.49,0.49,0.49
José Mauri,it ITA,MF,Empoli,20,1996,14,10,869,09.juil,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Luca Mazzitelli,it ITA,DF MF,Sassuolo,20,1995,17,12,1044,11.juin,1,2,3,1,0,0,8,0,0.09,0.17,0.26,0.09,0.26
Ibrahima Mbaye,sn SEN,DF MF,Bologna,21,1994,16,11,1068,11.sept,0,1,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08
Levan Mchedlidze,ge GEO,FW MF,Empoli,26,1990,15,11,944,10.mai,6,0,6,6,0,0,3,0,0.57,0.00,0.57,0.57,0.57
Gary Medel,cl CHI,DF MF,Inter,28,1987,26,26,2163,24.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
Riccardo Meggiorini,it ITA,FW,Chievo,30,1985,27,20,1769,19.juil,3,0,3,3,0,0,6,0,0.15,0.00,0.15,0.15,0.15
Federico Melchiorri,it ITA,FW,Cagliari,29,1987,10,4,467,05.févr,3,0,3,3,0,0,1,0,0.58,0.00,0.58,0.58,0.58
