Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Filippo Melegoni,it ITA,MF,Atalanta,17,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Felipe Melo,br BRA,DF MF,Inter,33,1983,5,1,179,2.0,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00
Ledian Memushaj,al ALB,MF,Pescara,29,1986,36,35,2952,32.8,1,3,4,1,0,2,3,0,0.03,0.09,0.12,0.03,0.12
Dries Mertens,be BEL,FW MF,Napoli,29,1987,35,28,2558,28.avr,28,9,37,26,2,3,6,0,0.99,0.32,janv.30,0.91,janv.23
Djamel Mesbah,dz ALG,DF MF,Crotone,31,1984,10,8,680,07.juin,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Senna Miangue,be BEL,DF,Cagliari,19,1997,4,0,137,01.mai,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Senna Miangue,be BEL,DF,Inter,19,1997,3,1,124,01.avr,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Giulio Migliaccio,it ITA,DF MF,Atalanta,35,1981,3,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Hrvoje Milić,hr CRO,DF FW,Fiorentina,27,1989,17,16,125,13.sept,0,4,4,0,0,0,4,0,0.00,0.29,0.29,0.00,0.29
Hrvoje Miličević,ba BIH,DF MF,Pescara,23,1993,3,1,133,01.mai,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Arkadiusz Milik,pl POL,FW,Napoli,22,1994,17,4,559,06.févr,5,1,6,5,0,0,1,0,0.81,0.16,0.97,0.81,0.97
Sergej Milinković-Savić,rs SRB,MF,Lazio,21,1995,34,31,2727,30.mars,4,7,11,4,0,0,8,0,0.13,0.23,0.36,0.13,0.36
Miranda,br BRA,DF,Inter,31,1984,32,32,288,32.0,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
Antonio Mirante,it ITA,GK,Bologna,33,1983,21,21,1879,20.sept,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Simone Missiroli,it ITA,MF,Sassuolo,30,1986,13,9,761,08.mai,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Alexandru Mitriță,ro ROU,FW MF,Pescara,21,1995,15,4,553,06.janv,1,2,3,1,0,0,1,0,0.16,0.33,0.49,0.16,0.49
Jan Mlakar,si SVN,FW MF,Fiorentina,17,1998,1,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Cristian Molinaro,it ITA,DF MF,Torino,33,1983,10,9,751,08.mars,0,2,2,0,0,0,2,0,0.00,0.24,0.24,0.00,0.24
Riccardo Montolivo,it ITA,MF,Milan,31,1985,9,9,778,08.juin,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Emiliano Moretti,it ITA,DF,Torino,35,1981,23,23,2063,22.sept,1,3,4,1,0,0,5,0,0.04,0.13,0.17,0.04,0.17
Michel Morganella,ch SUI,DF MF,Palermo,27,1989,11,7,649,07.févr,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Archimede Morleo,it ITA,DF,Bologna,32,1983,1,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Leonardo Morosini,it ITA,FW MF,Genoa,20,1995,4,1,92,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Anthony Mounier,fr FRA,FW MF,Bologna,28,1987,6,4,292,03.févr,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Anthony Mounier,fr FRA,FW MF,Atalanta,28,1987,5,0,104,01.févr,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Gianni Munari,it ITA,MF,Cagliari,33,1983,11,3,352,03.sept,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
Ezequiel Muñoz,ar ARG,DF,Genoa,25,1990,31,25,2347,26.janv,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Sulley Muntari,gh GHA,MF,Pescara,31,1984,9,7,528,05.sept,1,0,1,1,0,0,5,1,0.17,0.00,0.17,0.17,0.17
Alessandro Murgia,it ITA,MF,Lazio,19,1996,14,4,495,05.mai,2,0,2,2,0,0,1,0,0.36,0.00,0.36,0.36,0.36
Robert Murić,hr CRO,FW MF,Pescara,20,1996,5,2,186,02.janv,1,0,1,1,0,0,0,0,0.48,0.00,0.48,0.48,0.48
Luis Muriel,co COL,FW,Sampdoria,25,1991,31,25,2246,25.0,11,5,16,7,4,4,4,1,0.44,0.20,0.64,0.28,0.48
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Jeison Murillo,co COL,DF,Inter,24,1992,27,23,2077,23.janv,0,1,1,0,0,0,6,0,0.00,0.04,0.04,0.00,0.04
Nicola Murru,it ITA,DF,Cagliari,21,1994,26,26,217,24.janv,0,1,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04
Yuto Nagatomo,jp JPN,DF MF,Inter,29,1986,16,11,1021,11.mars,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Ádám Nagy,hu HUN,MF,Bologna,21,1995,25,22,1803,20.0,0,1,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05
Radja Nainggolan,be BEL,MF,Roma,28,1988,37,35,303,33.7,11,4,15,11,0,0,2,0,0.33,0.12,0.45,0.33,0.45
Andrea Nalini,it ITA,FW,Crotone,26,1990,17,7,815,09.janv,2,2,4,2,0,0,2,0,0.22,0.22,0.44,0.22,0.44
Ilija Nestorovski,mk MKD,FW,Palermo,26,1990,37,34,3105,34.5,11,3,14,10,1,1,5,0,0.32,0.09,0.41,0.29,0.38
Neto,br BRA,GK,Juventus,27,1989,8,7,675,07.mai,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
M'Baye Niang,sn SEN,FW MF,Milan,21,1994,18,13,112,12.avr,3,2,5,2,1,3,2,1,0.24,0.16,0.40,0.16,0.32
Nikola Ninković,rs SRB,FW MF,Genoa,21,1994,17,5,659,07.mars,2,1,3,2,0,0,3,0,0.27,0.14,0.41,0.27,0.41
Olivier Ntcham,cm CMR,MF,Genoa,20,1996,20,10,973,10.août,3,1,4,3,0,0,3,0,0.28,0.09,0.37,0.28,0.37
Simeon Nwankwo,ng NGA,FW,Crotone,24,1992,21,4,579,06.avr,3,0,3,3,0,0,0,0,0.47,0.00,0.47,0.47,0.47
Joel Obi,ng NGA,MF,Torino,25,1991,20,9,771,08.juin,0,2,2,0,0,0,3,0,0.00,0.23,0.23,0.00,0.23
Lucas Ocampos,ar ARG,FW MF,Genoa,22,1994,14,12,839,09.mars,3,1,4,2,1,1,2,0,0.32,0.11,0.43,0.21,0.32
Lucas Ocampos,ar ARG,FW MF,Milan,22,1994,12,4,541,6.0,0,1,1,0,0,0,3,0,0.00,0.17,0.17,0.00,0.17
Marios Oikonomou,gr GRE,DF,Bologna,23,1992,18,12,1248,13.sept,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Orji Okwonkwo,ng NGA,FW,Bologna,18,1998,9,1,252,02.août,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Maximiliano Olivera,uy URU,DF,Fiorentina,24,1992,18,13,1112,12.avr,0,1,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08
Lucas Orbán,ar ARG,DF,Genoa,27,1989,11,8,774,08.juin,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00
Juan Pablo Carrizo,ar ARG,GK,Inter,32,1984,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Daniele Padelli,it ITA,GK,Torino,30,1985,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Simone Padoin,it ITA,DF MF,Cagliari,32,1984,31,25,2174,24.févr,1,1,2,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08
Marko Pajač,hr CRO,DF MF,Cagliari,23,1993,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Rodrigo Palacio,ar ARG,FW MF,Inter,34,1982,15,3,431,04.août,0,3,3,0,0,0,1,0,0.00,0.63,0.63,0.00,0.63
Gabriel Paletta,it ITA,DF,Milan,30,1986,30,30,2594,28.août,2,1,3,2,0,0,9,5,0.07,0.03,0.10,0.07,0.10
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Raffaele Palladino,it ITA,FW MF,Crotone,32,1984,19,16,143,15.sept,2,0,2,1,1,2,5,0,0.13,0.00,0.13,0.06,0.06
Raffaele Palladino,it ITA,FW MF,Genoa,32,1984,12,9,855,09.mai,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Emerson Palmieri,it ITA,DF MF,Roma,21,1994,25,23,1965,21.août,0,1,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05
Angelo Palombo,it ITA,MF,Sampdoria,34,1981,4,2,220,02.avr,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Alberto Paloschi,it ITA,FW,Atalanta,26,1990,13,4,442,04.sept,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Goran Pandev,mk MKD,FW MF,Genoa,33,1983,20,6,854,09.mai,3,1,4,3,0,0,1,1,0.32,0.11,0.42,0.32,0.42
Leandro Paredes,ar ARG,MF,Roma,22,1994,27,15,1482,16.mai,3,1,4,3,0,0,4,0,0.18,0.06,0.24,0.18,0.24
Vittorio Parigini,it ITA,FW MF,Chievo,20,1996,3,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Marco Parolo,it ITA,MF,Lazio,31,1985,34,34,2976,33.1,5,1,6,5,0,0,11,0,0.15,0.03,0.18,0.15,0.18
Mario Pašalić,hr CRO,FW MF,Milan,21,1995,24,20,1758,19.mai,5,1,6,5,0,0,5,0,0.26,0.05,0.31,0.26,0.31
Manuel Pasqual,it ITA,DF MF,Empoli,34,1982,32,32,2812,31.2,2,3,5,1,1,1,7,0,0.06,0.10,0.16,0.03,0.13
Patric,es ESP,DF,Lazio,23,1993,19,10,1017,11.mars,0,1,1,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09
Daniel Pavlović,ba BIH,DF MF,Sampdoria,28,1988,9,8,720,8.0,0,1,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12
Leonardo Pavoletti,it ITA,FW,Genoa,27,1988,9,7,581,06.mai,3,0,3,3,0,0,2,0,0.46,0.00,0.46,0.46,0.46
Leonardo Pavoletti,it ITA,FW,Napoli,27,1988,6,2,196,02.févr,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
João Pedro,it ITA,FW MF,Cagliari,24,1992,22,17,1453,16.janv,7,3,10,6,1,2,4,1,0.43,0.19,0.62,0.37,0.56
Gianluca Pegolo,it ITA,GK,Sassuolo,35,1981,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Alberto Pelagotti,it ITA,GK,Empoli,26,1989,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Pietro Pellegri,it ITA,FW,Genoa,15,2001,3,1,75,0.8,1,0,1,1,0,0,0,0,janv.20,0.00,janv.20,janv.20,janv.20
Lorenzo Pellegrini,it ITA,MF,Sassuolo,20,1996,28,24,1941,21.juin,6,6,12,5,1,1,7,1,0.28,0.28,0.56,0.23,0.51
Sergio Pellissier,it ITA,FW,Chievo,37,1979,30,18,173,19.févr,9,2,11,6,3,3,1,0,0.47,0.10,0.57,0.31,0.42
Federico Peluso,it ITA,DF,Sassuolo,32,1984,34,33,2981,33.1,1,2,3,1,0,0,12,0,0.03,0.06,0.09,0.03,0.09
Adalberto Peñaranda,ve VEN,FW MF,Udinese,19,1997,6,1,160,01.août,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Simone Pepe,it ITA,FW MF,Pescara,32,1983,12,3,400,04.avr,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Matheus Pereira,br BRA,FW MF,Empoli,20,1996,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Pedro Pereira,pt POR,FW,Sampdoria,32,1984,12,8,791,08.août,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
Bruno Peres,br BRA,DF MF,Roma,26,1990,30,24,2219,24.juil,2,2,4,2,0,0,3,0,0.08,0.08,0.16,0.08,0.16
Joshua Pérez,sv SLV,FW MF,Fiorentina,18,1998,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Stipe Perica,hr CRO,FW,Udinese,21,1995,27,5,1086,12.janv,6,1,7,6,0,0,4,0,0.50,0.08,0.58,0.50,0.58
Mattia Perin,it ITA,GK,Genoa,23,1992,16,16,1357,15.janv,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
Ivan Perišić,hr CRO,DF FW,Inter,27,1989,36,31,275,30.juin,11,8,19,11,0,0,2,1,0.36,0.26,0.62,0.36,0.62
Diego Perotti,ar ARG,FW MF,Roma,28,1988,32,20,1744,19.avr,8,6,14,1,7,7,2,0,0.41,0.31,0.72,0.05,0.36
Aleksandar Pešić,rs SRB,FW,Atalanta,24,1992,6,0,88,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Andrea Petagna,it ITA,FW,Atalanta,21,1995,34,31,2614,29.0,5,7,12,5,0,0,2,0,0.17,0.24,0.41,0.17,0.41
Bruno Petković,hr CRO,FW,Bologna,21,1994,12,4,529,05.sept,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Stefano Pettinari,it ITA,FW MF,Pescara,24,1992,6,2,258,02.sept,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Giuseppe Pezzella,it ITA,DF MF,Palermo,18,1997,10,9,805,08.sept,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Andrea Pinamonti,it ITA,FW,Inter,17,1999,2,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Mauricio Pinilla,cl CHI,FW,Genoa,32,1984,12,6,553,06.janv,0,1,1,0,0,0,3,1,0.00,0.16,0.16,0.00,0.16
Mauricio Pinilla,cl CHI,FW,Atalanta,32,1984,4,2,157,01.juil,1,0,1,0,1,1,2,0,0.57,0.00,0.57,0.00,0.00
Fabio Pisacane,it ITA,DF,Cagliari,30,1986,29,29,2549,28.mars,1,1,2,1,0,0,7,0,0.04,0.04,0.07,0.04,0.07
Marko Pjaca,hr CRO,FW MF,Juventus,21,1995,14,3,459,05.janv,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Miralem Pjanić,ba BIH,MF,Juventus,26,1990,30,25,2166,24.janv,5,9,14,5,0,0,5,0,0.21,0.37,0.58,0.21,0.58
Andrea Poli,it ITA,MF,Milan,26,1989,13,3,389,04.mars,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Matteo Politano,it ITA,FW MF,Sassuolo,22,1993,32,25,2313,25.juil,5,6,11,3,2,2,5,0,0.19,0.23,0.43,0.12,0.35
Josip Posavec,hr CRO,GK,Palermo,20,1996,29,29,261,29.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Dennis Praet,be BEL,MF,Sampdoria,22,1994,32,19,1799,20.0,1,1,2,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10
Franjo Prce,hr CRO,DF,Lazio,20,1996,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Manuel Pucciarelli,it ITA,FW MF,Empoli,25,1991,32,25,2303,25.juin,3,1,4,2,1,2,2,0,0.12,0.04,0.16,0.08,0.12
Christian Puggioni,it ITA,GK,Sampdoria,35,1981,21,21,189,21.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Erick Pulgar,cl CHI,DF MF,Bologna,22,1994,27,17,1595,17.juil,1,1,2,1,0,0,7,2,0.06,0.06,0.11,0.06,0.11
Fabio Quagliarella,it ITA,FW,Sampdoria,33,1983,37,35,2875,31.9,12,3,15,9,3,4,2,0,0.38,0.09,0.47,0.28,0.38
Robin Quaison,se SWE,FW MF,Palermo,22,1993,17,11,1079,12.0,4,0,4,4,0,0,5,0,0.33,0.00,0.33,0.33,0.33
Ivan Radovanović,rs SRB,DF MF,Chievo,27,1988,35,32,2894,32.2,0,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00
Ștefan Radu,ro ROU,DF,Lazio,29,1986,29,29,2405,26.juil,2,1,3,2,0,0,10,0,0.07,0.04,0.11,0.07,0.11
Rafael,br BRA,GK,Cagliari,34,1982,21,19,1802,20.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Antonino Ragusa,it ITA,FW MF,Sassuolo,26,1990,25,16,1436,16.0,4,2,6,4,0,0,5,0,0.25,0.13,0.38,0.25,0.38
Cristian Raimondi,it ITA,DF MF,Atalanta,35,1981,7,3,283,03.janv,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Slobodan Rajković,rs SRB,DF,Palermo,27,1989,4,4,298,03.mars,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00
Andrea Ranocchia,it ITA,DF,Inter,28,1988,5,5,379,04.févr,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Vasco Regini,it ITA,DF,Sampdoria,25,1990,34,30,2784,30.sept,0,4,4,0,0,0,5,0,0.00,0.13,0.13,0.00,0.13
Pepe Reina,es ESP,GK,Napoli,33,1982,37,37,333,37.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Federico Ricci,it ITA,FW MF,Sassuolo,22,1994,24,10,1069,11.sept,2,0,2,1,1,1,4,0,0.17,0.00,0.17,0.08,0.08
Luca Rigoni,it ITA,MF,Genoa,31,1984,31,29,235,26.janv,3,1,4,3,0,0,13,0,0.11,0.04,0.15,0.11,0.15
Nicola Rigoni,it ITA,MF,Chievo,25,1990,12,5,505,05.juin,1,0,1,1,0,0,2,0,0.18,0.00,0.18,0.18,0.18
Tomás Rincón,ve VEN,MF,Genoa,28,1988,16,16,139,15.avr,0,2,2,0,0,0,4,0,0.00,0.13,0.13,0.00,0.13
Tomás Rincón,ve VEN,MF,Juventus,28,1988,13,2,309,03.avr,0,1,1,0,0,0,0,0,0.00,0.29,0.29,0.00,0.29
Andrea Rispoli,it ITA,DF MF,Palermo,27,1988,32,30,2684,29.août,6,3,9,6,0,0,5,0,0.20,0.10,0.30,0.20,0.30
Luca Rizzo,it ITA,MF,Bologna,24,1992,12,4,456,05.janv,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Gonzalo Rodríguez,ar ARG,DF,Fiorentina,32,1984,26,26,2205,24.mai,1,0,1,1,0,0,8,2,0.04,0.00,0.04,0.04,0.04
Marko Rog,hr CRO,MF,Napoli,21,1995,15,2,387,04.mars,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Marcus Rohdén,se SWE,MF,Crotone,25,1991,34,30,2448,27.févr,1,4,5,1,0,0,4,0,0.04,0.15,0.18,0.04,0.18
Alessio Romagnoli,it ITA,DF,Milan,21,1995,27,27,2369,26.mars,1,1,2,1,0,0,6,1,0.04,0.04,0.08,0.04,0.08
Aleandro Rosi,it ITA,DF MF,Crotone,29,1987,31,30,256,28.avr,1,1,2,1,0,0,12,0,0.04,0.04,0.07,0.04,0.07
Luca Rossettini,it ITA,DF,Torino,31,1985,30,29,2655,29.mai,1,0,1,1,0,0,8,0,0.03,0.00,0.03,0.03,0.03
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Alessandro Rossi,it ITA,FW,Lazio,19,1997,3,0,47,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Giuseppe Rossi,it ITA,FW,Fiorentina,29,1987,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Rubinho,br BRA,GK,Genoa,33,1982,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Antonio Rüdiger,de GER,DF,Roma,23,1993,26,25,2205,24.mai,0,1,1,0,0,0,7,1,0.00,0.04,0.04,0.00,0.04
Daniele Rugani,it ITA,DF,Juventus,22,1994,15,11,1081,12.0,2,0,2,2,0,0,4,0,0.17,0.00,0.17,0.17,0.17
Gennaro Ruggiero,it ITA,FW MF,Palermo,16,2000,2,2,149,01.juil,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Mário Rui,pt POR,DF MF,Roma,25,1991,5,3,347,03.sept,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Umar Sadiq,ng NGA,FW,Bologna,19,1997,7,1,235,02.juin,0,1,1,0,0,0,2,0,0.00,0.38,0.38,0.00,0.38
Trent Sainsbury,au AUS,DF,Inter,24,1992,1,0,20,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Jacopo Sala,it ITA,DF FW,Sampdoria,24,1991,20,19,1561,17.mars,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
Mohamed Salah,eg EGY,FW MF,Roma,24,1992,31,29,2473,27.mai,15,11,26,15,0,0,2,0,0.55,0.40,0.95,0.55,0.95
Bartosz Salamon,pl POL,DF MF,Cagliari,25,1991,15,9,834,09.mars,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Carlos Salcedo,mx MEX,DF,Fiorentina,22,1993,18,15,1346,15.0,0,1,1,0,0,0,7,0,0.00,0.07,0.07,0.00,0.07
Roland Sallai,hu HUN,FW MF,Palermo,19,1997,21,11,957,10.juin,1,0,1,1,0,0,5,1,0.09,0.00,0.09,0.09,0.09
Aniello Salzano,it ITA,MF,Crotone,25,1991,7,6,500,05.juin,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Mario Sampirisi,it ITA,DF MF,Crotone,23,1992,23,11,1204,13.avr,1,1,2,1,0,0,1,0,0.07,0.07,0.15,0.07,0.15
Carlos Sánchez,co COL,DF MF,Fiorentina,30,1986,31,23,2156,24.0,1,1,2,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08
Alex Sandro,br BRA,DF MF,Juventus,25,1991,27,25,2312,25.juil,3,4,7,3,0,0,5,0,0.12,0.16,0.27,0.12,0.27
Davide Santon,it ITA,DF,Inter,25,1991,14,11,102,11.mars,0,1,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09
Samir Santos,br BRA,DF,Udinese,21,1994,21,21,1779,19.août,0,3,3,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15
Riccardo Saponara,it ITA,FW MF,Fiorentina,24,1991,11,4,420,04.juil,2,2,4,2,0,0,1,0,0.43,0.43,0.86,0.43,0.86
Riccardo Saponara,it ITA,FW MF,Empoli,24,1991,18,18,1528,17.0,2,1,3,2,0,0,4,0,0.12,0.06,0.18,0.12,0.18
Gennaro Sardo,it ITA,DF,Chievo,37,1979,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Marco Sau,it ITA,FW MF,Cagliari,28,1987,34,29,2322,25.août,7,4,11,7,0,0,5,0,0.27,0.16,0.43,0.27,0.43
Patrik Schick,cz CZE,FW,Sampdoria,20,1996,32,14,157,17.avr,11,4,15,11,0,0,2,0,0.63,0.23,0.86,0.63,0.86
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Simone Scuffet,it ITA,GK,Udinese,20,1996,6,5,462,05.janv,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Andrea Seculin,it ITA,GK,Chievo,26,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Stefano Sensi,it ITA,MF,Sassuolo,20,1995,16,14,1202,13.avr,1,0,1,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07
Federico Serra,it ITA,MF,Cagliari,18,1997,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Stephan El Shaarawy,it ITA,DF FW,Roma,23,1992,32,19,163,18.janv,8,3,11,8,0,0,0,0,0.44,0.17,0.61,0.44,0.61
Gabriel Silva,br BRA,DF MF,Udinese,25,1991,5,2,234,02.juin,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Stefan Silva,se SWE,FW,Palermo,26,1990,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Matías Silvestre,ar ARG,DF,Sampdoria,31,1984,36,36,3211,35.7,0,3,3,0,0,0,4,1,0.00,0.08,0.08,0.00,0.08
Giovanni Simeone,ar ARG,FW,Genoa,21,1995,35,29,2614,29.0,12,1,13,11,1,2,3,0,0.41,0.03,0.45,0.38,0.41
Łukasz Skorupski,pl POL,GK,Empoli,25,1991,35,35,315,35.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Milan Škriniar,sk SVK,DF MF,Sampdoria,21,1995,35,34,2998,33.3,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00
Stefano Sorrentino,it ITA,GK,Chievo,37,1979,34,34,306,34.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
José Sosa,ar ARG,MF,Milan,31,1985,18,15,1236,13.juil,0,3,3,0,0,0,9,2,0.00,0.22,0.22,0.00,0.22
Leonardo Spinazzola,it ITA,DF MF,Atalanta,23,1993,30,28,2496,27.juil,0,4,4,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14
Nicolás Spolli,ar ARG,DF,Chievo,33,1983,21,15,1594,17.juil,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00
Marco Sportiello,it ITA,GK,Fiorentina,24,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Marco Sportiello,it ITA,GK,Atalanta,24,1992,8,8,720,8.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Guglielmo Stendardo,it ITA,DF,Atalanta,35,1981,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
