,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Rareș-Cătălin Burnete,ro ROU,FW,Lecce,19,2004,1,0,8,0.1,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,2,0.00,nov.25,nov.25,0.00,nov.25,0.00,0.71,0.71,0.00,0.71
Jovane Cabral,cv CPV,MF FW,Salernitana,25,1998,12,8,678,07.mai,1,0,1,1,0,0,1,0,01.févr,01.févr,0.4,01.juin,22,40,39,0.13,0.00,0.13,0.13,0.13,0.15,0.06,0.21,0.15,0.21
Liberato Cacace,nz NZL,DF,Empoli,22,2000,31,18,1912,21.févr,0,1,1,0,0,0,6,0,0.4,0.4,01.juil,02.janv,34,84,55,0.00,0.05,0.05,0.00,0.05,0.02,0.08,0.10,0.02,0.10
Jens Cajuste,se SWE,MF,Napoli,23,1999,26,11,1016,11.mars,0,2,2,0,0,0,7,0,01.mai,01.mai,01.janv,02.mai,19,37,53,0.00,0.18,0.18,0.00,0.18,0.13,0.09,0.22,0.13,0.22
Davide Calabria,it ITA,DF,Milan,26,1996,29,26,2185,24.mars,1,3,4,1,0,0,5,2,01.mars,01.mars,01.févr,02.mai,31,140,66,0.04,0.12,0.16,0.04,0.16,0.05,0.05,0.10,0.05,0.10
Riccardo Calafiori,it ITA,DF,Bologna,21,2002,30,26,2349,26.janv,2,5,7,2,0,0,4,0,01.avr,01.avr,01.févr,02.juin,28,96,23,0.08,0.19,0.27,0.08,0.27,0.05,0.05,0.10,0.05,0.10
Mattia Caldara,it ITA,DF,Milan,29,1994,1,0,33,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,2,0,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.58,0.58,0.58
Luca Caldirola,it ITA,DF,Monza,32,1991,29,23,2141,23.août,1,1,2,1,0,0,7,1,0.5,0.5,0.6,01.janv,10,56,9,0.04,0.04,0.08,0.04,0.08,0.02,0.03,0.04,0.02,0.04
Hakan Çalhanoğlu,tr TUR,MF,Inter,29,1994,32,32,2556,28.avr,13,3,16,3,10,10,5,0,10.janv,02.mars,04.juil,7.0,45,186,34,0.46,0.11,0.56,0.11,0.21,0.36,0.17,0.52,0.08,0.25
Francesco Camarda,it ITA,FW,Milan,15,2008,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
