Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Izet Hajrović,ba BIH,MF,Werder Bremen,24,1991,10,6,562,06.févr,1,0,1,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16
Alen Halilović,hr CRO,FW MF,Hamburger SV,20,1996,6,1,142,01.juin,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Marcel Halstenberg,de GER,DF MF,RB Leipzig,24,1991,30,30,2 657,29.mai,0,2,2,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07
Hendrik Hansen,de GER,DF,Wolfsburg,21,1994,1,0,84,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Martin Hansen,dk DEN,GK,Ingolstadt 04,26,1990,23,23,2 037,22.juin,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Genki Haraguchi,jp JPN,FW MF,Hertha BSC,25,1991,31,23,2 049,22.août,1,2,3,1,0,0,4,0,0.04,0.09,0.13,0.04,0.13
Marcel Hartel,de GER,FW MF,Köln,20,1996,2,0,93,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Moritz Hartmann,de GER,FW,Ingolstadt 04,30,1986,14,12,942,10.mai,1,0,1,1,0,1,0,0,0.10,0.00,0.10,0.10,0.10
Makoto Hasebe,jp JPN,DF MF,Eint Frankfurt,32,1984,22,21,1 887,21.0,1,1,2,0,1,2,2,0,0.05,0.05,0.10,0.00,0.05
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Kai Havertz,de GER,FW MF,Leverkusen,17,1999,24,15,1 453,16.janv,4,4,8,4,0,0,2,0,0.25,0.25,0.50,0.25,0.50
Thorgan Hazard,be BEL,FW MF,Gladbach,23,1993,23,18,1 628,18.janv,6,4,10,6,0,1,3,0,0.33,0.22,0.55,0.33,0.55
Jonas Hector,de GER,DF MF,Köln,26,1990,33,33,2 97,33.0,1,2,3,1,0,0,6,0,0.03,0.06,0.09,0.03,0.09
Michael Hector,jm JAM,DF MF,Eint Frankfurt,24,1992,22,14,1 361,15.janv,1,0,1,1,0,0,4,1,0.07,0.00,0.07,0.07,0.07
Jens Hegeler,de GER,DF MF,Hertha BSC,28,1988,6,2,210,02.mars,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Dominique Heintz,de GER,DF,Köln,22,1993,32,30,2 754,30.juin,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00
Marcel Heller,de GER,FW MF,Darmstadt 98,30,1986,32,31,2 716,30.2,3,3,6,3,0,0,2,0,0.10,0.10,0.20,0.10,0.20
Benjamin Henrichs,de GER,DF MF,Leverkusen,19,1997,29,27,2 427,27.0,0,2,2,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07
Bruno Henrique,br BRA,FW MF,Wolfsburg,25,1990,7,1,183,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Javier Hernández,mx MEX,FW,Leverkusen,28,1988,26,20,1 813,20.janv,11,2,13,11,0,2,1,0,0.55,0.10,0.65,0.55,0.65
Patrick Herrmann,de GER,FW MF,Gladbach,25,1991,18,9,696,07.juil,1,1,2,1,0,0,1,0,0.13,0.13,0.26,0.13,0.26
Daniel Heuer Fernandes,pt POR,GK,Darmstadt 98,23,1992,7,6,576,06.avr,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Roberto Hilbert,de GER,DF MF,Leverkusen,31,1984,7,7,585,06.mai,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Martin Hinteregger,at AUT,DF MF,Augsburg,23,1992,31,31,2 773,30.août,3,0,3,3,0,0,5,0,0.10,0.00,0.10,0.10,0.10
Lukas Hinterseer,at AUT,FW MF,Ingolstadt 04,25,1991,28,8,967,10.juil,3,1,4,1,2,2,2,0,0.28,0.09,0.37,0.09,0.19
Marwin Hitz,ch SUI,GK,Augsburg,28,1987,32,32,2 88,32.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Nicolas Höfler,de GER,MF,Freiburg,26,1990,28,26,2 366,26.mars,1,1,2,1,0,0,7,0,0.04,0.04,0.08,0.04,0.08
Jonas Hofmann,de GER,FW MF,Gladbach,24,1992,21,16,1 38,15.mars,0,1,1,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07
Marco Höger,de GER,DF MF,Köln,26,1989,30,24,2 058,22.sept,0,1,1,0,0,0,7,0,0.00,0.04,0.04,0.00,0.04
Immanuel Höhn,de GER,DF,Darmstadt 98,24,1991,12,12,1 068,11.sept,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Fabian Holland,de GER,DF MF,Darmstadt 98,26,1990,26,25,2 255,25.janv,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Lewis Holtby,de GER,MF,Hamburger SV,25,1990,29,29,2 413,26.août,1,6,7,1,0,0,4,1,0.04,0.22,0.26,0.04,0.26
Gerrit Holtmann,ph PHI,FW MF,Mainz 05,21,1995,5,1,128,01.avr,0,1,1,0,0,0,0,0,0.00,0.70,0.70,0.00,0.70
Jannes Horn,de GER,DF MF,Wolfsburg,19,1997,13,10,976,10.août,0,1,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09
Timo Horn,de GER,GK,Köln,23,1993,20,20,1 8,20.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Benedikt Höwedes,de GER,DF,Schalke 04,28,1988,31,31,2 79,31.0,1,1,2,1,0,0,7,0,0.03,0.03,0.06,0.03,0.06
Lukáš Hrádecký,fi FIN,GK,Eint Frankfurt,26,1989,33,33,2 883,32.0,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00
Branimir Hrgota,se SWE,FW MF,Eint Frankfurt,23,1993,28,22,1 735,19.mars,5,1,6,5,0,0,2,0,0.26,0.05,0.31,0.26,0.31
Benjamin Hübner,de GER,DF,Hoffenheim,27,1989,25,25,2 143,23.août,2,3,5,2,0,0,10,0,0.08,0.13,0.21,0.08,0.21
Mats Hummels,de GER,DF,Bayern Munich,27,1988,27,24,2 181,24.févr,1,1,2,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08
Aaron Hunt,de GER,FW MF,Hamburger SV,29,1986,22,14,1 302,14.mai,4,2,6,4,0,1,3,0,0.28,0.14,0.41,0.28,0.41
Klaas-Jan Huntelaar,nl NED,FW,Schalke 04,32,1983,16,7,758,08.avr,2,0,2,2,0,0,1,0,0.24,0.00,0.24,0.24,0.24
Szabolcs Huszti,hu HUN,MF,Eint Frankfurt,33,1983,15,14,1 039,11.mai,2,2,4,2,0,0,5,1,0.17,0.17,0.35,0.17,0.35
Jannik Huth,de GER,GK,Mainz 05,22,1994,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Vedad Ibišević,ba BIH,FW,Hertha BSC,31,1984,32,32,2 709,30.janv,12,4,16,9,3,3,9,1,0.40,0.13,0.53,0.30,0.43
Aleksandar Ignjovski,rs SRB,DF MF,Freiburg,25,1991,19,12,1 053,11.juil,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Stefan Ilsanker,at AUT,DF MF,RB Leipzig,27,1989,33,29,2 648,29.avr,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00
Koo Ja-cheol,kr KOR,MF,Augsburg,27,1989,23,22,1 809,20.janv,2,3,5,2,0,0,8,1,0.10,0.15,0.25,0.10,0.25
Vasilije Janjicic,ch SUI,MF,Hamburger SV,17,1998,4,2,176,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Christoph Janker,de GER,DF,Augsburg,31,1985,15,12,1 088,12.janv,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Tony Jantschke,de GER,DF MF,Gladbach,26,1990,22,17,1 488,16.mai,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Rune Jarstein,no NOR,GK,Hertha BSC,31,1984,34,34,3 06,34.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Bakery Jatta,gm GAM,FW MF,Hamburger SV,18,1998,6,1,183,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Tin Jedvaj,hr CRO,DF,Leverkusen,20,1995,18,16,1 422,15.août,1,0,1,1,0,0,4,1,0.06,0.00,0.06,0.06,0.06
Aron Jóhannsson,us USA,FW MF,Werder Bremen,25,1990,9,2,269,3.0,1,1,2,0,1,1,1,1,0.33,0.33,0.67,0.00,0.33
Fabian Johnson,us USA,DF MF,Gladbach,28,1987,21,12,1 252,13.sept,3,2,5,3,0,0,1,0,0.22,0.14,0.36,0.22,0.36
Miloš Jojić,rs SRB,MF,Köln,24,1992,19,13,1 085,12.janv,4,3,7,4,0,0,2,0,0.33,0.25,0.58,0.33,0.58
Park Joo-ho,kr KOR,DF MF,Dortmund,29,1987,2,1,65,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Anthony Jung,de GER,DF MF,Ingolstadt 04,24,1991,16,8,704,07.août,1,1,2,1,0,0,1,0,0.13,0.13,0.26,0.13,0.26
Gideon Jung,de GER,DF MF,Hamburger SV,21,1994,29,26,2 371,26.mars,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Sebastian Jung,de GER,DF,Wolfsburg,26,1990,4,4,293,03.mars,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Florian Jungwirth,de GER,DF MF,Darmstadt 98,27,1989,16,12,1 146,12.juil,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Zlatko Junuzović,at AUT,FW MF,Werder Bremen,28,1987,30,28,2 494,27.juil,4,7,11,4,0,0,5,0,0.14,0.25,0.40,0.14,0.40
Gojko Kačar,rs SRB,DF MF,Augsburg,29,1987,22,11,1 097,12.févr,0,1,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08
Julius Kade,de GER,MF,Hertha BSC,17,1999,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Pavel Kadeřábek,cz CZE,DF FW,Hoffenheim,24,1992,23,22,1 974,21.sept,0,2,2,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09
Shinji Kagawa,jp JPN,FW MF,Dortmund,27,1989,21,13,1 261,14.0,1,5,6,1,0,0,3,0,0.07,0.36,0.43,0.07,0.43
Florian Kainz,at AUT,FW MF,Werder Bremen,23,1992,14,1,311,03.mai,2,3,5,2,0,0,0,0,0.58,0.87,janv.45,0.58,janv.45
Dominik Kaiser,de GER,MF,RB Leipzig,27,1988,25,7,961,10.juil,1,0,1,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09
Salomon Kalou,ci CIV,FW MF,Hertha BSC,30,1985,26,25,1 982,22.0,7,4,11,6,1,1,1,0,0.32,0.18,0.50,0.27,0.45
Wilson Kamavuaka,cd COD,DF MF,Darmstadt 98,26,1990,8,6,502,05.juin,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Kevin Kampl,si SVN,MF,Leverkusen,25,1990,30,28,2 54,28.févr,1,2,3,1,0,0,4,0,0.04,0.07,0.11,0.04,0.11
Thilo Kehrer,de GER,DF,Schalke 04,19,1996,16,12,1 08,12.0,1,1,2,1,0,0,3,1,0.08,0.08,0.17,0.08,0.17
Naby Keïta,gn GUI,MF,RB Leipzig,21,1995,31,29,2 409,26.août,8,6,14,8,0,0,8,0,0.30,0.22,0.52,0.30,0.52
Marc-Oliver Kempf,de GER,DF,Freiburg,21,1995,13,12,1 147,12.juil,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Thomas Kessler,de GER,GK,Köln,30,1986,13,13,1 17,13.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Rani Khedira,de GER,DF MF,RB Leipzig,22,1994,10,1,163,01.août,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Stefan Kießling,de GER,FW MF,Leverkusen,32,1984,20,6,756,08.avr,4,1,5,3,1,1,0,0,0.48,0.12,0.60,0.36,0.48
Joshua Kimmich,de GER,DF MF,Bayern Munich,21,1995,27,15,1 547,17.févr,6,1,7,6,0,0,1,0,0.35,0.06,0.41,0.35,0.41
Sonny Kittel,de GER,FW MF,Ingolstadt 04,23,1993,20,7,794,08.août,2,1,3,2,0,0,2,0,0.23,0.11,0.34,0.23,0.34
László Kleinheisler,hu HUN,MF,Darmstadt 98,22,1994,12,10,776,08.juin,1,0,1,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12
Lukas Klostermann,de GER,DF MF,RB Leipzig,20,1996,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Lukas Klünter,de GER,DF MF,Köln,20,1996,8,8,720,8.0,1,1,2,1,0,0,4,0,0.12,0.12,0.25,0.12,0.25
Robin Knoche,de GER,DF,Wolfsburg,24,1992,23,21,1 87,20.août,1,1,2,1,0,0,2,0,0.05,0.05,0.10,0.05,0.10
Dominik Kohr,de GER,DF MF,Augsburg,22,1994,26,21,1 964,21.août,2,0,2,2,0,0,14,1,0.09,0.00,0.09,0.09,0.09
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Sead Kolašinac,ba BIH,DF MF,Schalke 04,23,1993,25,24,2 065,22.sept,3,5,8,3,0,0,5,0,0.13,0.22,0.35,0.13,0.35
Timothée Kolodziejczak,fr FRA,DF,Gladbach,24,1991,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Yevhen Konoplyanka,ua UKR,FW MF,Schalke 04,26,1989,17,5,609,06.août,1,1,2,1,0,0,1,0,0.15,0.15,0.30,0.15,0.30
Julian Korb,de GER,DF MF,Gladbach,24,1992,12,7,758,08.avr,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Filip Kostić,rs SRB,DF FW,Hamburger SV,23,1992,31,29,2 518,28.0,4,3,7,4,0,0,6,0,0.14,0.11,0.25,0.14,0.25
Andrej Kramarić,hr CRO,FW MF,Hoffenheim,25,1991,34,28,2 364,26.mars,15,8,23,10,5,5,1,0,0.57,0.30,0.88,0.38,0.69
Christoph Kramer,de GER,MF,Gladbach,25,1991,24,23,1 962,21.août,0,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00
Bojan Krkić,es ESP,FW MF,Mainz 05,25,1990,11,8,628,7.0,1,0,1,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14
Max Kruse,de GER,FW MF,Werder Bremen,28,1988,23,23,2 043,22.juil,15,7,22,11,4,4,1,0,0.66,0.31,0.97,0.48,0.79
Lukas Kübler,de GER,DF MF,Freiburg,23,1992,16,14,1 153,12.août,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Sinan Kurt,,FW MF,Hertha BSC,20,1996,2,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Philipp Lahm,de GER,DF MF,Bayern Munich,32,1983,26,24,2 085,23.févr,1,2,3,1,0,0,1,0,0.04,0.09,0.13,0.04,0.13
Sebastian Langkamp,de GER,DF,Hertha BSC,28,1988,27,26,2 31,25.juil,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
Pierre-Michel Lasogga,de GER,FW,Hamburger SV,24,1991,20,5,549,06.janv,1,0,1,1,0,0,2,0,0.16,0.00,0.16,0.16,0.16
Danny Latza,de GER,MF,Mainz 05,26,1989,21,18,1 576,17.mai,4,1,5,4,0,0,6,0,0.23,0.06,0.29,0.23,0.29
Mathew Leckie,au AUS,FW MF,Ingolstadt 04,25,1991,30,25,2 084,23.févr,0,2,2,0,0,0,4,2,0.00,0.09,0.09,0.00,0.09
Matthias Lehmann,de GER,MF,Köln,33,1983,21,21,1 82,20.févr,0,2,2,0,0,0,7,0,0.00,0.10,0.10,0.00,0.10
Robert Leipertz,de GER,FW MF,Ingolstadt 04,23,1993,6,0,34,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Moritz Leitner,de GER,MF,Augsburg,23,1992,6,2,240,02.juil,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Bernd Leno,de GER,GK,Leverkusen,24,1992,34,34,3 06,34.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Tobias Levels,de GER,DF,Ingolstadt 04,29,1986,10,8,721,8.0,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00
Robert Lewandowski,pl POL,FW,Bayern Munich,27,1988,33,31,2 775,30.août,30,5,35,25,5,5,5,0,0.97,0.16,janv.14,0.81,0.97
Stefan Lex,de GER,FW MF,Ingolstadt 04,26,1989,13,2,333,03.juil,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Dario Lezcano,py PAR,FW MF,Ingolstadt 04,26,1990,33,27,2 507,27.sept,6,3,9,6,0,1,4,0,0.22,0.11,0.32,0.22,0.32
Heinz Lindner,at AUT,GK,Eint Frankfurt,26,1990,2,1,175,01.sept,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Jonas Lössl,dk DEN,GK,Mainz 05,27,1989,27,27,2 43,27.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Fabian Lustenberger,ch SUI,DF MF,Hertha BSC,28,1988,19,17,1 5,16.juil,0,1,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06
Andreas Luthe,de GER,GK,Augsburg,29,1987,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Arne Maier,de GER,MF,Hertha BSC,17,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Yunus Mallı,tr TUR,FW MF,Wolfsburg,24,1992,16,13,1 175,13.janv,1,1,2,1,0,0,1,0,0.08,0.08,0.15,0.08,0.15
Yunus Mallı,tr TUR,FW MF,Mainz 05,24,1992,16,15,1 376,15.mars,6,6,12,3,3,3,0,0,0.39,0.39,0.78,0.20,0.59
Ousman Manneh,gm GAM,FW,Werder Bremen,19,1997,6,6,486,05.avr,1,0,1,1,0,0,2,0,0.19,0.00,0.19,0.19,0.19
Dominic Maroh,si SVN,DF,Köln,29,1987,12,8,645,07.févr,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Javi Martínez,es ESP,DF MF,Bayern Munich,27,1988,25,25,2 131,23.juil,1,1,2,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08
Omar Mascarell,gq EQG,MF,Eint Frankfurt,23,1993,28,27,2 45,27.févr,0,0,0,0,0,0,13,0,0.00,0.00,0.00,0.00,0.00
Christian Mathenia,de GER,GK,Hamburger SV,24,1992,14,14,1 26,14.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Marvin Matip,cm CMR,DF MF,Ingolstadt 04,30,1985,33,33,2 969,33.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
Mërgim Mavraj,al ALB,DF,Hamburger SV,30,1986,14,14,1 26,14.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Mërgim Mavraj,al ALB,DF,Köln,30,1986,16,16,1 44,16.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Philipp Max,de GER,DF MF,Augsburg,22,1993,25,20,1 813,20.janv,1,2,3,1,0,0,4,0,0.05,0.10,0.15,0.05,0.15
Eric Maxim Choupo-Moting,cm CMR,FW MF,Schalke 04,27,1989,23,19,1 686,18.juil,3,4,7,2,1,2,1,0,0.16,0.21,0.37,0.11,0.32
Borja Mayoral,es ESP,FW,Wolfsburg,19,1997,19,3,388,04.mars,2,0,2,2,0,0,1,0,0.46,0.00,0.46,0.46,0.46
Weston McKennie,us USA,DF MF,Schalke 04,17,1998,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Jonas Meffert,de GER,MF,Freiburg,21,1994,1,1,57,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Admir Mehmedi,ch SUI,FW MF,Leverkusen,25,1991,22,16,1 258,14.0,3,1,4,3,0,0,1,0,0.21,0.07,0.29,0.21,0.29
Alexander Meier,de GER,FW MF,Eint Frankfurt,33,1983,21,15,1 393,15.mai,5,2,7,5,0,2,1,0,0.32,0.13,0.45,0.32,0.45
Mikel Merino,es ESP,MF,Dortmund,20,1996,8,2,298,03.mars,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Max Meyer,de GER,FW MF,Schalke 04,20,1995,27,18,1 666,18.mai,1,1,2,1,0,0,4,0,0.05,0.05,0.11,0.05,0.11
Tom Mickel,de GER,GK,Hamburger SV,27,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Alexander Milošević,se SWE,DF MF,Darmstadt 98,24,1992,18,18,1 597,17.juil,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Maximilian Mittelstädt,de GER,DF MF,Hertha BSC,19,1997,12,5,466,05.févr,0,1,1,0,0,0,5,1,0.00,0.19,0.19,0.00,0.19
Filip Mladenović,rs SRB,DF MF,Köln,24,1991,2,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Justin Möbius,de GER,MF,Wolfsburg,19,1997,2,0,48,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Anthony Modeste,fr FRA,FW,Köln,28,1988,34,34,2 971,33.0,25,2,27,22,3,4,3,0,0.76,0.06,0.82,0.67,0.73
Niklas Moisander,fi FIN,DF,Werder Bremen,30,1985,30,29,2 655,29.mai,0,1,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03
Emre Mor,tr TUR,MF,Dortmund,19,1997,12,5,478,05.mars,1,1,2,1,0,0,0,1,0.19,0.19,0.38,0.19,0.38
Alfredo Morales,us USA,DF MF,Ingolstadt 04,26,1990,27,20,1 71,19.0,1,0,1,1,0,0,6,1,0.05,0.00,0.05,0.05,0.05
Jan Morávek,cz CZE,FW MF,Augsburg,26,1989,13,10,690,07.juil,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Nicolai Müller,de GER,FW MF,Hamburger SV,28,1987,25,22,1 896,21.janv,5,6,11,5,0,0,4,0,0.24,0.28,0.52,0.24,0.52
Sven Müller,de GER,GK,Köln,20,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Thomas Müller,de GER,FW MF,Bayern Munich,26,1989,29,25,2 263,25.janv,5,12,17,5,0,0,0,0,0.20,0.48,0.68,0.20,0.68
Maurice Multhaup,de GER,MF,Ingolstadt 04,19,1996,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Yoshinori Mutō,jp JPN,FW MF,Mainz 05,24,1992,19,10,1 023,11.avr,5,0,5,5,0,0,3,0,0.44,0.00,0.44,0.44,0.44
Mats Møller Dæhli,no NOR,FW MF,Freiburg,21,1995,2,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Naldo,br BRA,DF,Schalke 04,33,1982,19,19,1 624,18.0,1,0,1,1,0,0,1,1,0.06,0.00,0.06,0.06,0.06
Matija Nastasić,rs SRB,DF,Schalke 04,23,1993,22,21,1 922,21.avr,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
Manuel Neuer,de GER,GK,Bayern Munich,30,1986,26,26,2 34,26.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Florian Niederlechner,de GER,FW MF,Freiburg,25,1990,34,29,2 41,26.août,11,3,14,8,3,3,4,0,0.41,0.11,0.52,0.30,0.41
Georg Niedermeier,de GER,DF,Freiburg,30,1986,6,0,95,01.janv,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Håvard Nielsen,no NOR,FW MF,Freiburg,23,1993,4,0,28,0.3,0,1,1,0,0,0,0,0,0.00,mars.21,mars.21,0.00,mars.21
Peter Niemeyer,de GER,DF MF,Darmstadt 98,32,1983,15,13,1 108,12.mars,0,0,0,0,0,0,7,2,0.00,0.00,0.00,0.00,0.00
Paul-Georges Ntep,cm CMR,FW MF,Wolfsburg,24,1992,10,5,548,06.janv,0,2,2,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33
Ørjan Nyland,no NOR,GK,Ingolstadt 04,25,1990,12,11,1 023,11.avr,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Victor Obinna,ng NGA,FW,Darmstadt 98,29,1987,2,0,38,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Philipp Ochs,de GER,FW MF,Hoffenheim,19,1997,3,2,145,01.juin,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Bastian Oczipka,de GER,DF FW,Eint Frankfurt,27,1989,33,33,2 95,32.8,1,4,5,1,0,0,5,0,0.03,0.12,0.15,0.03,0.15
Denys Oliynyk,ua UKR,FW MF,Darmstadt 98,29,1987,4,0,50,0.6,1,0,1,1,0,0,0,0,janv.80,0.00,janv.80,janv.80,janv.80
Paweł Olkowski,pl POL,DF MF,Köln,26,1990,14,12,1 107,12.mars,0,1,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08
Karim Onisiwo,at AUT,FW MF,Mainz 05,24,1992,16,10,913,10.janv,1,0,1,1,0,0,4,0,0.10,0.00,0.10,0.10,0.10
Willi Orban,hu HUN,DF,RB Leipzig,23,1992,28,28,2 518,28.0,3,1,4,3,0,0,9,1,0.11,0.04,0.14,0.11,0.14
Anderson Ordóñez,ec ECU,DF,Eint Frankfurt,22,1994,4,3,183,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Yuya Osako,jp JPN,FW MF,Köln,26,1990,30,27,2 367,26.mars,7,6,13,7,0,0,4,0,0.27,0.23,0.49,0.27,0.49
Victor Osimhen,ng NGA,FW,Wolfsburg,17,1998,2,0,47,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Matthias Ostrzolek,de GER,DF MF,Hamburger SV,26,1990,24,23,1 992,22.janv,1,1,2,1,0,0,4,0,0.05,0.05,0.09,0.05,0.09
