Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
David Abraham,ar ARG,DF,Eint Frankfurt,32,1986,17,17,1 42,15.août,0,0,0,0,0,0,2,0,0.8,0.8,0.4,01.janv,20,80,7,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.07,0.05,0.07
Amir Abrashi,al ALB,MF,Freiburg,28,1990,10,9,790,08.août,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.3,6,19,9,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
Tyler Adams,us USA,MF,RB Leipzig,19,1999,10,8,721,8.0,0,2,2,0,0,0,0,0,0.1,0.1,1.0,01.janv,19,64,12,0.00,0.25,0.25,0.00,0.25,0.01,0.13,0.13,0.01,0.13
Antonis Aidonis,de GER,DF,Stuttgart,17,2001,2,1,80,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Manuel Akanji,ch SUI,DF,Dortmund,23,1995,25,25,2 205,24.mai,1,0,1,1,0,0,1,0,0.5,0.5,0.6,01.janv,24,122,11,0.04,0.00,0.04,0.04,0.04,0.02,0.02,0.04,0.02,0.04
Chadrac Akolo,cd COD,MF FW,Stuttgart,23,1995,16,5,525,05.août,0,1,1,0,0,0,0,0,0.9,0.9,0.5,01.avr,14,14,40,0.00,0.17,0.17,0.00,0.17,0.16,0.08,0.24,0.16,0.24
Kevin Akpoguma,ng NGA,DF,Hoffenheim,23,1995,8,5,499,05.mai,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,4,33,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kevin Akpoguma,ng NGA,DF,Hannover 96,23,1995,4,4,313,03.mai,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
David Alaba,at AUT,DF,Bayern Munich,26,1992,31,29,2 53,28.janv,3,3,6,3,0,0,4,0,03.févr,03.févr,04.avr,07.juin,87,190,240,0.11,0.11,0.21,0.11,0.21,0.11,0.16,0.27,0.11,0.27
Lucas Alario,ar ARG,FW MF,Leverkusen,25,1992,27,11,1 265,14.janv,9,3,12,9,0,0,1,0,06.juil,06.juil,01.avr,08.janv,12,22,86,0.64,0.21,0.85,0.64,0.85,0.47,0.10,0.57,0.47,0.57
Miiko Albornoz,cl CHI,DF MF,Hannover 96,27,1990,22,19,1 66,18.avr,1,3,4,1,0,0,3,1,0.3,0.3,01.mai,01.août,34,71,75,0.05,0.16,0.22,0.05,0.22,0.02,0.08,0.10,0.02,0.10
Paco Alcácer,es ESP,FW,Dortmund,24,1993,26,11,1 211,13.mai,18,0,18,17,1,1,0,0,09.mai,08.août,01.juin,10.avr,12,17,70,janv.34,0.00,janv.34,janv.26,janv.26,0.71,0.12,0.83,0.65,0.77
Thiago Alcántara,es ESP,MF,Bayern Munich,27,1991,30,26,2 408,26.août,2,6,8,2,0,0,5,0,01.sept,01.sept,03.mai,05.avr,49,310,56,0.07,0.22,0.30,0.07,0.30,0.07,0.13,0.20,0.07,0.20
Alfonso,mz MOZ,MF,Hoffenheim,18,1999,1,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.59,0.59,0.59
Allan,br BRA,MF,Eint Frankfurt,21,1997,4,2,176,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,4,3,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06
Nadiem Amiri,de GER,MF,Hoffenheim,21,1996,13,10,754,08.avr,3,1,4,3,0,0,1,0,02.févr,02.févr,01.avr,03.mai,22,50,36,0.36,0.12,0.48,0.36,0.48,0.26,0.16,0.42,0.26,0.42
Waldemar Anton,de GER,DF,Hannover 96,22,1996,34,34,3 06,34.0,1,0,1,1,0,0,4,0,01.août,01.août,0.2,2.0,35,96,17,0.03,0.00,0.03,0.03,0.03,0.05,0.01,0.06,0.05,0.06
Dennis Aogo,de GER,MF,Stuttgart,31,1987,15,13,1 025,11.avr,0,0,0,0,0,0,1,0,0.5,0.5,01.avr,01.sept,12,38,13,0.00,0.00,0.00,0.00,0.00,0.04,0.13,0.17,0.04,0.17
Charles Aránguiz,cl CHI,MF,Leverkusen,29,1989,24,22,1 891,21.0,2,7,9,2,0,0,3,0,01.avr,01.avr,03.avr,04.août,27,207,63,0.10,0.33,0.43,0.10,0.43,0.07,0.16,0.23,0.07,0.23
Maximilian Arnold,de GER,MF,Wolfsburg,24,1994,33,33,2 872,31.9,2,6,8,2,0,0,7,0,02.juil,02.juil,04.mars,7.0,41,141,83,0.06,0.19,0.25,0.06,0.25,0.09,0.13,0.22,0.09,0.22
Takuma Asano,jp JPN,MF FW,Hannover 96,23,1994,13,9,699,07.août,0,0,0,0,0,0,0,0,01.juin,01.juin,0.4,2.0,21,14,59,0.00,0.00,0.00,0.00,0.00,0.20,0.05,0.25,0.20,0.25
Santiago Ascacíbar,ar ARG,MF,Stuttgart,21,1997,27,27,2 428,27.0,0,0,0,0,0,0,10,1,01.mars,01.mars,0.5,01.sept,27,100,28,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07
Simon Asta,de GER,DF,Augsburg,17,2001,1,1,90,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,2,3,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
Jean-Kévin Augustin,fr FRA,FW,RB Leipzig,21,1997,17,4,461,05.janv,3,0,3,3,0,0,0,0,02.août,02.août,0.8,03.juin,18,3,50,0.59,0.00,0.59,0.59,0.59,0.56,0.15,0.71,0.56,0.71
Ludwig Augustinsson,se SWE,DF,Werder Bremen,24,1994,34,34,3 026,33.6,1,4,5,1,0,0,5,0,01.mai,01.mai,02.févr,03.juil,83,154,226,0.03,0.12,0.15,0.03,0.15,0.04,0.07,0.11,0.04,0.11
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Kaan Ayhan,tr TUR,DF,Düsseldorf,23,1994,28,28,2 449,27.févr,4,1,5,4,0,0,10,0,02.mars,02.mars,0.4,02.juil,31,96,12,0.15,0.04,0.18,0.15,0.18,0.08,0.02,0.10,0.08,0.10
Florian Baak,de GER,MF,Hertha BSC,19,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Holger Badstuber,de GER,DF,Stuttgart,29,1989,10,5,522,05.août,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,13,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Daniel Baier,de GER,MF,Augsburg,34,1984,33,33,2 815,31.mars,0,1,1,0,0,0,7,0,0.9,0.9,01.févr,02.janv,50,187,34,0.00,0.03,0.03,0.00,0.03,0.03,0.04,0.07,0.03,0.07
Leon Bailey,jm JAM,FW,Leverkusen,20,1997,29,21,1 914,21.mars,5,1,6,5,0,0,4,0,5.0,5.0,04.avr,09.mai,102,72,240,0.24,0.05,0.28,0.24,0.28,0.24,0.21,0.44,0.24,0.44
Marvin Bakalorz,de GER,MF,Hannover 96,28,1989,25,16,1 47,16.mars,1,0,1,1,0,0,5,0,0.8,0.8,0.6,01.avr,17,29,40,0.06,0.00,0.06,0.06,0.06,0.05,0.04,0.09,0.05,0.09
Ridle Baku,de GER,MF,Mainz 05,20,1998,15,10,937,10.avr,0,0,0,0,0,0,1,0,0.6,0.6,0.4,1.0,13,45,32,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09
Philipp Bargfrede,de GER,MF DF,Werder Bremen,29,1989,15,13,1 079,12.0,0,0,0,0,0,0,6,0,0.2,0.2,0.1,0.3,8,57,6,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03
Aymen Barkok,ma MAR,MF,Düsseldorf,20,1998,12,4,510,05.juil,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,8,25,24,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.12,0.09,0.12
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,18,2000,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,3,0,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.08,0.02,0.08
Fin Bartels,de GER,MF FW,Werder Bremen,31,1987,2,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Robert Bauer,de GER,DF,Nürnberg,23,1995,22,19,1 722,19.janv,0,0,0,0,0,0,4,1,0.2,0.2,01.janv,01.mars,31,72,49,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07
Oliver Baumann,de GER,GK,Hoffenheim,28,1990,33,33,2 97,33.0,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Timo Baumgartl,de GER,DF,Stuttgart,22,1996,18,18,1 62,18.0,1,0,1,1,0,0,2,0,0.3,0.3,0.2,0.5,5,43,7,0.06,0.00,0.06,0.06,0.06,0.02,0.01,0.03,0.02,0.03
Julian Baumgartlinger,at AUT,MF,Leverkusen,30,1988,21,16,1 559,17.mars,0,1,1,0,0,0,2,0,0.6,0.6,0.6,01.févr,21,111,25,0.00,0.06,0.06,0.00,0.06,0.04,0.03,0.07,0.04,0.07
Christoph Baumgartner,at AUT,MF,Hoffenheim,18,1999,2,1,85,0.9,0,0,0,0,0,0,2,1,0.1,0.1,0.0,0.1,9,5,1,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11
Noah Joel Sarenren Bazee,ng NGA,FW MF,Hannover 96,21,1996,3,3,155,01.juil,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,6,2,17,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.28,0.28,0.28
Ihlas Bebou,tg TOG,MF FW,Hannover 96,24,1994,12,12,1 066,11.août,4,3,7,3,1,1,1,0,04.juin,03.août,01.sept,05.juil,48,48,97,0.34,0.25,0.59,0.25,0.51,0.39,0.16,0.55,0.32,0.48
Uffe Bech,dk DEN,FW,Hannover 96,25,1993,2,0,19,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,3,1,4,0.00,0.00,0.00,0.00,0.00,0.00,mars.20,mars.20,0.00,mars.20
Andreas Beck,de GER,DF,Stuttgart,31,1987,24,21,1 776,19.juil,0,2,2,0,0,0,2,0,0.7,0.7,01.avr,02.janv,15,63,48,0.00,0.10,0.10,0.00,0.10,0.04,0.07,0.11,0.04,0.11
Hanno Behrens,de GER,MF,Nürnberg,28,1990,30,30,2 639,29.mars,4,1,5,2,2,4,3,0,07.sept,04.août,01.mai,06.févr,25,78,54,0.14,0.03,0.17,0.07,0.10,0.27,0.05,0.32,0.16,0.21
Ishak Belfodil,dz ALG,FW MF,Hoffenheim,26,1992,28,20,1 863,20.juil,16,3,19,16,0,0,3,0,12.mars,12.mars,05.janv,17.avr,63,30,210,0.77,0.14,0.92,0.77,0.92,0.59,0.25,0.84,0.59,0.84
Stefan Bell,de GER,DF,Mainz 05,26,1991,25,25,2 25,25.0,0,0,0,0,0,0,7,0,01.juin,01.juin,01.févr,02.août,24,129,8,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.11,0.06,0.11
Karim Bellarabi,de GER,FW,Leverkusen,28,1990,19,14,1 057,11.juil,5,4,9,5,0,0,4,1,03.mars,03.mars,05.janv,08.avr,49,46,140,0.43,0.34,0.77,0.43,0.77,0.28,0.43,0.71,0.28,0.71
Lars Bender,de GER,MF DF,Leverkusen,29,1989,20,18,1 361,15.janv,1,4,5,1,0,0,2,0,01.janv,01.janv,01.mars,02.mai,16,95,65,0.07,0.26,0.33,0.07,0.33,0.07,0.09,0.16,0.07,0.16
