Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Michel,br BRA,DF,Las Palmas,26,1990,25,24,2 085,23.févr,0,4,4,0,0,0,5,0,0.00,0.17,0.17,0.00,0.17
Santi Mina,es ESP,FW,Valencia,20,1995,29,13,1 41,15.juil,6,2,8,6,0,0,2,0,0.38,0.13,0.51,0.38,0.51
Rafa Mir,es ESP,FW MF,Valencia,19,1997,2,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Luka Modrić,hr CRO,MF,Real Madrid,30,1985,25,22,1 887,21.0,1,2,3,1,0,0,2,0,0.05,0.10,0.14,0.05,0.14
Momo,es ESP,MF,Las Palmas,34,1982,23,12,1 243,13.août,3,0,3,2,1,1,3,0,0.22,0.00,0.22,0.14,0.14
Ángel Montoro,es ESP,MF,Las Palmas,28,1988,17,12,1 108,12.mars,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Martín Montoya,es ESP,DF,Valencia,25,1991,29,26,2 219,24.juil,2,1,3,2,0,0,7,0,0.08,0.04,0.12,0.08,0.12
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Walter Montoya,ar ARG,MF,Sevilla,23,1993,4,1,111,01.févr,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Erik Morán,es ESP,MF,Leganés,25,1991,12,11,950,10.juin,0,1,1,0,0,0,7,0,0.00,0.09,0.09,0.00,0.09
Álvaro Morata,es ESP,FW,Real Madrid,23,1992,26,14,1 334,14.août,15,6,21,15,0,0,8,0,01.janv,0.40,janv.42,01.janv,janv.42
Gerard Moreno,es ESP,FW MF,Espanyol,24,1992,37,37,3 275,36.4,13,4,17,13,0,1,6,0,0.36,0.11,0.47,0.36,0.47
Marlos Moreno,co COL,FW MF,La Coruña,19,1996,19,9,793,08.août,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Pedro Mosquera,es ESP,MF,La Coruña,28,1988,23,17,1 564,17.avr,3,0,3,3,0,0,7,0,0.17,0.00,0.17,0.17,0.17
Iker Muniain,es ESP,FW MF,Athletic Club,23,1992,35,28,2 405,26.juil,7,1,8,7,0,0,5,0,0.26,0.04,0.30,0.26,0.30
Luis Muñoz,es ESP,DF MF,Málaga,19,1997,5,4,382,04.févr,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Mateo Musacchio,ar ARG,DF,Villarreal,25,1990,23,23,2 065,22.sept,0,2,2,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09
Charly Musonda Jr.,be BEL,MF,Betis,19,1996,8,1,284,03.févr,0,1,1,0,0,0,2,0,0.00,0.32,0.32,0.00,0.32
Shkodran Mustafi,de GER,DF,Valencia,24,1992,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Alfred N'Diaye,sn SEN,DF MF,Villarreal,26,1990,7,1,115,01.mars,0,1,1,0,0,0,1,0,0.00,0.78,0.78,0.00,0.78
Nacho,es ESP,DF,Real Madrid,26,1990,28,24,2 304,25.juin,2,3,5,2,0,0,5,0,0.08,0.12,0.20,0.08,0.20
Matías Nahuel,es ESP,FW MF,Betis,19,1996,10,0,156,01.juil,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
Nani,pt POR,FW MF,Valencia,29,1986,25,22,1 867,20.juil,5,8,13,4,1,1,6,0,0.24,0.39,0.63,0.19,0.58
Nano,es ESP,FW,Eibar,21,1995,6,1,161,01.août,1,0,1,1,0,0,0,0,0.56,0.00,0.56,0.56,0.56
Samir Nasri,fr FRA,FW MF,Sevilla,29,1987,23,22,1 84,20.avr,2,4,6,2,0,1,7,0,0.10,0.20,0.29,0.10,0.29
Fernando Navarro,es ESP,DF,La Coruña,34,1982,25,22,2 053,22.août,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
Marc Navarro,es ESP,DF,Espanyol,21,1995,12,10,788,08.août,2,1,3,2,0,0,0,0,0.23,0.11,0.34,0.23,0.34
Rafa Navarro,es ESP,DF,Betis,22,1994,18,14,1 28,14.févr,2,2,4,2,0,0,3,0,0.14,0.14,0.28,0.14,0.28
Keylor Navas,cr CRC,GK,Real Madrid,29,1986,27,27,2 43,27.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Raúl Navas,es ESP,DF,Real Sociedad,28,1988,32,31,2 8,31.janv,1,1,2,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06
Dani Ndi,cm CMR,MF,Sporting Gijón,20,1995,6,1,153,01.juil,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Neymar,br BRA,FW MF,Barcelona,24,1992,30,30,2 649,29.avr,13,10,23,12,1,1,7,1,0.44,0.34,0.78,0.41,0.75
Saúl Ñíguez,es ESP,DF MF,Atlético Madrid,21,1994,33,29,2 542,28.févr,4,3,7,4,0,0,8,0,0.14,0.11,0.25,0.14,0.25
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Steven Nzonzi,fr FRA,MF,Sevilla,27,1988,35,34,3 066,34.1,2,3,5,2,0,0,6,0,0.06,0.09,0.15,0.06,0.15
Jan Oblak,si SVN,GK,Atlético Madrid,23,1993,30,30,2 65,29.avr,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Guillermo Ochoa,mx MEX,GK,Granada,31,1985,38,38,3 42,38.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Álvaro Odriozola,es ESP,DF,Real Sociedad,20,1995,15,15,1 282,14.févr,0,4,4,0,0,0,0,0,0.00,0.28,0.28,0.00,0.28
Miguel Olavide,es ESP,MF,Osasuna,20,1996,14,4,496,05.mai,1,0,1,1,0,0,3,0,0.18,0.00,0.18,0.18,0.18
Weligton Oliveira,br BRA,DF,Málaga,36,1979,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Javier Ontiveros,es ESP,FW MF,Málaga,18,1997,18,7,833,09.mars,2,3,5,2,0,0,4,0,0.22,0.32,0.54,0.22,0.54
Fabián Orellana,cl CHI,FW MF,Valencia,30,1986,16,13,1 137,12.juin,1,1,2,1,0,0,4,1,0.08,0.08,0.16,0.08,0.16
Fabián Orellana,cl CHI,FW MF,Celta Vigo,30,1986,7,6,522,05.août,2,2,4,2,0,0,2,0,0.34,0.34,0.69,0.34,0.69
Adrián Ortolá,es ESP,GK,Alavés,22,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Antonio Otegui,es ESP,MF,Osasuna,18,1998,3,0,47,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Mikel Oyarzabal,es ESP,FW MF,Real Sociedad,19,1997,38,30,2 719,30.2,2,7,9,2,0,0,0,0,0.07,0.23,0.30,0.07,0.30
Fernando Pacheco,es ESP,GK,Alavés,24,1992,36,36,3 24,36.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Asdrúbal Padrón,es ESP,FW MF,Las Palmas,25,1991,3,0,34,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Aleksandar Pantić,rs SRB,DF,Alavés,24,1992,2,1,155,01.juil,0,1,1,0,0,0,1,0,0.00,0.58,0.58,0.00,0.58
Rubén Pardo,es ESP,MF,Real Sociedad,23,1992,3,2,159,01.août,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Rubén Pardo,es ESP,MF,Betis,23,1992,16,15,1 265,14.janv,1,0,1,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07
Nicolás Pareja,ar ARG,DF,Sevilla,32,1984,27,27,2 16,24.0,1,1,2,1,0,0,6,1,0.04,0.04,0.08,0.04,0.08
Daniel Parejo,es ESP,MF,Valencia,27,1989,36,36,3 192,35.5,5,8,13,2,3,5,12,0,0.14,0.23,0.37,0.06,0.28
Thomas Partey,gh GHA,DF MF,Atlético Madrid,23,1993,16,6,636,07.janv,1,2,3,1,0,0,5,0,0.14,0.28,0.42,0.14,0.42
Alexandre Pato,br BRA,FW MF,Villarreal,26,1989,14,11,876,09.juil,2,1,3,2,0,1,0,0,0.21,0.10,0.31,0.21,0.31
Rubén Peña,es ESP,DF MF,Eibar,25,1991,28,9,1 062,11.août,1,0,1,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08
Adalberto Peñaranda,ve VEN,FW MF,Málaga,19,1997,3,1,173,01.sept,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Pepe,pt POR,DF MF,Real Madrid,33,1983,13,13,1 079,12.0,2,1,3,2,0,0,1,0,0.17,0.08,0.25,0.17,0.25
Luis Perea,es ESP,MF,Osasuna,18,1997,1,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Andreas Pereira,br BRA,MF,Granada,20,1996,35,34,2 819,31.mars,5,3,8,5,0,0,10,1,0.16,0.10,0.26,0.16,0.26
Enzo Pérez,ar ARG,MF,Valencia,30,1986,27,26,2 19,24.mars,0,1,1,0,0,0,14,1,0.00,0.04,0.04,0.00,0.04
Hernán Pérez,py PAR,FW MF,Espanyol,27,1989,32,20,1 79,19.sept,3,1,4,3,0,0,7,0,0.15,0.05,0.20,0.15,0.20
Lucas Pérez,es ESP,FW MF,La Coruña,27,1988,1,1,90,1.0,1,1,2,0,1,1,0,0,1.00,1.00,2.00,0.00,1.00
Nauzet Pérez,es ESP,GK,Osasuna,31,1985,13,13,1 17,13.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Rubén Pérez,es ESP,MF,Leganés,27,1989,30,26,2 335,25.sept,0,1,1,0,0,0,12,0,0.00,0.04,0.04,0.00,0.04
Petros,br BRA,MF,Betis,27,1989,32,24,2 142,23.août,1,2,3,1,0,0,9,1,0.04,0.08,0.13,0.04,0.13
Germán Pezzella,ar ARG,DF,Betis,25,1991,36,36,3 099,34.4,1,0,1,1,0,0,10,0,0.03,0.00,0.03,0.03,0.03
Pablo Piatti,ar ARG,FW MF,Espanyol,27,1989,30,30,2 332,25.sept,10,10,20,9,1,1,8,0,0.39,0.39,0.77,0.35,0.73
Cristiano Piccini,it ITA,DF,Betis,23,1992,23,21,1 738,19.mars,2,3,5,2,0,0,6,2,0.10,0.16,0.26,0.10,0.26
Óscar Pinchi,es ESP,FW MF,La Coruña,20,1996,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Gerard Piqué,es ESP,DF,Barcelona,29,1987,25,25,2 191,24.mars,2,0,2,2,0,0,6,0,0.08,0.00,0.08,0.08,0.08
Carles Planas,es ESP,DF,Celta Vigo,25,1991,12,11,946,10.mai,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Ezequiel Ponce,ar ARG,FW,Granada,19,1997,25,10,1 138,12.juin,2,0,2,2,0,1,5,1,0.16,0.00,0.16,0.16,0.16
Xabi Prieto,es ESP,MF,Real Sociedad,32,1983,38,32,2 816,31.mars,8,6,14,7,1,1,2,0,0.26,0.19,0.45,0.22,0.42
Nemanja Radoja,rs SRB,DF MF,Celta Vigo,23,1993,31,27,2 417,26.sept,1,0,1,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04
Juan Rafael Fuentes,es ESP,DF,Osasuna,26,1990,17,16,1 283,14.mars,0,1,1,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07
Rafinha,br BRA,MF,Barcelona,23,1993,18,14,1 073,11.sept,6,2,8,6,0,0,1,0,0.50,0.17,0.67,0.50,0.67
Ivan Rakitić,hr CRO,MF,Barcelona,28,1988,32,26,2 341,26.0,8,6,14,8,0,0,5,0,0.31,0.23,0.54,0.31,0.54
Adil Rami,fr FRA,DF,Sevilla,30,1985,21,21,1 782,19.août,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00
Benito Ramírez,es ESP,DF MF,Las Palmas,21,1995,2,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Sandro Ramírez,es ESP,FW MF,Málaga,21,1995,30,28,2 306,25.juin,14,4,18,14,0,1,3,0,0.55,0.16,0.70,0.55,0.70
Iván Ramis,es ESP,DF,Eibar,31,1984,22,20,1 717,19.janv,3,0,3,3,0,0,6,0,0.16,0.00,0.16,0.16,0.16
Adrián Ramos,co COL,FW,Granada,30,1986,14,13,1 128,12.mai,4,1,5,4,0,0,4,0,0.32,0.08,0.40,0.32,0.40
Omar Ramos,es ESP,FW MF,Leganés,28,1988,15,11,970,10.août,0,2,2,0,0,0,4,0,0.00,0.19,0.19,0.00,0.19
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Sergio Ramos,es ESP,DF,Real Madrid,30,1986,28,28,2 487,27.juin,7,0,7,7,0,0,8,1,0.25,0.00,0.25,0.25,0.25
Recio,es ESP,MF,Málaga,25,1991,18,16,1 354,15.0,3,3,6,2,1,1,9,0,0.20,0.20,0.40,0.13,0.33
Diego Reyes,mx MEX,DF MF,Espanyol,23,1992,34,32,2 891,32.1,1,0,1,1,0,0,2,0,0.03,0.00,0.03,0.03,0.03
Federico Ricca,uy URU,DF MF,Málaga,21,1994,21,19,1 619,18.0,0,1,1,0,0,0,6,0,0.00,0.06,0.06,0.00,0.06
Diego Rico,es ESP,DF,Leganés,23,1993,25,25,2 22,24.juil,1,0,1,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04
Fran Rico,es ESP,MF,Eibar,28,1987,17,13,1 227,13.juin,2,1,3,2,0,0,5,0,0.15,0.07,0.22,0.15,0.22
Mikel Rico,es ESP,MF,Athletic Club,31,1984,18,4,480,05.mars,1,0,1,1,0,0,4,0,0.19,0.00,0.19,0.19,0.19
Sergio Rico,es ESP,GK,Sevilla,22,1993,35,35,3 15,35.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Oriol Riera,es ESP,FW,Osasuna,30,1986,22,18,1 459,16.févr,4,1,5,4,0,0,3,0,0.25,0.06,0.31,0.25,0.31
Asier Riesgo,es ESP,GK,Eibar,32,1983,16,16,1 251,13.sept,0,0,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0.00
Cristian Rivera,es ESP,MF,Eibar,19,1997,17,6,722,8.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Emmanuel Rivière,fr FRA,FW,Osasuna,26,1990,15,8,799,08.sept,0,1,1,0,0,0,3,1,0.00,0.11,0.11,0.00,0.11
Roberto,es ESP,GK,Espanyol,30,1986,4,3,308,03.avr,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Sergi Roberto,es ESP,DF MF,Barcelona,24,1992,32,26,2 383,26.mai,0,5,5,0,0,0,5,0,0.00,0.19,0.19,0.00,0.19
Marc Roca,es ESP,MF,Espanyol,19,1996,25,14,1 322,14.juil,0,1,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07
Jean Carlos Silva Rocha,br BRA,FW MF,Granada,20,1996,1,0,30,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Rodri,es ESP,DF MF,Villarreal,20,1996,23,8,849,09.avr,0,1,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11
Rodrigo,es ESP,FW MF,Valencia,25,1991,19,17,1 387,15.avr,5,3,8,5,0,0,1,0,0.32,0.19,0.52,0.32,0.52
Kévin Rodrigues,pt POR,DF MF,Real Sociedad,22,1994,2,1,104,01.févr,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
James Rodríguez,co COL,FW MF,Real Madrid,25,1991,22,13,1 181,13.janv,8,6,14,8,0,0,1,0,0.61,0.46,01.juil,0.61,01.juil
José Rodríguez,es ESP,MF,Málaga,21,1994,6,6,451,5.0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
Juan Rodríguez,es ESP,DF,Sporting Gijón,21,1995,4,2,232,02.juin,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Víctor Rodríguez,es ESP,FW MF,Sporting Gijón,27,1989,25,15,1 38,15.mars,2,1,3,2,0,0,1,0,0.13,0.07,0.20,0.13,0.20
Davy Roef,be BEL,GK,La Coruña,22,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Jaime Romero,es ESP,FW MF,Osasuna,26,1990,19,8,904,10.0,0,4,4,0,0,0,1,0,0.00,0.40,0.40,0.00,0.40
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Óscar Romero,py PAR,FW MF,Alavés,24,1992,13,4,535,05.sept,0,1,1,0,0,0,3,0,0.00,0.17,0.17,0.00,0.17
Cristiano Ronaldo,pt POR,FW MF,Real Madrid,31,1985,29,29,2 539,28.févr,25,6,31,19,6,8,4,0,0.89,0.21,01.oct,0.67,0.89
Facundo Roncaglia,ar ARG,DF,Celta Vigo,29,1987,32,30,2 715,30.2,2,0,2,2,0,0,8,1,0.07,0.00,0.07,0.07,0.07
Roberto Rosales,ve VEN,DF MF,Málaga,27,1988,32,32,2 86,31.août,1,2,3,1,0,0,5,1,0.03,0.06,0.09,0.03,0.09
Giuseppe Rossi,it ITA,FW,Celta Vigo,29,1987,18,9,795,08.août,4,1,5,4,0,0,1,0,0.45,0.11,0.57,0.45,0.57
Fabián Ruiz Peña,es ESP,MF,Betis,20,1996,4,3,152,01.juil,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Víctor Ruiz,es ESP,DF MF,Villarreal,27,1989,28,27,2 366,26.mars,1,1,2,1,0,0,4,2,0.04,0.04,0.08,0.04,0.08
Antonio Rukavina,rs SRB,DF,Villarreal,32,1984,4,3,272,3.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Gerónimo Rulli,ar ARG,GK,Real Sociedad,24,1992,38,38,3 42,38.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Mathew Ryan,au AUS,GK,Valencia,24,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Enric Saborit,es ESP,DF,Athletic Club,24,1992,9,5,464,05.févr,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Sergi Samper,es ESP,MF,Granada,21,1995,22,13,1 274,14.févr,0,1,1,0,0,0,6,0,0.00,0.07,0.07,0.00,0.07
Mikel San José,es ESP,DF MF,Athletic Club,27,1989,35,30,2 7,30.0,4,1,5,4,0,0,9,0,0.13,0.03,0.17,0.13,0.17
Antonio Sanabria,py PAR,FW,Betis,20,1996,22,16,1 49,16.juin,4,1,5,4,0,0,2,0,0.24,0.06,0.30,0.24,0.30
Rubén Sánchez,es ESP,MF,Sporting Gijón,21,1994,2,0,41,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Víctor Sánchez,es ESP,DF MF,Espanyol,28,1987,26,25,2 28,25.mars,1,1,2,1,0,0,8,0,0.04,0.04,0.08,0.04,0.08
Oier Sanjurjo,es ESP,DF MF,Osasuna,30,1986,36,36,3 148,35.0,0,2,2,0,0,0,11,1,0.00,0.06,0.06,0.00,0.06
Nicola Sansone,it ITA,FW MF,Villarreal,24,1991,32,25,2 115,23.mai,8,3,11,7,1,1,7,0,0.34,0.13,0.47,0.30,0.43
Aderlan Santos,br BRA,DF,Valencia,27,1989,12,11,1,11.janv,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Christian Santos,ve VEN,FW MF,Alavés,28,1988,21,8,837,09.mars,3,1,4,1,2,2,2,0,0.32,0.11,0.43,0.11,0.22
Michael Santos,uy URU,FW,Málaga,23,1993,14,8,739,08.févr,3,0,3,2,1,2,3,0,0.37,0.00,0.37,0.24,0.24
Pablo Sarabia,es ESP,FW MF,Sevilla,24,1992,34,22,2 142,23.août,8,8,16,7,1,1,10,0,0.34,0.34,0.67,0.29,0.63
Lluís Sastre,es ESP,MF,Leganés,30,1986,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Matthieu Saunier,fr FRA,DF,Granada,26,1990,16,16,1 306,14.mai,0,1,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07
Stefan Savić,me MNE,DF MF,Atlético Madrid,25,1991,32,30,2 728,30.mars,1,1,2,1,0,0,6,1,0.03,0.03,0.07,0.03,0.07
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Josep Señé,es ESP,MF,Celta Vigo,24,1991,13,8,663,07.avr,0,2,2,0,0,0,1,0,0.00,0.27,0.27,0.00,0.27
Salva Sevilla,es ESP,MF,Espanyol,32,1984,6,3,268,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Sidnei,br BRA,DF,La Coruña,26,1989,29,29,2 488,27.juin,1,0,1,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04
Gabriel Silva,br BRA,DF MF,Granada,25,1991,12,11,976,10.août,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Gastón Silva,uy URU,DF,Granada,22,1994,22,19,1 749,19.avr,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
David Simón,es ESP,DF,Las Palmas,27,1988,16,14,1 322,14.juil,0,1,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07
Dimitris Siovas,gr GRE,DF MF,Leganés,27,1988,16,16,1 39,15.avr,1,0,1,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06
Guilherme Siqueira,br BRA,DF MF,Valencia,30,1986,10,7,540,6.0,0,1,1,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17
Salvatore Sirigu,it ITA,GK,Osasuna,29,1987,18,18,1 62,18.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Salvatore Sirigu,it ITA,GK,Sevilla,29,1987,2,2,177,2.0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
Pione Sisto,dk DEN,FW MF,Celta Vigo,21,1995,30,19,1 667,18.mai,3,3,6,3,0,0,1,0,0.16,0.16,0.32,0.16,0.32
Sito,es ESP,MF,Valencia,19,1996,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Rubén Sobrino,es ESP,FW MF,Alavés,24,1992,11,5,503,05.juin,2,1,3,2,0,0,1,0,0.36,0.18,0.54,0.36,0.54
Roberto Soldado,es ESP,FW,Villarreal,31,1985,10,10,737,08.févr,4,3,7,3,1,1,8,0,0.49,0.37,0.85,0.37,0.73
Carlos Soler,es ESP,MF,Valencia,19,1997,23,19,1 723,19.janv,3,1,4,3,0,0,4,1,0.16,0.05,0.21,0.16,0.21
David Soria,es ESP,GK,Sevilla,23,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Bruno Soriano,es ESP,MF,Villarreal,32,1984,34,33,2 984,33.2,5,2,7,1,4,5,5,0,0.15,0.06,0.21,0.03,0.09
Roberto Soriano,it ITA,MF,Villarreal,25,1991,33,31,2 45,27.févr,9,5,14,9,0,0,8,1,0.33,0.18,0.51,0.33,0.51
Jhon Steven,co COL,DF MF,Osasuna,21,1994,5,4,429,04.août,2,0,2,2,0,0,0,0,0.42,0.00,0.42,0.42,0.42
Denis Suárez,es ESP,MF,Barcelona,22,1994,26,12,1 186,13.févr,1,3,4,1,0,0,1,0,0.08,0.23,0.30,0.08,0.30
Leonardo Suárez,ar ARG,FW MF,Villarreal,20,1996,3,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Luis Suárez,uy URU,FW,Barcelona,29,1987,35,34,2 857,31.juil,28,12,40,28,0,0,8,0,0.88,0.38,janv.26,0.88,janv.26
Mario Suárez,es ESP,MF,Valencia,29,1987,21,17,1 496,16.juin,3,0,3,3,0,0,3,0,0.18,0.00,0.18,0.18,0.18
Markel Susaeta,es ESP,FW MF,Athletic Club,28,1987,26,11,1 112,12.avr,1,2,3,1,0,0,4,0,0.08,0.16,0.24,0.08,0.24
Franck Tabanou,fr FRA,DF FW,Granada,27,1989,6,6,365,04.janv,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Tana,es ESP,FW MF,Las Palmas,25,1990,32,25,2 21,24.juin,4,4,8,4,0,0,3,0,0.16,0.16,0.33,0.16,0.33
Álvaro Tejero,es ESP,DF,Real Madrid,20,1996,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Marc-André ter Stegen,de GER,GK,Barcelona,24,1992,36,36,3 24,36.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Fausto Tienza,es ESP,MF,Osasuna,26,1990,19,16,1 224,13.juin,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00
David Timor,es ESP,DF MF,Leganés,26,1989,24,22,1 87,20.août,2,1,3,2,0,0,7,1,0.10,0.05,0.14,0.10,0.14
Tito,es ESP,DF,Leganés,31,1985,11,10,877,09.juil,0,2,2,0,0,0,3,0,0.00,0.21,0.21,0.00,0.21
Tito,es ESP,DF,Granada,31,1985,12,11,996,11.janv,0,1,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09
Gaizka Toquero,es ESP,FW MF,Alavés,31,1984,23,15,1 222,13.juin,1,1,2,1,0,0,4,0,0.07,0.07,0.15,0.07,0.15
Jon Toral,es ESP,FW MF,Granada,21,1995,5,4,265,02.sept,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Daniel Torres,co COL,MF,Alavés,26,1989,21,17,1 436,16.0,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00
Fernando Torres,es ESP,FW,Atlético Madrid,32,1984,31,13,1 424,15.août,8,5,13,7,1,2,3,0,0.51,0.32,0.82,0.44,0.76
Miguel Torres,es ESP,DF,Málaga,30,1986,22,18,1 565,17.avr,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Roberto Torres,es ESP,MF,Osasuna,27,1989,32,26,2 307,25.juin,7,3,10,4,3,5,7,0,0.27,0.12,0.39,0.16,0.27
Xavi Torres,es ESP,DF MF,Sporting Gijón,29,1986,17,8,866,09.juin,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
Alin Toșca,ro ROU,DF,Betis,24,1992,17,17,1 501,16.juil,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Lacina Traoré,ci CIV,FW,Sporting Gijón,26,1990,8,5,462,05.janv,2,0,2,2,0,1,2,0,0.39,0.00,0.39,0.39,0.39
