Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Pablo Fornals,es ESP,FW MF,Málaga,20,1996,32,31,2 666,29.juin,6,2,8,6,0,0,6,0,0.20,0.07,0.27,0.20,0.27
Dimitri Foulquier,fr FRA,DF MF,Granada,23,1993,22,21,1 873,20.août,0,2,2,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10
Javi Fuego,es ESP,MF,Espanyol,32,1984,31,29,2 564,28.mai,1,0,1,1,0,0,9,1,0.04,0.00,0.04,0.04,0.04
Gabi,es ESP,MF,Atlético Madrid,33,1983,34,33,2 892,32.1,0,0,0,0,0,1,9,0,0.00,0.00,0.00,0.00,0.00
Gabriel,br BRA,MF,Leganés,22,1993,34,33,2 741,30.mai,5,2,7,5,0,0,8,0,0.16,0.07,0.23,0.16,0.23
Nicolás Gaitán,ar ARG,FW MF,Atlético Madrid,28,1988,23,11,1 027,11.avr,3,2,5,3,0,0,1,0,0.26,0.18,0.44,0.26,0.44
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Álex Gálvez,es ESP,DF MF,Eibar,27,1989,19,14,1 333,14.août,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Bruno Gama,pt POR,FW MF,La Coruña,28,1987,22,18,1 442,16.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Kévin Gameiro,fr FRA,FW,Atlético Madrid,29,1987,31,21,1 707,19.0,12,5,17,11,1,1,0,0,0.63,0.26,0.90,0.58,0.84
Ganso,br BRA,MF,Sevilla,26,1989,10,5,486,05.avr,2,1,3,2,0,0,0,0,0.37,0.19,0.56,0.37,0.56
Ezequiel Garay,ar ARG,DF,Valencia,29,1986,27,27,2 338,26.0,4,0,4,4,0,0,7,0,0.15,0.00,0.15,0.15,0.15
Dani García,es ESP,MF,Eibar,26,1990,36,36,3 182,35.4,1,1,2,1,0,0,9,1,0.03,0.03,0.06,0.03,0.06
David García,es ESP,DF,Las Palmas,34,1982,22,17,1 651,18.mars,1,1,2,1,0,0,5,0,0.05,0.05,0.11,0.05,0.11
David García,es ESP,DF MF,Osasuna,22,1994,25,23,2 191,24.mars,1,0,1,1,0,0,8,0,0.04,0.00,0.04,0.04,0.04
Imanol García,es ESP,MF,Osasuna,20,1995,8,6,526,05.août,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Manu García,es ESP,MF,Alavés,30,1986,25,23,2 011,22.mars,3,1,4,2,1,1,8,0,0.13,0.04,0.18,0.09,0.13
Mateo García,ar ARG,FW MF,Las Palmas,19,1996,19,8,724,8.0,2,0,2,2,0,0,0,0,0.25,0.00,0.25,0.25,0.25
Raúl García,es ESP,FW MF,Athletic Club,30,1986,36,34,2 869,31.9,10,4,14,7,3,3,11,0,0.31,0.13,0.44,0.22,0.35
Raúl García,es ESP,DF,Alavés,27,1989,18,14,1 27,14.janv,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
Samu García,es ESP,FW MF,Leganés,26,1990,11,5,531,05.sept,0,1,1,0,0,0,0,0,0.00,0.17,0.17,0.00,0.17
Unai García,es ESP,DF,Osasuna,24,1992,22,20,1 872,20.août,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Mario Gaspar,es ESP,DF MF,Villarreal,25,1990,36,36,3 24,36.0,0,3,3,0,0,0,6,0,0.00,0.08,0.08,0.00,0.08
Jon Gaztañaga,es ESP,DF MF,Real Sociedad,25,1991,2,0,26,0.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Carles Gil,es ESP,FW MF,La Coruña,23,1992,23,16,1 408,15.juin,1,4,5,1,0,0,7,0,0.06,0.26,0.32,0.06,0.32
Nacho Gil,es ESP,MF,Valencia,20,1995,2,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Dani Giménez,es ESP,GK,Betis,33,1983,1,1,90,1.0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
Diego Godín,uy URU,DF,Atlético Madrid,30,1986,31,30,2 706,30.janv,3,1,4,3,0,0,11,1,0.10,0.03,0.13,0.10,0.13
André Gomes,pt POR,MF,Barcelona,23,1993,30,17,1 591,17.juil,3,1,4,3,0,0,3,0,0.17,0.06,0.23,0.17,0.23
Ibai Gómez,es ESP,FW MF,Alavés,26,1989,29,23,1 815,20.févr,5,2,7,5,0,0,2,0,0.25,0.10,0.35,0.25,0.35
Moi Gómez,es ESP,FW MF,Sporting Gijón,22,1994,26,24,1 864,20.juil,2,5,7,1,1,1,4,0,0.10,0.24,0.34,0.05,0.29
Sergi Gómez,es ESP,DF,Celta Vigo,24,1992,25,21,1 904,21.févr,0,0,0,0,0,0,4,2,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Vicente Gómez,es ESP,MF,Las Palmas,27,1988,29,28,2 311,25.juil,2,0,2,2,0,0,3,0,0.08,0.00,0.08,0.08,0.08
Adrián González,es ESP,MF,Eibar,28,1988,28,19,1 531,17.0,7,1,8,2,5,5,3,0,0.41,0.06,0.47,0.12,0.18
Álvaro González,es ESP,DF,Villarreal,26,1990,23,20,1 887,21.0,1,1,2,1,0,0,7,0,0.05,0.05,0.10,0.05,0.10
Álvaro González,es ESP,DF,Espanyol,26,1990,2,2,180,2.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Bruno González,es ESP,DF,Betis,26,1990,16,15,1 331,14.août,1,0,1,1,0,0,9,0,0.07,0.00,0.07,0.07,0.07
Diego González,es ESP,DF,Sevilla,21,1995,3,0,35,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Mario González,es ESP,FW,Villarreal,20,1996,2,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Mikel González,es ESP,DF,Real Sociedad,30,1985,9,8,664,07.avr,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Esteban Granero,es ESP,MF,Real Sociedad,29,1987,19,8,696,07.juil,0,1,1,0,0,0,5,1,0.00,0.13,0.13,0.00,0.13
Antoine Griezmann,fr FRA,FW MF,Atlético Madrid,25,1991,36,36,3 053,33.9,16,7,23,16,0,2,3,0,0.47,0.21,0.68,0.47,0.68
John Guidetti,se SWE,FW,Celta Vigo,24,1992,23,14,1 065,11.août,4,1,5,3,1,1,9,0,0.34,0.08,0.42,0.25,0.34
Guilherme,qa QAT,MF,La Coruña,25,1991,30,26,2 277,25.mars,2,1,3,2,0,0,6,0,0.08,0.04,0.12,0.08,0.12
Jon Guridi,es ESP,MF,Real Sociedad,21,1995,1,1,75,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Felipe Gutiérrez,cl CHI,MF,Betis,25,1990,14,9,757,08.avr,1,0,1,1,0,0,3,0,0.12,0.00,0.12,0.12,0.12
Munir El Haddadi,ma MAR,FW MF,Barcelona,20,1995,1,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Munir El Haddadi,ma MAR,FW MF,Valencia,20,1995,33,22,2 031,22.juin,6,3,9,6,0,0,5,1,0.27,0.13,0.40,0.27,0.40
Alen Halilović,hr CRO,FW MF,Las Palmas,20,1996,18,6,652,07.févr,0,2,2,0,0,0,2,0,0.00,0.28,0.28,0.00,0.28
Uche Henry Agbo,ng NGA,MF,Granada,20,1995,31,28,2 377,26.avr,0,0,0,0,0,0,13,2,0.00,0.00,0.00,0.00,0.00
Hernán,es ESP,DF MF,Las Palmas,25,1990,10,3,292,03.févr,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00
Héctor Hernández,es ESP,DF,Granada,25,1991,13,11,908,10.janv,0,2,2,0,0,0,2,0,0.00,0.20,0.20,0.00,0.20
Héctor Hernández,es ESP,DF,Real Sociedad,25,1991,4,2,254,02.août,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Lucas Hernández,fr FRA,DF,Atlético Madrid,20,1996,15,13,1 255,13.sept,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Luis Hernández,es ESP,DF,Málaga,27,1989,19,19,1 678,18.juin,1,1,2,1,0,0,3,0,0.05,0.05,0.11,0.05,0.11
Pablo Hernández,cl CHI,FW MF,Celta Vigo,29,1986,26,20,1 901,21.janv,1,0,1,1,0,0,10,1,0.05,0.00,0.05,0.05,0.05
Theo Hernández,fr FRA,DF MF,Alavés,18,1997,32,30,2 725,30.mars,1,3,4,1,0,0,12,1,0.03,0.10,0.13,0.03,0.13
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Iago Herrerín,es ESP,GK,Leganés,28,1988,21,21,1 825,20.mars,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
Andrew Hjulsager,dk DEN,FW MF,Celta Vigo,21,1995,7,3,260,02.sept,1,0,1,1,0,0,0,0,0.35,0.00,0.35,0.35,0.35
Martin Hongla,cm CMR,DF MF,Granada,18,1998,10,8,794,08.août,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Robert Ibáñez,es ESP,FW MF,Leganés,23,1993,5,1,171,01.sept,2,1,3,2,0,0,0,0,01.mai,0.53,janv.58,01.mai,janv.58
Vicente Iborra,es ESP,MF,Sevilla,28,1988,31,12,1 481,16.mai,7,2,9,6,1,1,9,0,0.43,0.12,0.55,0.36,0.49
Asier Illarramendi,es ESP,MF,Real Sociedad,26,1990,34,33,3 006,33.4,1,2,3,1,0,0,13,0,0.03,0.06,0.09,0.03,0.09
Sverrir Ingi Ingason,is ISL,DF,Granada,22,1993,17,17,1 472,16.avr,1,0,1,1,0,0,7,0,0.06,0.00,0.06,0.06,0.06
Andrés Iniesta,es ESP,MF,Barcelona,32,1984,23,13,1 336,14.août,0,3,3,0,0,0,2,0,0.00,0.20,0.20,0.00,0.20
Pablo Insua,es ESP,DF,Leganés,22,1993,29,20,1 907,21.févr,1,0,1,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05
Takashi Inui,jp JPN,FW MF,Eibar,28,1988,28,26,2 071,23.0,3,2,5,3,0,0,5,0,0.13,0.09,0.22,0.13,0.22
Gorka Iraizoz,es ESP,GK,Athletic Club,35,1981,16,15,1 405,15.juin,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Isco,es ESP,FW MF,Real Madrid,24,1992,30,18,1 634,18.févr,10,9,19,10,0,0,4,0,0.55,0.50,01.mai,0.55,01.mai
Ander Iturraspe,es ESP,MF,Athletic Club,27,1989,24,12,1 159,12.sept,0,1,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08
Jesé,es ESP,FW MF,Las Palmas,23,1993,16,13,1 16,12.sept,3,1,4,2,1,1,5,0,0.23,0.08,0.31,0.16,0.23
Joaquín,es ESP,FW MF,Betis,35,1981,28,19,1 673,18.juin,3,3,6,3,0,0,2,0,0.16,0.16,0.32,0.16,0.32
Ola John,nl NED,FW MF,La Coruña,24,1992,11,3,353,03.sept,0,1,1,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25
Jony,es ESP,MF,Málaga,25,1991,24,15,1 245,13.août,2,1,3,1,1,1,3,0,0.14,0.07,0.22,0.07,0.14
Willian José,br BRA,FW,Real Sociedad,24,1991,28,27,2 064,22.sept,12,4,16,9,3,3,4,0,0.52,0.17,0.70,0.39,0.57
Joselu,es ESP,FW,La Coruña,26,1990,20,9,901,10.0,5,1,6,5,0,0,7,0,0.50,0.10,0.60,0.50,0.60
Jota,es ESP,MF,Eibar,25,1991,5,3,203,02.mars,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Stevan Jovetić,me MNE,FW MF,Sevilla,26,1989,21,12,1 206,13.avr,6,4,10,6,0,1,4,0,0.45,0.30,0.75,0.45,0.75
Jozabed,es ESP,MF,Celta Vigo,25,1991,19,12,1 092,12.janv,2,2,4,2,0,0,2,0,0.16,0.16,0.33,0.16,0.33
Juanfran,es ESP,DF FW,La Coruña,27,1988,34,34,2 956,32.8,0,6,6,0,0,0,3,1,0.00,0.18,0.18,0.00,0.18
Juanfran,es ESP,DF MF,Atlético Madrid,31,1985,23,21,1 979,22.0,0,2,2,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09
Juankar,es ESP,DF FW,Málaga,26,1990,28,23,2 06,22.sept,2,4,6,2,0,0,8,1,0.09,0.17,0.26,0.09,0.26
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Juanmi,es ESP,FW MF,Real Sociedad,23,1993,35,19,1 808,20.janv,11,0,11,11,0,0,7,1,0.55,0.00,0.55,0.55,0.55
Juanpi,ve VEN,FW MF,Málaga,22,1994,22,16,1 472,16.avr,2,0,2,2,0,0,5,1,0.12,0.00,0.12,0.12,0.12
David Juncà,es ESP,DF,Eibar,22,1993,9,7,685,07.juin,0,2,2,0,0,0,1,0,0.00,0.26,0.26,0.00,0.26
Gaël Kakuta,cd COD,FW MF,La Coruña,25,1991,10,8,538,6.0,2,1,3,2,0,0,0,0,0.33,0.17,0.50,0.33,0.50
Carlos Kameni,cm CMR,GK,Málaga,32,1984,35,35,3 15,35.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Aleksandar Katai,rs SRB,FW MF,Alavés,25,1991,20,8,775,08.juin,3,3,6,3,0,0,3,1,0.35,0.35,0.70,0.35,0.70
Keko,es ESP,FW MF,Málaga,24,1991,22,13,1 051,11.juil,0,3,3,0,0,0,6,0,0.00,0.26,0.26,0.00,0.26
Kiké,es ESP,FW,Eibar,26,1989,24,18,1 531,17.0,7,1,8,7,0,0,8,0,0.41,0.06,0.47,0.41,0.47
Hiroshi Kiyotake,jp JPN,FW MF,Sevilla,26,1989,4,3,285,03.févr,1,2,3,1,0,0,0,0,0.32,0.63,0.95,0.32,0.95
Kenan Kodro,ba BIH,FW,Osasuna,22,1993,28,17,1 469,16.mars,7,1,8,7,0,0,4,0,0.43,0.06,0.49,0.43,0.49
Koke,es ESP,MF,Atlético Madrid,24,1992,36,36,3 168,35.2,4,8,12,4,0,0,7,1,0.11,0.23,0.34,0.11,0.34
Timothée Kolodziejczak,fr FRA,DF,Sevilla,24,1991,5,3,330,03.juil,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Bakary Koné,bf BFA,DF,Málaga,28,1988,7,7,601,06.juil,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00
Mamadou Koné,ci CIV,FW,Leganés,24,1991,5,1,173,01.sept,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Panagiotis Kone,gr GRE,MF,Granada,29,1987,2,0,44,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Mateo Kovačić,hr CRO,MF,Real Madrid,22,1994,27,19,1 778,19.août,1,3,4,1,0,0,2,0,0.05,0.15,0.20,0.05,0.20
Matías Kranevitter,ar ARG,MF,Sevilla,23,1993,21,14,1 285,14.mars,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
Artem Kravets,ua UKR,FW,Granada,27,1989,26,16,1 376,15.mars,5,2,7,5,0,0,2,0,0.33,0.13,0.46,0.33,0.46
Rene Krhin,si SVN,FW MF,Granada,26,1990,12,11,934,10.avr,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Michael Krohn-Dehli,dk DEN,FW MF,Sevilla,33,1983,2,2,170,01.sept,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Toni Kroos,de GER,MF,Real Madrid,26,1990,29,28,2 497,27.juil,3,11,14,3,0,0,6,0,0.11,0.40,0.50,0.11,0.50
Nenad Krstičić,rs SRB,MF,Alavés,26,1990,14,9,745,08.mars,2,0,2,2,0,0,3,0,0.24,0.00,0.24,0.24,0.24
Zdravko Kuzmanović,rs SRB,MF,Málaga,28,1987,4,3,214,02.avr,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Víctor Laguardia,es ESP,DF,Alavés,26,1989,26,24,2 149,23.sept,2,1,3,2,0,0,6,0,0.08,0.04,0.13,0.08,0.13
Aymeric Laporte,es ESP,DF,Athletic Club,22,1994,33,33,2 864,31.août,2,0,2,2,0,0,10,0,0.06,0.00,0.06,0.06,0.06
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Miguel de las Cuevas,es ESP,MF,Osasuna,30,1986,28,20,1 796,20.0,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05
Toni Lato,es ESP,DF,Valencia,18,1997,8,4,483,05.avr,0,1,1,0,0,0,2,0,0.00,0.19,0.19,0.00,0.19
Laure,es ESP,DF,La Coruña,31,1985,7,4,427,04.juil,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
Florian Lejeune,fr FRA,DF MF,Eibar,25,1991,34,33,2 97,33.0,1,1,2,1,0,0,7,1,0.03,0.03,0.06,0.03,0.06
Iñigo Lekue,es ESP,DF MF,Athletic Club,23,1993,25,17,1 575,17.mai,2,1,3,2,0,0,1,0,0.11,0.06,0.17,0.11,0.17
Álvaro Lemos,es ESP,DF MF,Celta Vigo,23,1993,5,5,438,04.sept,1,0,1,1,0,0,2,0,0.21,0.00,0.21,0.21,0.21
Mauricio Lemos,uy URU,DF,Las Palmas,20,1995,23,21,1 852,20.juin,5,0,5,5,0,0,6,0,0.24,0.00,0.24,0.24,0.24
Clément Lenglet,fr FRA,DF,Sevilla,21,1995,17,15,1 358,15.janv,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Pedro León,es ESP,FW MF,Eibar,29,1986,37,34,3 004,33.4,10,5,15,9,1,3,6,0,0.30,0.15,0.45,0.27,0.42
Sergio León,es ESP,FW,Osasuna,27,1989,33,27,2 393,26.juin,10,0,10,9,1,1,4,0,0.38,0.00,0.38,0.34,0.34
Lillo,es ESP,DF,Sporting Gijón,27,1989,25,24,2 136,23.juil,0,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00
Marko Livaja,hr CRO,FW MF,Las Palmas,22,1993,25,16,1 444,16.0,5,3,8,5,0,0,12,1,0.31,0.19,0.50,0.31,0.50
Raúl Lizoain,es ESP,GK,Las Palmas,25,1991,13,13,1 17,13.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Diego Llorente,es ESP,DF,Málaga,22,1993,25,23,2 028,22.mai,2,0,2,2,0,0,2,1,0.09,0.00,0.09,0.09,0.09
Marcos Llorente,es ESP,DF FW,Alavés,21,1995,32,31,2 806,31.2,0,2,2,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06
Raoul Loé,cm CMR,MF,Osasuna,27,1989,7,6,570,06.mars,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
David Lombán,es ESP,DF,Granada,29,1987,21,20,1 841,20.mai,2,0,2,2,0,0,6,0,0.10,0.00,0.10,0.10,0.10
Hélder Lopes,pt POR,DF MF,Las Palmas,27,1989,15,13,1 224,13.juin,0,1,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07
Adrián López,es ESP,FW,Villarreal,28,1988,15,7,677,07.mai,2,1,3,2,0,0,0,0,0.27,0.13,0.40,0.27,0.40
David López,es ESP,DF MF,Espanyol,26,1989,36,36,3 24,36.0,3,2,5,3,0,0,3,0,0.08,0.06,0.14,0.08,0.14
Diego López,es ESP,GK,Espanyol,34,1981,35,35,3 112,34.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Isma López,es ESP,DF FW,Sporting Gijón,26,1990,27,19,1 732,19.févr,0,3,3,0,0,1,5,0,0.00,0.16,0.16,0.00,0.16
Javi López,es ESP,DF MF,Espanyol,30,1986,19,17,1 522,16.sept,0,1,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06
Unai López,es ESP,MF,Leganés,20,1995,23,12,1 167,13.0,2,0,2,2,0,0,2,0,0.15,0.00,0.15,0.15,0.15
Alberto Lora,es ESP,DF MF,Sporting Gijón,29,1987,7,4,378,04.févr,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Luciano,br BRA,FW MF,Leganés,23,1993,25,11,1 177,13.janv,4,2,6,3,1,1,3,0,0.31,0.15,0.46,0.23,0.38
Filipe Luís,br BRA,DF,Atlético Madrid,30,1985,34,34,3 006,33.4,3,6,9,3,0,0,5,0,0.09,0.18,0.27,0.09,0.27
José Luis Gayà,es ESP,DF MF,Valencia,21,1995,27,24,2 089,23.févr,1,2,3,1,0,0,4,0,0.04,0.09,0.13,0.04,0.13
Luisinho,pt POR,DF,La Coruña,31,1985,26,20,1 907,21.févr,0,2,2,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09
Antonio Luna,es ESP,DF,Eibar,25,1991,26,24,2 115,23.mai,1,5,6,1,0,0,3,0,0.04,0.21,0.26,0.04,0.26
Germán Lux,ar ARG,GK,La Coruña,34,1982,25,25,2 204,24.mai,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
Darwin Machís,ve VEN,FW MF,Leganés,23,1993,27,10,1 058,11.août,1,3,4,1,0,0,1,0,0.09,0.26,0.34,0.09,0.34
Aly Mallé,ml MLI,FW,Granada,18,1998,11,6,508,05.juin,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Hugo Mallo,es ESP,DF,Celta Vigo,25,1991,23,22,1 988,22.janv,2,1,3,2,0,0,10,1,0.09,0.05,0.14,0.09,0.14
Aïssa Mandi,dz ALG,DF,Betis,24,1991,26,25,2 215,24.juin,2,1,3,2,0,0,4,0,0.08,0.04,0.12,0.08,0.12
Eliaquim Mangala,fr FRA,DF,Valencia,25,1991,30,30,2 644,29.avr,2,0,2,2,0,0,11,1,0.07,0.00,0.07,0.07,0.07
Martín Mantovani,ar ARG,DF,Leganés,32,1984,31,30,2 697,30.0,1,0,1,1,0,0,9,0,0.03,0.00,0.03,0.03,0.03
José Manuel Jurado,es ESP,MF,Espanyol,30,1986,31,27,2 457,27.mars,3,4,7,3,0,0,0,0,0.11,0.15,0.26,0.11,0.26
Marcelo,br BRA,DF MF,Real Madrid,28,1988,30,26,2 279,25.mars,2,10,12,2,0,0,2,0,0.08,0.39,0.47,0.08,0.47
Óscar de Marcos,es ESP,DF FW,Athletic Club,27,1989,27,24,2 15,23.sept,1,4,5,1,0,0,3,0,0.04,0.17,0.21,0.04,0.21
José María Giménez,uy URU,DF,Atlético Madrid,21,1995,17,12,1 013,11.mars,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
Mariano,do DOM,FW,Real Madrid,22,1993,8,0,124,01.avr,1,1,2,1,0,0,0,0,0.73,0.73,janv.45,0.73,janv.45
Mariano,br BRA,DF MF,Sevilla,30,1986,31,29,2 643,29.avr,0,2,2,0,0,0,10,0,0.00,0.07,0.07,0.00,0.07
Adrián Marín,es ESP,DF,Leganés,19,1997,13,11,910,10.janv,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Diego Mariño,es ESP,GK,Sporting Gijón,26,1990,2,2,180,2.0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
Marlon,br BRA,DF MF,Barcelona,20,1995,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Iván Márquez,es ESP,DF,Osasuna,22,1994,4,4,360,4.0,0,1,1,0,0,0,4,0,0.00,0.25,0.25,0.00,0.25
Javi Márquez,es ESP,MF,Granada,30,1986,7,4,399,04.avr,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Aarón Martín,es ESP,DF MF,Espanyol,19,1997,30,28,2 587,28.juil,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
Alberto Martín,es ESP,MF,Leganés,27,1989,16,14,1 189,13.févr,0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Jonas Martin,fr FRA,DF MF,Betis,26,1990,20,15,1 153,12.août,2,0,2,2,0,0,5,0,0.16,0.00,0.16,0.16,0.16
Álex Martínez,es ESP,DF MF,Betis,25,1990,14,11,967,10.juil,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Carlos Martínez,es ESP,DF,Real Sociedad,30,1986,10,10,869,09.juil,0,2,2,0,0,0,2,0,0.00,0.21,0.21,0.00,0.21
Iñigo Martínez,es ESP,DF,Real Sociedad,25,1991,34,34,2 997,33.3,3,2,5,3,0,0,10,1,0.09,0.06,0.15,0.09,0.15
Luís Martins,pt POR,DF,Granada,24,1992,2,1,73,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Javier Mascherano,ar ARG,DF MF,Barcelona,32,1984,25,20,1 921,21.mars,1,3,4,0,1,1,6,0,0.05,0.14,0.19,0.00,0.14
Jérémy Mathieu,fr FRA,DF,Barcelona,32,1983,13,12,1 039,11.mai,1,0,1,1,0,0,0,0,0.09,0.00,0.09,0.09,0.09
Carl Medjani,dz ALG,DF MF,Leganés,31,1985,8,7,595,06.juin,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Álvaro Medrán,es ESP,MF,Valencia,22,1994,16,10,950,10.juin,2,0,2,2,0,0,3,0,0.19,0.00,0.19,0.19,0.19
Óscar Melendo,es ESP,FW MF,Espanyol,18,1997,11,2,307,03.avr,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Tiago Mendes,pt POR,MF,Atlético Madrid,35,1981,12,5,452,5.0,1,0,1,1,0,0,2,0,0.20,0.00,0.20,0.20,0.20
Édgar Méndez,es ESP,FW MF,Alavés,26,1990,27,18,1 612,17.sept,4,1,5,3,1,1,6,0,0.22,0.06,0.28,0.17,0.22
Gabriel Mercado,ar ARG,DF,Sevilla,29,1987,29,26,2 184,24.mars,3,1,4,3,0,0,10,0,0.12,0.04,0.16,0.12,0.16
Jorge Meré,es ESP,DF,Sporting Gijón,19,1997,31,31,2 773,30.août,0,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00
Fran Mérida,es ESP,MF,Osasuna,26,1990,15,9,812,9.0,1,0,1,1,0,0,5,0,0.11,0.00,0.11,0.11,0.11
Sabin Merino,es ESP,FW MF,Athletic Club,24,1992,13,5,440,04.sept,1,2,3,1,0,0,2,0,0.20,0.41,0.61,0.20,0.61
Roque Mesa,es ESP,MF,Las Palmas,27,1989,35,34,3 033,33.7,1,2,3,1,0,0,14,0,0.03,0.06,0.09,0.03,0.09
Lionel Messi,ar ARG,FW MF,Barcelona,29,1987,34,32,2 83,31.4,37,9,46,31,6,7,6,0,janv.18,0.29,janv.46,0.99,janv.27
