Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Sergio Akieme,es ESP,DF,Reims,25,1997,13,8,818,09.janv,2,0,2,2,0,0,2,0,01.avr,01.avr,0.4,01.août,20,20,34,0.22,0.00,0.22,0.22,0.22,0.16,0.04,0.20,0.16,0.20
Maghnes Akliouche,fr FRA,MF FW,Monaco,21,2002,28,18,1 613,17.sept,7,4,11,7,0,0,5,0,05.avr,05.avr,03.mai,08.sept,46,93,135,0.39,0.22,0.61,0.39,0.61,0.30,0.19,0.49,0.30,0.49
Paul Akouokou,ci CIV,MF,Lyon,25,1997,8,4,307,03.avr,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,13,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Aboubacar Ali,km COM,MF FW,Strasbourg,17,2006,9,1,130,01.avr,0,1,1,0,0,0,0,0,0.2,0.2,0.1,0.3,3,3,12,0.00,0.69,0.69,0.00,0.69,0.17,0.05,0.22,0.17,0.22
Mohamed Ali Cho,fr FRA,FW,Nice,19,2004,17,11,861,09.juin,1,2,3,1,0,0,2,0,01.janv,01.janv,2.0,03.janv,48,25,77,0.10,0.21,0.31,0.10,0.31,0.12,0.21,0.32,0.12,0.32
Nabil Alioui,fr FRA,MF FW,Le Havre,24,1999,18,12,1 009,11.févr,4,1,5,4,0,0,1,0,02.avr,02.avr,02.févr,04.juin,22,43,72,0.36,0.09,0.45,0.36,0.45,0.21,0.19,0.41,0.21,0.41
Jim Allevinah,ga GAB,MF DF,Clermont Foot,28,1995,29,22,1 861,20.juil,2,1,3,2,0,0,1,0,02.juin,02.juin,01.févr,03.août,87,52,120,0.10,0.05,0.15,0.10,0.15,0.12,0.06,0.18,0.12,0.18
Skelly Alvero,fr FRA,MF,Lyon,21,2002,8,6,426,04.juil,1,0,1,1,0,0,2,0,0.4,0.4,0.0,0.4,3,27,13,0.21,0.00,0.21,0.21,0.21,0.09,0.00,0.09,0.09,0.09
Papa Amadou Diallo,sn SEN,FW,Metz,19,2004,16,9,889,09.sept,2,1,3,2,0,0,1,0,02.juin,02.juin,0.9,03.mai,25,30,65,0.20,0.10,0.30,0.20,0.30,0.26,0.09,0.35,0.26,0.35
Jordan Amavi,fr FRA,DF,Brest,29,1994,2,1,91,1.0,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,0,2,1,0.99,0.00,0.99,0.99,0.99,0.10,0.00,0.10,0.10,0.10
Kelvin Amian,fr FRA,DF,Nantes,25,1998,12,11,798,08.sept,0,1,1,0,0,0,2,0,0.1,0.1,0.6,0.6,12,28,21,0.00,0.11,0.11,0.00,0.11,0.01,0.07,0.07,0.01,0.07
Michael Amir Murillo,pa PAN,DF,Marseille,27,1996,16,10,997,11.janv,3,2,5,3,0,0,3,0,0.8,0.8,01.févr,2.0,6,35,52,0.27,0.18,0.45,0.27,0.45,0.07,0.11,0.18,0.07,0.18
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Benjamin André,fr FRA,MF,Lille,32,1990,30,29,2 57,28.juin,4,0,4,4,0,0,8,0,02.juin,02.juin,01.mars,03.sept,19,180,37,0.14,0.00,0.14,0.14,0.14,0.09,0.05,0.14,0.09,0.14
Komnen Andrić,rs SRB,FW,Clermont Foot,28,1995,7,1,169,01.sept,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0,5,24,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.12,0.03,0.12
Ângelo,br BRA,FW MF,Strasbourg,18,2004,21,11,1 094,12.févr,0,3,3,0,0,0,1,0,0.4,0.4,03.mars,03.juil,50,59,110,0.00,0.25,0.25,0.00,0.25,0.04,0.27,0.31,0.04,0.31
Stredair Appuah,fr FRA,FW MF,Nantes,19,2004,4,0,84,0.9,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,3,0,2,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.46,0.46,0.46
Yoël Armougom,fr FRA,DF MF,Clermont Foot,25,1998,5,2,234,02.juin,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,6,12,25,0.00,0.00,0.00,0.00,0.00,0.01,0.11,0.12,0.01,0.12
Hákon Arnar Haraldsson,is ISL,FW MF,Lille,20,2003,26,15,1 284,14.mars,2,0,2,2,0,0,5,0,0.8,0.8,01.mai,02.févr,25,48,90,0.14,0.00,0.14,0.14,0.14,0.05,0.10,0.16,0.05,0.16
Mohamed El Arouch,fr FRA,FW,Lyon,19,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marco Asensio,es ESP,MF FW,Paris S-G,27,1996,19,13,1 113,12.avr,4,5,9,4,0,0,0,0,03.févr,03.févr,05.août,9.0,36,71,92,0.32,0.40,0.73,0.32,0.73,0.26,0.47,0.73,0.26,0.73
Joel Asoro,se SWE,FW MF,Metz,24,1999,20,10,848,09.avr,2,1,3,2,0,0,2,0,0.6,0.6,0.3,0.9,14,16,43,0.21,0.11,0.32,0.21,0.32,0.06,0.03,0.09,0.06,0.09
Lorenz Assignon,tg TOG,DF,Rennes,23,2000,14,12,1 011,11.févr,1,1,2,1,0,0,4,0,0.4,0.4,01.août,02.févr,28,51,67,0.09,0.09,0.18,0.09,0.18,0.04,0.16,0.20,0.04,0.20
Youcef Atal,dz ALG,DF,Nice,27,1996,6,5,359,4.0,1,0,1,1,0,0,2,0,0.1,0.1,0.8,0.9,9,15,5,0.25,0.00,0.25,0.25,0.25,0.03,0.20,0.24,0.03,0.24
Valentin Atangana Edoa,fr FRA,MF,Reims,17,2005,15,7,555,06.févr,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,10,21,17,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10
Arthur Atta,fr FRA,MF FW,Metz,20,2003,21,10,924,10.mars,1,2,3,1,0,0,0,0,0.6,0.6,01.mars,01.sept,16,48,22,0.10,0.19,0.29,0.10,0.29,0.06,0.13,0.18,0.06,0.18
Pierre-Emerick Aubameyang,ga GAB,FW,Marseille,34,1989,34,30,2 622,29.janv,17,8,25,13,4,4,4,0,20.mai,17.mars,05.juin,23.0,68,58,235,0.58,0.27,0.86,0.45,0.72,0.70,0.19,0.90,0.59,0.79
André Ayew,gh GHA,FW,Le Havre,33,1989,19,12,1 104,12.mars,5,0,5,5,0,0,2,1,03.janv,03.janv,0.8,03.sept,14,23,65,0.41,0.00,0.41,0.41,0.41,0.25,0.07,0.32,0.25,0.32
Neil El Aynaoui,ma MAR,MF,Lens,22,2001,25,17,1 566,17.avr,1,2,3,1,0,0,1,0,02.avr,02.avr,0.8,03.févr,25,59,44,0.06,0.11,0.17,0.06,0.17,0.14,0.05,0.19,0.14,0.19
Abdellah Baallal,ma MAR,MF,Clermont Foot,18,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Shavy Babicka,ga GAB,FW MF,Toulouse,23,2000,12,4,373,04.janv,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,17,8,64,0.24,0.00,0.24,0.24,0.24,0.14,0.03,0.17,0.14,0.17
Aliou Badara Baldé,gn GUI,FW DF,Nice,20,2002,7,0,69,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,2,8,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17
Tiemoué Bakayoko,fr FRA,MF,Lorient,28,1994,20,15,1 314,14.juin,2,1,3,2,0,0,5,0,01.juil,01.juil,0.5,02.mars,14,54,15,0.14,0.07,0.21,0.14,0.21,0.12,0.04,0.16,0.12,0.16
Dilane Bakwa,fr FRA,FW MF,Strasbourg,20,2002,31,25,2 177,24.févr,3,6,9,3,0,0,4,1,03.févr,03.févr,06.mars,09.avr,95,92,204,0.12,0.25,0.37,0.12,0.37,0.13,0.26,0.39,0.13,0.39
Carlos Baleba,cm CMR,MF,Lille,19,2004,2,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
Leonardo Balerdi,ar ARG,DF,Marseille,24,1999,27,26,2 271,25.févr,2,0,2,2,0,0,6,1,0.9,0.9,0.2,1.0,19,122,6,0.08,0.00,0.08,0.08,0.08,0.03,0.01,0.04,0.03,0.04
Folarin Balogun,us USA,FW,Monaco,22,2001,29,19,1 692,18.août,7,5,12,7,0,3,1,0,11.0,08.mai,03.mars,11.août,35,30,199,0.37,0.27,0.64,0.37,0.64,0.59,0.18,0.76,0.45,0.63
Mohamed Bamba,ci CIV,FW,Lorient,21,2001,16,14,1 138,12.juin,8,3,11,7,1,1,3,0,06.avr,05.juin,02.janv,07.juil,25,16,69,0.63,0.24,0.87,0.55,0.79,0.51,0.16,0.67,0.45,0.61
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Mamady Bangré,bf BFA,FW MF,Toulouse,22,2001,8,0,101,01.janv,0,1,1,0,0,0,2,0,0.1,0.1,0.7,0.8,10,9,12,0.00,0.89,0.89,0.00,0.89,0.12,0.59,0.71,0.12,0.71
Bradley Barcola,fr FRA,FW,Lyon,20,2002,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,11,9,31,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.12,0.02,0.12
Bradley Barcola,fr FRA,FW MF,Paris S-G,20,2002,25,18,1 37,15.févr,4,7,11,4,0,0,3,1,04.mai,04.mai,05.févr,09.août,93,56,217,0.26,0.46,0.72,0.26,0.72,0.30,0.34,0.64,0.30,0.64
Melvin Bard,fr FRA,DF,Nice,22,2000,32,31,2 654,29.mai,1,2,3,1,0,0,7,1,0.5,0.5,02.août,03.avr,60,111,99,0.03,0.07,0.10,0.03,0.10,0.02,0.10,0.11,0.02,0.11
Steven Baseya,fr FRA,DF,Strasbourg,18,2005,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mohamed Bechikh,fr FRA,FW MF,Strasbourg,18,2005,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Yanis Begraoui,ma MAR,FW MF,Toulouse,22,2001,14,3,300,03.mars,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,9,8,30,0.00,0.00,0.00,0.00,0.00,0.12,0.03,0.15,0.12,0.15
Jérémie Bela,ao ANG,MF FW,Clermont Foot,30,1993,12,1,203,02.mars,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,14,10,33,0.00,0.00,0.00,0.00,0.00,0.10,0.05,0.15,0.10,0.15
Reda Belahyane,ma MAR,MF,Nice,19,2004,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alaa Bellaarouch,ma MAR,GK,Strasbourg,21,2002,15,15,1 35,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jean-Ricner Bellegarde,ht HAI,MF FW,Strasbourg,25,1998,3,3,269,3.0,2,2,4,2,0,0,2,0,0.6,0.6,01.mai,02.janv,9,11,10,0.67,0.67,janv.34,0.67,janv.34,0.19,0.51,0.69,0.19,0.69
Jeanuël Belocian,fr FRA,DF,Rennes,18,2005,23,16,1 448,16.janv,0,1,1,0,0,0,0,0,0.5,0.5,0.4,0.9,16,60,37,0.00,0.06,0.06,0.00,0.06,0.03,0.02,0.06,0.03,0.06
Eliesse Ben Seghir,ma MAR,MF FW,Monaco,18,2005,13,4,428,04.août,2,1,3,2,0,0,0,1,0.8,0.8,0.5,01.mars,26,21,56,0.42,0.21,0.63,0.42,0.63,0.17,0.10,0.27,0.17,0.27
Wissam Ben Yedder,fr FRA,FW,Monaco,32,1990,32,26,2 316,25.juil,16,2,18,15,1,1,2,0,12.avr,11.juin,04.mars,15.sept,52,96,229,0.62,0.08,0.70,0.58,0.66,0.48,0.17,0.65,0.45,0.62
Saïd Benrahma,dz ALG,FW MF,Lyon,27,1995,12,10,770,08.juin,3,3,6,3,0,0,2,0,01.juin,01.juin,03.juin,05.févr,46,34,113,0.35,0.35,0.70,0.35,0.70,0.19,0.42,0.61,0.19,0.61
Nabil Bentaleb,dz ALG,MF,Lille,28,1994,26,23,1 967,21.sept,0,3,3,0,0,0,7,0,0.4,0.4,0.9,01.févr,11,136,17,0.00,0.14,0.14,0.00,0.14,0.02,0.04,0.06,0.02,0.06
Lucas Beraldo,br BRA,DF,Paris S-G,19,2003,13,12,1 008,11.févr,1,0,1,1,0,0,4,1,1.0,1.0,0.2,01.févr,7,44,2,0.09,0.00,0.09,0.09,0.09,0.09,0.02,0.11,0.09,0.11
Dimitry Bertaud,cd COD,GK,Montpellier,25,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marco Bizot,nl NED,GK,Brest,32,1991,32,32,2 876,32.0,0,0,0,0,0,0,3,1,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rubén Blanco,es ESP,GK,Marseille,28,1995,2,1,121,01.mars,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ludovic Blas,fr FRA,FW MF,Rennes,25,1997,29,18,1 563,17.avr,4,1,5,3,1,2,3,0,04.juil,03.janv,01.juil,04.août,46,59,157,0.23,0.06,0.29,0.17,0.23,0.27,0.10,0.37,0.18,0.27
Myron Boadu,nl NED,FW,Monaco,22,2001,9,0,85,0.9,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,3,1,9,01.juin,0.00,01.juin,01.juin,01.juin,0.46,0.00,0.46,0.46,0.46
Jeremie Boga,ci CIV,FW,Nice,26,1997,28,24,1 998,22.févr,6,6,12,6,0,0,1,0,04.mars,04.mars,04.févr,08.mai,107,64,170,0.27,0.27,0.54,0.27,0.54,0.19,0.19,0.38,0.19,0.38
Adama Bojang,gm GAM,FW,Reims,19,2004,9,0,83,0.9,0,0,0,0,0,0,1,0,01.mars,01.mars,0.0,01.mars,2,1,8,0.00,0.00,0.00,0.00,0.00,janv.38,0.05,janv.43,janv.38,janv.43
Neto Borges,br BRA,DF,Clermont Foot,26,1996,28,28,2 516,28.0,0,1,1,0,0,0,3,1,0.5,0.5,02.août,03.avr,58,88,165,0.00,0.04,0.04,0.00,0.04,0.02,0.10,0.12,0.02,0.12
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Saïmon Bouabré,fr FRA,MF,Monaco,17,2006,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ayyoub Bouaddi,fr FRA,MF,Lille,15,2007,9,1,131,01.mai,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,1,12,2,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Badredine Bouanani,dz ALG,FW,Nice,18,2004,7,1,161,01.août,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,10,2,24,0.00,0.00,0.00,0.00,0.00,0.12,0.26,0.37,0.12,0.37
Badredine Bouanani,dz ALG,MF,Lorient,18,2004,11,4,443,04.sept,1,0,1,1,0,0,0,0,01.avr,01.avr,0.9,02.mars,30,32,27,0.20,0.00,0.20,0.20,0.20,0.28,0.18,0.46,0.28,0.46
Mohamed Bouchenna,fr FRA,MF FW,Clermont Foot,17,2006,2,0,29,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,0,1,3,0.00,0.00,0.00,0.00,0.00,0.19,0.65,0.85,0.19,0.85
Hicham Boudaoui,dz ALG,MF,Nice,23,1999,29,17,1 613,17.sept,2,0,2,2,0,0,5,0,03.mars,03.mars,01.août,05.janv,28,78,58,0.11,0.00,0.11,0.11,0.11,0.19,0.10,0.29,0.19,0.29
Benjamin Bourigeaud,fr FRA,MF FW,Rennes,29,1994,32,29,2 425,26.sept,9,6,15,2,7,7,1,0,09.sept,04.avr,06.juil,11.janv,27,178,139,0.33,0.22,0.56,0.07,0.30,0.37,0.25,0.62,0.16,0.41
Bilal Boutobba,fr FRA,FW MF,Clermont Foot,24,1998,27,10,926,10.mars,1,1,2,1,0,0,1,0,2.0,2.0,01.juil,03.juil,38,43,86,0.10,0.10,0.19,0.10,0.19,0.20,0.17,0.36,0.20,0.36
Hugo Boutsingkham,fr FRA,MF FW,Nantes,20,2003,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Bilal Brahimi,dz ALG,FW,Nice,23,2000,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,0,6,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.58,0.00,0.58
Bilal Brahimi,dz ALG,FW MF,Brest,23,2000,18,1,221,02.mai,0,0,0,0,0,0,1,1,0.1,0.1,0.3,0.4,15,9,39,0.00,0.00,0.00,0.00,0.00,0.04,0.10,0.15,0.04,0.15
Lilian Brassier,fr FRA,DF,Brest,23,1999,30,30,2 677,29.juil,3,0,3,3,0,0,11,1,01.janv,01.janv,0.6,01.juin,20,121,5,0.10,0.00,0.10,0.10,0.10,0.04,0.02,0.06,0.04,0.06
Maxime Busi,be BEL,FW DF,Reims,23,1999,5,1,162,01.août,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,3,3,12,0.00,0.00,0.00,0.00,0.00,0.10,0.11,0.21,0.10,0.21
Marcin Bułka,pl POL,GK,Nice,23,1999,34,34,3 06,34.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rémy Cabella,fr FRA,FW MF,Lille,33,1990,30,14,1 477,16.avr,2,2,4,2,0,0,0,0,05.févr,05.févr,03.mars,08.mai,72,106,160,0.12,0.12,0.24,0.12,0.24,0.32,0.20,0.52,0.32,0.52
Duje Ćaleta-Car,hr CRO,DF,Lyon,26,1996,24,22,1 993,22.janv,0,0,0,0,0,0,2,1,0.5,0.5,1.0,01.mai,5,61,1,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07
Lamine Camara,sn SEN,MF,Metz,19,2004,31,26,2 255,25.janv,1,4,5,1,0,1,3,0,02.févr,01.avr,03.mars,04.juil,23,97,69,0.04,0.16,0.20,0.04,0.20,0.09,0.13,0.22,0.06,0.19
Mahdi Camara,fr FRA,MF,Brest,25,1998,32,26,2 02,22.avr,7,3,10,6,1,1,7,0,04.sept,04.janv,03.janv,07.janv,37,81,129,0.31,0.13,0.45,0.27,0.40,0.22,0.14,0.35,0.18,0.32
Mohamed Camara,ml MLI,MF,Monaco,23,2000,20,14,1 035,11.mai,1,2,3,0,1,1,4,0,01.mai,0.7,0.6,01.mars,14,76,22,0.09,0.17,0.26,0.00,0.17,0.13,0.06,0.18,0.06,0.11
Axel Camblan,fr FRA,FW,Brest,19,2003,7,0,90,1.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.3,5,1,8,0.00,0.00,0.00,0.00,0.00,0.25,0.05,0.29,0.25,0.29
Fali Candé,gw GNB,DF,Metz,25,1998,25,20,1 849,20.mai,0,1,1,0,0,0,4,0,0.8,0.8,0.5,01.mars,4,38,3,0.00,0.05,0.05,0.00,0.05,0.04,0.02,0.06,0.04,0.06
Gino Caoki,fr FRA,MF,Lorient,19,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Maxence Caqueret,fr FRA,MF,Lyon,23,2000,34,34,3 022,33.6,1,3,4,1,0,0,1,0,02.janv,02.janv,6.0,08.janv,70,286,96,0.03,0.09,0.12,0.03,0.12,0.06,0.18,0.24,0.06,0.24
Igor Carioca,br BRA,DF MF,Lorient,26,1996,5,2,262,02.sept,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,6,8,16,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.10,0.01,0.10
Antonin Cartillier,fr FRA,DF,Monaco,19,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Josué Casimir,ht HAI,FW DF,Le Havre,21,2001,30,25,2 016,22.avr,0,5,5,0,0,0,6,0,01.sept,01.sept,04.mars,06.mars,59,62,138,0.00,0.22,0.22,0.00,0.22,0.09,0.19,0.28,0.09,0.28
Cristian Cásseres Jr.,ve VEN,MF,Toulouse,23,2000,32,23,1 946,21.juin,1,3,4,1,0,0,1,0,01.janv,01.janv,01.juil,02.août,14,87,52,0.05,0.14,0.18,0.05,0.18,0.05,0.08,0.13,0.05,0.13
Jean-Charles Castelletto,cm CMR,DF,Nantes,28,1995,28,28,2 464,27.avr,2,0,2,2,0,0,5,0,0.6,0.6,0.8,01.avr,24,100,31,0.07,0.00,0.07,0.07,0.07,0.02,0.03,0.05,0.02,0.05
Maximiliano Caufriez,be BEL,DF,Clermont Foot,26,1997,20,20,1 659,18.avr,0,1,1,0,0,0,6,3,0.4,0.4,0.2,0.6,24,61,11,0.00,0.05,0.05,0.00,0.05,0.02,0.01,0.03,0.02,0.03
Ivan Cavaleiro,pt POR,FW,Lille,29,1993,17,9,770,08.juin,1,1,2,1,0,0,1,0,01.mars,01.mars,01.févr,02.mai,18,23,77,0.12,0.12,0.23,0.12,0.23,0.15,0.15,0.29,0.15,0.29
Fabien Centonze,fr FRA,DF,Nantes,27,1996,3,1,94,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Fares Chaïbi,dz ALG,FW MF,Toulouse,20,2002,2,0,58,0.6,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,2,5,12,0.00,janv.55,janv.55,0.00,janv.55,0.00,0.29,0.29,0.00,0.29
Muhammed Cham,at AUT,MF FW,Clermont Foot,22,2000,33,29,2 554,28.avr,8,4,12,4,4,5,4,0,09.avr,05.mai,03.janv,08.juil,71,161,142,0.28,0.14,0.42,0.14,0.28,0.33,0.11,0.44,0.19,0.31
