Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Tongo Doumbia,ml MLI,MF,Toulouse,26,1989,10,5,476,05.mars,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Julian Draxler,de GER,FW MF,Paris S-G,22,1993,17,12,1 012,11.févr,4,1,5,4,0,0,2,0,0.36,0.09,0.44,0.36,0.44
Matthieu Dreyer,fr FRA,GK,Caen,27,1989,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Leo Dubois,fr FRA,DF MF,Nantes,21,1994,36,35,3 133,34.8,0,6,6,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17
Maxime Dupé,fr FRA,GK,Nantes,23,1993,16,16,1 44,16.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Jimmy Durmaz,se SWE,MF,Toulouse,27,1989,27,17,1 52,16.sept,2,1,3,2,0,0,5,0,0.12,0.06,0.18,0.12,0.18
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Éder,pt POR,FW,Lille,28,1987,31,28,2 47,27.avr,6,5,11,5,1,2,3,0,0.22,0.18,0.40,0.18,0.36
Odsonne Édouard,fr FRA,FW,Toulouse,18,1998,16,4,572,06.avr,1,0,1,1,0,0,0,0,0.16,0.00,0.16,0.16,0.16
Vincent Enyeama,ng NGA,GK,Lille,33,1982,32,32,2 854,31.juil,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Kermit Erasmus,za RSA,FW MF,Rennes,26,1990,8,1,169,01.sept,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Mevlüt Erdinç,tr TUR,FW,Metz,29,1987,24,15,1 405,15.juin,6,1,7,3,3,4,1,0,0.38,0.06,0.45,0.19,0.26
Patrice Evra,fr FRA,DF,Marseille,35,1981,11,11,868,09.juin,1,0,1,1,0,0,3,0,0.10,0.00,0.10,0.10,0.10
Valentin Eysseric,fr FRA,FW MF,Nice,24,1992,29,23,2 076,23.janv,4,7,11,4,0,0,4,0,0.17,0.30,0.48,0.17,0.48
Fabinho,br BRA,DF MF,Monaco,22,1993,37,33,3 073,34.1,9,1,10,2,7,7,8,0,0.26,0.03,0.29,0.06,0.09
Radamel Falcao,co COL,FW,Monaco,30,1986,29,22,1 927,21.avr,21,4,25,17,4,4,2,0,0.98,0.19,janv.17,0.79,0.98
Simon Falette,gn GUI,DF,Metz,24,1992,35,35,3 089,34.3,3,1,4,3,0,0,7,0,0.09,0.03,0.12,0.09,0.12
Rod Fanni,fr FRA,DF,Marseille,34,1981,28,27,2 396,26.juin,1,0,1,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04
Nabil Fekir,fr FRA,FW MF,Lyon,23,1993,32,28,2 209,24.mai,9,5,14,7,2,2,5,1,0.37,0.20,0.57,0.29,0.49
Julien Féret,fr FRA,MF,Caen,34,1982,35,35,3 116,34.6,2,3,5,2,0,0,1,0,0.06,0.09,0.14,0.06,0.14
Gelson Fernandes,ch SUI,MF,Rennes,29,1986,27,21,1 836,20.avr,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00
Jordan Ferri,fr FRA,MF,Lyon,24,1992,28,11,1 052,11.juil,1,2,3,1,0,0,4,0,0.09,0.17,0.26,0.09,0.26
Afonso Figueiredo,pt POR,DF,Rennes,23,1993,5,2,260,02.sept,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Moryké Fofana,ci CIV,FW MF,Lorient,24,1991,7,4,353,03.sept,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Milan Gajić,rs SRB,DF MF,Bordeaux,20,1996,14,11,1 137,12.juin,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
Jordy Gaspar,ao ANG,DF MF,Lyon,19,1997,2,2,172,01.sept,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Johan Gastien,fr FRA,MF,Dijon,28,1988,15,8,889,09.sept,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Romain Genevois,ht HAI,DF,Caen,28,1987,13,10,860,09.juin,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Valère Germain,fr FRA,FW MF,Monaco,26,1990,36,27,2 225,24.juil,10,4,14,10,0,0,0,0,0.40,0.16,0.57,0.40,0.57
Anwar El Ghazi,nl NED,FW MF,Lille,21,1995,12,7,703,07.août,1,0,1,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13
Lamine Ghezali,fr FRA,MF,Saint-Étienne,17,1999,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Rachid Ghezzal,dz ALG,FW MF,Lyon,24,1992,26,15,1 374,15.mars,2,2,4,2,0,0,3,1,0.13,0.13,0.26,0.13,0.26
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Guillaume Gillet,be BEL,DF MF,Nantes,32,1984,38,38,3 366,37.4,3,0,3,3,0,0,5,0,0.08,0.00,0.08,0.08,0.08
Thibault Giresse,fr FRA,MF,Guingamp,35,1981,13,4,433,04.août,1,0,1,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21
Kamil Glik,pl POL,DF MF,Monaco,28,1988,36,36,3 24,36.0,6,2,8,6,0,0,6,0,0.17,0.06,0.22,0.17,0.22
Joris Gnagnon,fr FRA,DF,Rennes,19,1997,27,27,2 327,25.sept,1,0,1,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04
Mauro Goicoechea,uy URU,GK,Toulouse,28,1988,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Bafétimbi Gomis,fr FRA,FW,Marseille,30,1985,31,30,2 599,28.sept,20,4,24,17,3,3,6,0,0.69,0.14,0.83,0.59,0.73
Maxime Gonalons,fr FRA,MF,Lyon,27,1989,30,29,2 518,28.0,1,1,2,1,0,0,7,1,0.04,0.04,0.07,0.04,0.07
Mathieu Gorgelin,fr FRA,GK,Lyon,25,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Yoann Gourcuff,fr FRA,MF,Rennes,30,1986,27,27,2 289,25.avr,4,3,7,4,0,0,3,0,0.16,0.12,0.28,0.16,0.28
Clément Grenier,fr FRA,MF,Lyon,25,1991,4,0,35,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Kamil Grosicki,pl POL,FW MF,Rennes,28,1988,16,9,992,11.0,4,3,7,3,1,2,0,0,0.36,0.27,0.64,0.27,0.54
Gonçalo Guedes,pt POR,FW MF,Paris S-G,19,1996,7,1,143,01.juin,0,1,1,0,0,0,0,0,0.00,0.63,0.63,0.00,0.63
Mattéo Guendouzi,fr FRA,MF,Lorient,17,1999,8,4,420,04.juil,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Diallo Guidileye,mr MTN,MF,Nancy,26,1989,24,18,1 749,19.avr,0,2,2,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10
Frederic Guilbert,fr FRA,DF MF,Bordeaux,21,1994,3,2,223,02.mai,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Frederic Guilbert,fr FRA,DF MF,Caen,21,1994,23,23,2 038,22.juin,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04
Théo Guivarch,fr FRA,GK,Guingamp,20,1995,1,0,50,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Oussama Haddadi,tn TUN,DF MF,Dijon,24,1992,13,12,1 078,12.0,0,2,2,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17
Youssouf Hadji,ma MAR,FW MF,Nancy,36,1980,26,14,1 299,14.avr,0,1,1,0,0,1,1,0,0.00,0.07,0.07,0.00,0.07
Pierre-Yves Hamel,fr FRA,FW,Lorient,22,1994,3,0,36,0.4,1,0,1,1,0,0,0,0,févr.50,0.00,févr.50,févr.50,févr.50
Romain Hamouma,fr FRA,FW MF,Saint-Étienne,29,1987,29,22,1 969,21.sept,7,5,12,5,2,2,2,0,0.32,0.23,0.55,0.23,0.46
Amine Harit,ma MAR,FW MF,Nantes,19,1997,30,23,2 184,24.mars,1,1,2,1,0,0,4,1,0.04,0.04,0.08,0.04,0.08
Gauthier Hein,fr FRA,FW MF,Metz,19,1996,13,6,518,05.août,1,0,1,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17
Dalbert Henrique,br BRA,DF MF,Nice,22,1993,33,33,2 867,31.9,0,2,2,0,0,0,7,0,0.00,0.06,0.06,0.00,0.06
Pedro Henrique,br BRA,FW MF,Rennes,26,1990,13,4,331,03.juil,0,1,1,0,0,0,3,0,0.00,0.27,0.27,0.00,0.27
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Vitorino Hilton,br BRA,DF,Montpellier,38,1977,32,32,2 803,31.janv,1,1,2,1,0,0,2,0,0.03,0.03,0.06,0.03,0.06
Tomáš Hubočan,sk SVK,DF,Marseille,30,1985,13,11,997,11.janv,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Adrien Hunou,fr FRA,FW MF,Rennes,22,1994,22,11,1 139,12.juil,1,0,1,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08
Didier Ibrahim Ndong,ga GAB,DF MF,Lorient,22,1994,2,2,120,01.mars,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
Jordan Ikoko,cd COD,DF,Guingamp,22,1994,27,25,2 324,25.août,0,1,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04
Jonathan Ikone,fr FRA,FW MF,Montpellier,18,1998,14,7,669,07.avr,1,1,2,1,0,0,1,0,0.13,0.13,0.27,0.13,0.27
Jonathan Ikone,fr FRA,FW MF,Paris S-G,18,1998,4,2,138,01.mai,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Jules Iloki,fr FRA,MF,Nantes,24,1992,23,15,1 215,13.mai,1,4,5,1,0,0,2,0,0.07,0.30,0.37,0.07,0.37
Emmanuel Imorou,bj BEN,DF,Caen,27,1988,9,8,699,07.août,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Christophe Jallet,fr FRA,DF,Lyon,32,1983,13,12,1 094,12.févr,1,2,3,1,0,0,0,0,0.08,0.16,0.25,0.08,0.25
Nicolas Janvier,fr FRA,MF,Rennes,17,1998,4,1,93,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Corentin Jean,fr FRA,FW MF,Toulouse,21,1995,16,16,1 258,14.0,1,2,3,1,0,0,1,0,0.07,0.14,0.21,0.07,0.21
Corentin Jean,fr FRA,FW MF,Monaco,21,1995,2,1,101,01.janv,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Benjamin Jeannot,fr FRA,FW,Lorient,24,1992,17,4,520,05.août,0,1,1,0,0,0,0,1,0.00,0.17,0.17,0.00,0.17
Jemerson,br BRA,DF,Monaco,23,1992,34,34,3 058,34.0,2,0,2,2,0,0,9,1,0.06,0.00,0.06,0.06,0.06
Jesé,es ESP,FW MF,Paris S-G,23,1993,9,1,268,3.0,1,0,1,0,1,1,0,0,0.34,0.00,0.34,0.00,0.00
Karl-Johan Johnsson,se SWE,GK,Guingamp,26,1990,37,37,3 28,36.4,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
Jorge,br BRA,DF,Monaco,20,1996,2,1,91,1.0,1,0,1,1,0,0,0,0,0.99,0.00,0.99,0.99,0.99
Jorginho,gw GNB,MF,Saint-Étienne,20,1995,5,3,259,02.sept,1,0,1,1,0,0,2,1,0.35,0.00,0.35,0.35,0.35
Yann Jouffre,fr FRA,MF,Metz,32,1984,20,14,1 283,14.mars,4,2,6,2,2,2,1,0,0.28,0.14,0.42,0.14,0.28
Geoffrey Jourdren,fr FRA,GK,Montpellier,30,1986,13,13,1 17,13.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Vukašin Jovanović,rs SRB,DF,Bordeaux,20,1996,8,8,704,07.août,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Christopher Jullien,fr FRA,DF,Toulouse,23,1993,35,35,3 15,35.0,4,1,5,4,0,0,2,1,0.11,0.03,0.14,0.11,0.14
Alexander Kačaniklić,se SWE,FW MF,Nantes,24,1991,17,7,701,07.août,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Aldo Kalulu,cd COD,FW MF,Rennes,20,1996,10,5,420,04.juil,0,1,1,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Aldo Kalulu,cd COD,FW MF,Lyon,20,1996,4,1,78,0.9,1,0,1,1,0,0,0,0,janv.15,0.00,janv.15,janv.15,janv.15
François Kamano,gn GUI,FW MF,Bordeaux,20,1996,30,17,1 695,18.août,6,5,11,6,0,0,4,0,0.32,0.27,0.58,0.32,0.58
Abdelhamid El Kaoutari,ma MAR,DF,Bastia,26,1990,18,16,1 352,15.0,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00
Yann Karamoh,fr FRA,FW MF,Caen,18,1998,35,25,2 201,24.mai,5,4,9,5,0,0,2,0,0.20,0.16,0.37,0.20,0.37
Benjamin Karamoko,ml MLI,DF,Saint-Étienne,21,1995,1,1,60,0.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Eiji Kawashima,jp JPN,GK,Metz,33,1983,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Abdoulaye Keita,ml MLI,MF,Bastia,22,1994,21,14,1 471,16.mars,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Olivier Kemen,cm CMR,MF,Lyon,20,1996,2,0,60,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Christophe Kerbrat,fr FRA,DF MF,Guingamp,29,1986,35,35,3 134,34.8,0,2,2,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06
Billy Ketkeophomphone,la LAO,FW MF,Angers,26,1990,5,4,292,03.févr,1,0,1,1,0,0,3,1,0.31,0.00,0.31,0.31,0.31
Hamidou Keyta,fr FRA,FW MF,Saint-Étienne,21,1994,4,2,163,01.août,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Saîf-Eddine Khaoui,tn TUN,FW MF,Marseille,21,1995,9,1,149,01.juil,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Isaac Kiese Thelin,se SWE,FW,Bordeaux,24,1992,7,2,238,02.juin,2,0,2,1,1,1,1,0,0.76,0.00,0.76,0.38,0.38
Presnel Kimpembe,fr FRA,DF,Paris S-G,20,1995,19,19,1 71,19.0,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00
Ricardo Kishna,nl NED,FW MF,Lille,21,1995,11,5,504,05.juin,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Erwin Koffi,fr FRA,DF FW,Lorient,21,1995,12,11,997,11.janv,0,1,1,0,0,0,0,0,0.00,0.09,0.09,0.00,0.09
Youssouf Koné,ml MLI,DF,Lille,21,1995,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Anthony Koura,bf BFA,FW,Nancy,23,1993,15,8,766,08.mai,1,0,1,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12
Vincent Koziello,fr FRA,MF,Nice,20,1995,27,19,1 669,18.mai,1,1,2,1,0,0,4,0,0.05,0.05,0.11,0.05,0.11
Grzegorz Krychowiak,pl POL,MF,Paris S-G,26,1990,11,7,659,07.mars,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Layvin Kurzawa,fr FRA,DF,Paris S-G,23,1992,18,18,1 527,17.0,2,2,4,2,0,0,3,0,0.12,0.12,0.24,0.12,0.24
Enock Kwateng,fr FRA,DF,Nantes,19,1997,7,4,430,04.août,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Gaëtan Laborde,fr FRA,FW MF,Bordeaux,22,1994,36,21,2 033,22.juin,6,5,11,6,0,0,3,0,0.27,0.22,0.49,0.27,0.49
Alexandre Lacazette,fr FRA,FW,Lyon,25,1991,30,28,2 405,26.juil,28,3,31,18,10,12,3,0,01.mai,0.11,janv.16,0.67,0.79
Léo Lacroix,ch SUI,DF,Saint-Étienne,24,1992,20,18,1 681,18.juil,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Alban Lafont,ci CIV,GK,Toulouse,17,1999,36,36,3 24,36.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
Ádám Lang,hu HUN,DF,Dijon,23,1993,19,18,1 625,18.janv,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Paul Lasne,fr FRA,MF,Montpellier,27,1989,24,16,1 485,16.mai,3,2,5,3,0,0,1,0,0.18,0.12,0.30,0.18,0.30
Wesley Lautoa,nc NCL,DF MF,Lorient,28,1987,21,18,1 507,16.juil,1,0,1,1,0,0,6,0,0.06,0.00,0.06,0.06,0.06
Mickaël Le Bihan,fr FRA,DF FW,Nice,26,1990,10,2,306,03.avr,3,0,3,3,0,0,0,0,0.88,0.00,0.88,0.88,0.88
Vincent Le Goff,fr FRA,DF,Lorient,26,1989,38,37,3 336,37.1,1,0,1,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03
Maxime Le Marchand,fr FRA,DF MF,Nice,26,1989,10,8,707,07.sept,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
James Lea Siliki,cm CMR,FW MF,Rennes,20,1996,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Jordan Leborgne,gp GLP,MF,Caen,20,1995,6,2,248,02.août,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Jean-Louis Leca,fr FRA,GK,Bastia,30,1985,34,34,3 017,33.5,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00
Benjamin Lecomte,fr FRA,GK,Lorient,25,1991,31,31,2 79,31.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Pierre Lees-Melou,fr FRA,MF,Dijon,23,1993,32,30,2 484,27.juin,7,3,10,7,0,0,3,0,0.25,0.11,0.36,0.25,0.36
Kevin Lejeune,fr FRA,DF MF,Metz,31,1985,14,8,636,07.janv,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Thomas Lemar,fr FRA,MF,Monaco,20,1995,34,28,2 61,29.0,9,11,20,9,0,0,1,0,0.31,0.38,0.69,0.31,0.69
Fabien Lemoine,fr FRA,MF,Saint-Étienne,29,1987,16,9,780,08.juil,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
Clément Lenglet,fr FRA,DF,Nancy,21,1995,18,18,1 62,18.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Ermir Lenjani,al ALB,DF FW,Rennes,26,1989,2,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Benjamin Leroy,fr FRA,GK,Dijon,27,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Alexandre Letellier,fr FRA,GK,Angers,25,1990,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Dorian Lévêque,fr FRA,DF,Guingamp,26,1989,2,2,165,01.août,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Igor Lewczuk,pl POL,DF,Bordeaux,31,1985,25,25,2 113,23.mai,1,0,1,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04
Aaron Leya Iseka,be BEL,FW,Marseille,18,1997,8,3,260,02.sept,0,1,1,0,0,0,0,0,0.00,0.35,0.35,0.00,0.35
Lucas Lima,br BRA,DF,Nantes,24,1991,38,38,3 382,37.6,1,2,3,0,1,2,6,1,0.03,0.05,0.08,0.00,0.05
Alexandre Llovet,fr FRA,FW,Montpellier,18,1997,2,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Giovani Lo Celso,ar ARG,FW MF,Paris S-G,20,1996,4,1,82,0.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Anthony Lopes,pt POR,GK,Lyon,25,1990,37,37,3 33,37.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Rony Lopes,pt POR,FW MF,Lille,20,1995,25,22,1 861,20.juil,4,4,8,4,0,0,2,0,0.19,0.19,0.39,0.19,0.39
Maxime Lopez,fr FRA,MF,Marseille,18,1997,30,26,2 173,24.janv,3,7,10,3,0,0,4,0,0.12,0.29,0.41,0.12,0.41
Jordan Lotiès,fr FRA,DF,Dijon,31,1984,24,23,2 046,22.juil,2,0,2,2,0,0,6,1,0.09,0.00,0.09,0.09,0.09
Jeff Louis,ht HAI,MF,Caen,23,1992,5,3,230,02.juin,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
David Luiz,br BRA,DF MF,Paris S-G,29,1987,3,3,241,02.juil,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Dodi Lukebakio,be BEL,FW MF,Toulouse,18,1997,5,0,92,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Arnaud Lusamba,cd COD,MF,Nice,19,1997,6,3,253,02.août,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Cheikh M'Bengue,sn SEN,DF,Saint-Étienne,28,1988,15,15,1 179,13.janv,0,1,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08
Zinédine Machach,fr FRA,FW MF,Marseille,20,1996,10,4,417,04.juin,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00
Gabriel Magalhães,br BRA,DF,Lille,18,1997,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Hicham Mahou,fr FRA,FW MF,Nice,17,1999,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Habib Maïga,ci CIV,MF,Saint-Étienne,20,1996,5,4,295,03.mars,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Mike Maignan,fr FRA,GK,Lille,21,1995,7,6,566,06.mars,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Anthony Maisonnial,fr FRA,GK,Saint-Étienne,18,1998,2,1,168,01.sept,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Abdul Majeed Waris,gh GHA,FW MF,Lorient,24,1991,35,31,2 84,31.6,9,5,14,8,1,3,5,0,0.29,0.16,0.44,0.25,0.41
Jean-Victor Makengo,fr FRA,MF,Caen,18,1998,17,9,877,09.juil,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Steed Malbranque,fr FRA,MF,Caen,36,1980,13,3,370,04.janv,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Malcom,br BRA,FW MF,Bordeaux,19,1997,37,33,2 728,30.mars,7,4,11,7,0,1,2,0,0.23,0.13,0.36,0.23,0.36
Kévin Malcuit,ma MAR,DF FW,Saint-Étienne,25,1991,25,23,2 092,23.févr,0,2,2,0,0,0,4,2,0.00,0.09,0.09,0.00,0.09
Emanuel Mammana,ar ARG,DF,Lyon,20,1996,17,17,1 514,16.août,1,0,1,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06
Vincent Manceau,fr FRA,DF MF,Angers,27,1989,33,32,2 865,31.août,1,0,1,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03
Christophe Mandanne,fr FRA,FW MF,Nancy,31,1985,20,9,932,10.avr,1,1,2,1,0,0,2,0,0.10,0.10,0.19,0.10,0.19
Georges Mandjeck,cm CMR,DF MF,Metz,27,1988,29,27,2 336,26.0,3,0,3,3,0,0,7,0,0.12,0.00,0.12,0.12,0.12
Alexis Mané,sn SEN,MF,Guingamp,19,1997,4,0,41,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Thomas Mangani,fr FRA,MF,Angers,29,1987,34,33,2 844,31.6,3,6,9,1,2,2,3,0,0.09,0.19,0.28,0.03,0.22
Faitout Maouassa,fr FRA,DF MF,Nancy,18,1998,14,13,1 039,11.mai,3,3,6,3,0,0,5,1,0.26,0.26,0.52,0.26,0.52
Mohamed Mara,gn GUI,FW,Lorient,19,1996,9,7,626,7.0,0,1,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14
Florian Marange,fr FRA,DF,Bastia,30,1986,19,16,1 452,16.janv,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00
Fernando Marçal,br BRA,DF MF,Guingamp,27,1989,31,31,2 688,29.sept,0,6,6,0,0,0,5,1,0.00,0.20,0.20,0.00,0.20
Vincent Marcel,fr FRA,MF,Nice,19,1997,6,3,230,02.juin,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Vincent Marchetti,fr FRA,DF MF,Nancy,19,1997,17,10,977,10.sept,0,1,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09
Jordan Marié,fr FRA,MF,Dijon,24,1991,24,17,1 437,16.0,1,1,2,1,0,0,5,1,0.06,0.06,0.13,0.06,0.13
Marquinhos,br BRA,DF MF,Paris S-G,22,1994,29,27,2 501,27.août,3,0,3,3,0,0,1,0,0.11,0.00,0.11,0.11,0.11
Marvin Martin,fr FRA,MF,Dijon,28,1988,12,4,499,05.mai,0,1,1,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18
Pablo Martinez,fr FRA,DF,Angers,27,1989,9,6,622,06.sept,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Jonathan Martins Pereira,fr FRA,DF,Guingamp,30,1986,13,12,1 01,11.févr,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00
Joris Marveaux,mq MTQ,MF,Montpellier,33,1982,8,4,366,04.janv,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Sylvain Marveaux,fr FRA,FW MF,Lorient,30,1986,24,24,1 907,21.févr,5,7,12,5,0,0,1,0,0.24,0.33,0.57,0.24,0.57
Jean-Philippe Mateta,fr FRA,FW,Lyon,19,1997,2,1,86,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
