Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Boris Mathis,fr FRA,FW,Metz,18,1997,2,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Blaise Matuidi,fr FRA,MF,Paris S-G,29,1987,34,26,2 415,26.août,4,4,8,4,0,0,4,0,0.15,0.15,0.30,0.15,0.30
Rio Mavuba,fr FRA,MF,Lille,32,1984,18,14,1 117,12.avr,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00
Maxwell,br BRA,DF,Paris S-G,34,1981,20,19,1 713,19.0,0,6,6,0,0,0,0,0,0.00,0.32,0.32,0.00,0.32
Youssef Maziz,fr FRA,FW MF,Metz,18,1998,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Kylian Mbappé,fr FRA,FW MF,Monaco,17,1998,29,17,1 498,16.juin,15,7,22,15,0,0,2,0,0.90,0.42,janv.32,0.90,janv.32
Isaac Mbenza,be BEL,FW MF,Montpellier,20,1996,16,12,945,10.mai,3,1,4,3,0,0,0,0,0.29,0.10,0.38,0.29,0.38
Memphis,nl NED,FW MF,Lyon,22,1994,17,13,1 188,13.févr,5,6,11,5,0,0,1,0,0.38,0.45,0.83,0.38,0.83
Pedro Mendes,pt POR,DF,Rennes,25,1990,19,19,1 664,18.mai,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00
Ryan Mendes,cv CPV,FW MF,Lille,26,1990,7,2,236,02.juin,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Alexandre Mendy,gw GNB,FW,Guingamp,22,1994,22,5,814,9.0,3,0,3,3,0,0,2,0,0.33,0.00,0.33,0.33,0.33
Benjamin Mendy,fr FRA,DF,Monaco,22,1994,25,24,2 056,22.août,0,5,5,0,0,0,6,1,0.00,0.22,0.22,0.00,0.22
Hamza Mendyl,ma MAR,DF MF,Lille,18,1997,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Jérémy Ménez,fr FRA,FW MF,Bordeaux,29,1987,26,17,1 472,16.avr,3,3,6,3,0,1,4,1,0.18,0.18,0.37,0.18,0.37
Walid Mesloub,dz ALG,FW MF,Lorient,30,1985,21,11,1 181,13.janv,0,1,1,0,0,0,2,1,0.00,0.08,0.08,0.00,0.08
Thomas Meunier,be BEL,DF MF,Paris S-G,24,1991,22,18,1 695,18.août,1,4,5,1,0,0,3,0,0.05,0.21,0.27,0.05,0.27
Mexer,mz MOZ,DF,Rennes,27,1988,23,20,1 817,20.févr,1,1,2,1,0,0,3,0,0.05,0.05,0.10,0.05,0.10
Mathieu Michel,fr FRA,GK,Angers,24,1991,23,23,2 07,23.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Clément Michelin,fr FRA,DF MF,Toulouse,19,1997,8,6,480,05.mars,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Guido Milán,ar ARG,DF,Metz,29,1987,22,18,1 734,19.mars,1,0,1,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05
Wilfried Moimbé,fr FRA,DF MF,Nantes,27,1988,8,1,174,01.sept,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Florent Mollet,fr FRA,FW MF,Metz,24,1991,25,9,892,09.sept,0,1,1,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10
Cédric Mongongu,cd COD,DF,Montpellier,27,1989,3,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Kévin Monnet-Paquet,fr FRA,FW MF,Saint-Étienne,27,1988,34,27,2 368,26.mars,4,4,8,4,0,0,0,0,0.15,0.15,0.30,0.15,0.30
Steven Moreira,cv CPV,DF MF,Rennes,21,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Steven Moreira,cv CPV,DF MF,Lorient,21,1994,28,28,2 514,27.sept,0,2,2,0,0,0,6,0,0.00,0.07,0.07,0.00,0.07
Jérémy Morel,mg MAD,DF,Lyon,32,1984,29,29,2 541,28.févr,0,4,4,0,0,0,3,0,0.00,0.14,0.14,0.00,0.14
Mehdi Mostefa,dz ALG,DF MF,Bastia,32,1983,31,26,2 339,26.0,0,1,1,0,0,0,9,0,0.00,0.04,0.04,0.00,0.04
Thiago Motta,it ITA,MF,Paris S-G,33,1982,30,25,2 228,24.août,0,1,1,0,0,0,7,1,0.00,0.04,0.04,0.00,0.04
François Moubandje,ch SUI,DF,Toulouse,26,1990,34,34,3 035,33.7,0,1,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03
Benjamin Moukandjo,cm CMR,FW MF,Lorient,27,1988,25,24,1 999,22.févr,13,1,14,10,3,3,1,0,0.59,0.05,0.63,0.45,0.50
Jessy Moulin,fr FRA,GK,Saint-Étienne,30,1986,6,6,460,05.janv,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
Steve Mounié,bj BEN,FW,Montpellier,21,1994,35,32,2 825,31.4,14,2,16,14,0,0,6,1,0.45,0.06,0.51,0.45,0.51
Lucas Moura,br BRA,FW MF,Paris S-G,23,1992,37,29,2 421,26.sept,12,6,18,11,1,1,0,0,0.45,0.22,0.67,0.41,0.63
João Moutinho,pt POR,MF,Monaco,29,1986,31,19,1 778,19.août,2,4,6,2,0,0,0,0,0.10,0.20,0.30,0.10,0.30
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Ndombe Mubele,cd COD,FW MF,Rennes,22,1994,15,13,1 163,12.sept,3,0,3,3,0,0,0,0,0.23,0.00,0.23,0.23,0.23
Nordi Mukiele,fr FRA,DF MF,Montpellier,18,1997,17,16,1 44,16.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Vincent Muratori,fr FRA,DF,Nancy,28,1987,17,17,1 399,15.mai,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00
Yrondu Musavu-King,ga GAB,DF,Toulouse,24,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Arnold Mvuemba,cd COD,FW MF,Lorient,31,1985,32,31,2 776,30.août,1,1,2,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06
Mamadou N'Diaye,sn SEN,DF,Montpellier,21,1995,3,1,88,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Kévin N'Doram,fr FRA,DF MF,Monaco,20,1996,5,3,321,03.juin,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Cheikh N'Doye,sn SEN,MF,Angers,30,1986,33,32,2 912,32.4,5,3,8,5,0,0,5,1,0.15,0.09,0.25,0.15,0.25
Guy N'dy Assembé,cm CMR,GK,Nancy,30,1986,23,23,2 043,22.juil,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Serge N'Guessan,ci CIV,MF,Nancy,22,1994,9,6,560,06.févr,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Clinton N'Jie,cm CMR,FW MF,Marseille,22,1993,22,11,1 026,11.avr,4,1,5,4,0,0,1,0,0.35,0.09,0.44,0.35,0.44
Mickael Nade,fr FRA,DF,Saint-Étienne,17,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Préjuce Nakoulma,bf BFA,FW MF,Nantes,29,1987,11,10,814,9.0,6,1,7,6,0,0,3,0,0.66,0.11,0.77,0.66,0.77
Lenny Nangis,fr FRA,FW MF,Bastia,22,1994,30,12,1 382,15.avr,0,2,2,0,0,0,8,0,0.00,0.13,0.13,0.00,0.13
Axel Ngando,fr FRA,MF,Bastia,23,1993,20,10,907,10.janv,0,1,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10
Exaucé Ngassaki,cg CGO,FW,Caen,19,1997,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Opa Nguette,sn SEN,FW MF,Metz,22,1994,33,26,2 219,24.juil,2,2,4,2,0,0,4,0,0.08,0.08,0.16,0.08,0.16
Casimir Ninga,td CHA,FW MF,Montpellier,23,1993,9,6,514,05.juil,5,2,7,5,0,0,2,0,0.88,0.35,janv.23,0.88,janv.23
Pavle Ninkov,rs SRB,DF,Toulouse,31,1985,9,0,196,02.févr,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Nicolas Nkoulou,cm CMR,DF,Lyon,26,1990,13,13,1 17,13.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Christopher Nkunku,fr FRA,FW MF,Paris S-G,18,1997,8,5,398,04.avr,1,0,1,1,0,0,2,0,0.23,0.00,0.23,0.23,0.23
Arnaud Nordin,fr FRA,FW MF,Saint-Étienne,18,1998,15,5,608,06.août,2,0,2,2,0,0,1,0,0.30,0.00,0.30,0.30,0.30
Paul-Georges Ntep,cm CMR,FW MF,Rennes,24,1992,15,14,1 123,12.mai,2,5,7,2,0,0,1,0,0.16,0.40,0.56,0.16,0.56
Dickson Nwakaeme,ng NGA,FW,Angers,30,1986,6,0,92,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Mounir Obbadi,ma MAR,MF,Nice,33,1983,6,3,304,03.avr,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Mounir Obbadi,ma MAR,MF,Lille,33,1983,5,5,335,03.juil,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
David Oberhauser,fr FRA,GK,Metz,25,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Sérgio Oliveira,pt POR,MF,Nantes,24,1992,6,0,114,01.mars,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Prince Oniangué,cg CGO,DF MF,Bastia,27,1988,14,13,1 115,12.avr,3,0,3,3,0,0,2,0,0.24,0.00,0.24,0.24,0.24
Adam Ounas,dz ALG,FW MF,Bordeaux,19,1996,26,11,1 224,13.juin,3,2,5,2,1,1,5,1,0.22,0.15,0.37,0.15,0.29
Vincent Pajot,fr FRA,MF,Saint-Étienne,25,1990,21,15,1 364,15.févr,3,0,3,3,0,0,2,0,0.20,0.00,0.20,0.20,0.20
Nicolas Pallois,fr FRA,DF,Bordeaux,28,1987,31,31,2 79,31.0,2,1,3,2,0,0,10,2,0.06,0.03,0.10,0.06,0.10
Julian Palmieri,fr FRA,DF MF,Lille,29,1986,22,16,1 523,16.sept,1,2,3,1,0,0,5,1,0.06,0.12,0.18,0.06,0.18
Felipe Pardo,co COL,FW MF,Nantes,25,1990,13,6,585,06.mai,1,1,2,1,0,0,3,0,0.15,0.15,0.31,0.15,0.31
Bryan Passi,cg CGO,DF MF,Montpellier,18,1997,3,1,145,01.juin,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Javier Pastore,ar ARG,MF,Paris S-G,27,1989,15,9,864,09.juin,0,4,4,0,0,0,0,0,0.00,0.42,0.42,0.00,0.42
Mateo Pavlović,ba BIH,DF,Angers,26,1990,12,9,856,09.mai,1,1,2,1,0,0,2,1,0.11,0.11,0.21,0.11,0.21
Dimitri Payet,fr FRA,FW MF,Marseille,29,1987,15,14,1 246,13.août,4,3,7,4,0,0,3,0,0.29,0.22,0.51,0.29,0.51
Benoît Pedretti,fr FRA,MF,Nancy,35,1980,26,21,1 87,20.août,1,2,3,1,0,0,7,1,0.05,0.10,0.14,0.05,0.14
Yohann Pelé,fr FRA,GK,Marseille,33,1982,38,38,3 42,38.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Théo Pellenard,fr FRA,DF,Bordeaux,22,1994,6,5,459,05.janv,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Nicolas Pépé,ci CIV,FW MF,Angers,21,1995,33,11,1 321,14.juil,3,1,4,3,0,0,2,0,0.20,0.07,0.27,0.20,0.27
Ricardo Pereira,pt POR,DF FW,Nice,22,1993,24,23,2 055,22.août,2,4,6,2,0,0,2,0,0.09,0.18,0.26,0.09,0.26
Loïc Perrin,fr FRA,DF MF,Saint-Étienne,30,1985,27,26,2 245,24.sept,4,0,4,4,0,0,1,0,0.16,0.00,0.16,0.16,0.16
Denis Petrić,rs SRB,GK,Angers,28,1988,9,9,810,9.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Mathieu Peybernes,fr FRA,DF,Bastia,25,1990,19,19,1 64,18.févr,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Mathieu Peybernes,fr FRA,DF,Lorient,25,1990,18,18,1 53,17.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
Romain Philippoteaux,fr FRA,FW MF,Lorient,28,1988,30,18,1 557,17.mars,2,1,3,2,0,0,3,0,0.12,0.06,0.17,0.12,0.17
Chris Philipps,lu LUX,DF MF,Metz,22,1994,11,9,815,09.janv,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Jessy Pi,fr FRA,MF,Toulouse,22,1993,15,3,428,04.août,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Ronaël Pierre-Gabriel,fr FRA,DF,Saint-Étienne,18,1998,14,11,963,10.juil,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Laurent Pionnier,fr FRA,GK,Montpellier,34,1982,25,25,2 25,25.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Jaroslav Plašil,cz CZE,MF,Bordeaux,34,1982,37,26,2 4,26.juil,1,4,5,1,0,0,2,0,0.04,0.15,0.19,0.04,0.19
Alassane Pléa,fr FRA,FW MF,Nice,23,1993,25,22,1 84,20.avr,11,2,13,10,1,2,1,0,0.54,0.10,0.64,0.49,0.59
Morgan Poaty,cg CGO,DF FW,Montpellier,19,1997,3,1,51,0.6,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
Florentin Pogba,gn GUI,DF,Saint-Étienne,25,1990,17,16,1 363,15.janv,1,1,2,1,0,0,1,0,0.07,0.07,0.13,0.07,0.13
Lukáš Pokorný,cz CZE,DF,Montpellier,23,1993,13,12,1 089,12.janv,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Pierre-Yves Polomat,fr FRA,DF,Saint-Étienne,22,1993,11,6,645,07.févr,0,1,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14
Maxime Poundjé,fr FRA,DF,Bordeaux,23,1992,7,7,585,06.mai,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Sanjin Prcić,ba BIH,MF,Rennes,22,1993,25,22,1 852,20.juin,1,1,2,1,0,0,4,1,0.05,0.05,0.10,0.05,0.10
Nicolas de Préville,fr FRA,FW MF,Lille,25,1991,30,23,2 059,22.sept,14,5,19,10,4,4,2,0,0.61,0.22,0.83,0.44,0.66
Jérôme Prior,fr FRA,GK,Bordeaux,20,1995,14,14,1 26,14.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Sloan Privat,fr FRA,FW,Guingamp,27,1989,20,12,881,09.août,3,1,4,3,0,0,1,0,0.31,0.10,0.41,0.31,0.41
Loïc Puyo,fr FRA,FW MF,Nancy,27,1988,22,15,1 433,15.sept,2,0,2,2,0,0,3,0,0.13,0.00,0.13,0.13,0.13
Antoine Rabillard,fr FRA,FW,Marseille,20,1995,2,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Adrien Rabiot,fr FRA,MF,Paris S-G,21,1995,27,20,1 935,21.mai,3,2,5,3,0,0,2,0,0.14,0.09,0.23,0.14,0.23
Rafael,br BRA,DF MF,Lyon,26,1990,27,25,2 149,23.sept,0,3,3,0,0,0,8,1,0.00,0.13,0.13,0.00,0.13
Andrea Raggi,it ITA,DF,Monaco,32,1984,14,11,966,10.juil,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Florian Raspentino,fr FRA,FW MF,Bastia,27,1989,9,3,282,03.janv,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Karim Rekik,nl NED,DF,Marseille,21,1994,10,8,761,08.mai,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
William Rémy,fr FRA,DF,Montpellier,25,1991,15,8,946,10.mai,0,1,1,0,0,0,1,1,0.00,0.10,0.10,0.00,0.10
Paul Reulet,fr FRA,GK,Caen,22,1994,3,2,197,02.févr,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Baptiste Reynet,fr FRA,GK,Dijon,25,1990,37,37,3 33,37.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Rémy Riou,fr FRA,GK,Nantes,28,1987,22,22,1 98,22.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Yohann Rivière,fr FRA,FW,Dijon,31,1984,14,1,152,01.juil,1,0,1,1,0,0,2,0,0.59,0.00,0.59,0.59,0.59
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Jonathan Rivierez,mq MTQ,DF,Metz,27,1989,16,14,1 252,13.sept,0,1,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07
Antony Robic,fr FRA,FW MF,Nancy,30,1986,24,13,1 162,12.sept,0,0,0,0,0,1,3,0,0.00,0.00,0.00,0.00,0.00
Kenny Rocha Santos,cv CPV,FW MF,Saint-Étienne,16,2000,3,1,61,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ronny Rodelin,fr FRA,FW MF,Caen,26,1989,37,31,2 955,32.8,9,3,12,8,1,1,4,0,0.27,0.09,0.37,0.24,0.34
Diego Rolán,uy URU,FW MF,Bordeaux,23,1993,29,19,1 763,19.juin,9,0,9,9,0,1,3,1,0.46,0.00,0.46,0.46,0.46
Rolando,pt POR,DF,Marseille,30,1985,30,29,2 618,29.janv,4,0,4,4,0,0,2,0,0.14,0.00,0.14,0.14,0.14
Valentin Rongier,fr FRA,DF MF,Nantes,21,1994,31,26,2 162,24.0,2,2,4,2,0,0,1,0,0.08,0.08,0.17,0.08,0.17
Lindsay Rose,mu MRI,DF,Bastia,24,1992,9,7,690,07.juil,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Lindsay Rose,mu MRI,DF,Lorient,24,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Valentin Rosier,fr FRA,DF MF,Dijon,19,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Jérôme Roussillon,fr FRA,DF MF,Montpellier,23,1993,32,31,2 74,30.avr,1,2,3,1,0,0,3,0,0.03,0.07,0.10,0.03,0.10
Nolan Roux,fr FRA,FW MF,Saint-Étienne,28,1988,21,12,1 226,13.juin,4,2,6,1,3,3,2,0,0.29,0.15,0.44,0.07,0.22
Stéphane Ruffier,fr FRA,GK,Saint-Étienne,29,1986,31,31,2 79,31.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Vincent Rüfli,ch SUI,DF,Dijon,28,1988,19,17,1 48,16.avr,0,2,2,0,0,0,8,0,0.00,0.12,0.12,0.00,0.12
Maciej Rybus,pl POL,DF MF,Lyon,26,1989,19,14,1 235,13.juil,0,1,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07
Youssouf Sabaly,sn SEN,DF,Bordeaux,23,1993,30,30,2 646,29.avr,0,4,4,0,0,0,3,0,0.00,0.14,0.14,0.00,0.14
Wesley Saïd,fr FRA,FW MF,Rennes,21,1995,25,9,1 031,11.mai,4,0,4,4,0,0,1,0,0.35,0.00,0.35,0.35,0.35
Jamel Saihi,tn TUN,MF,Montpellier,29,1987,2,0,61,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Jamel Saihi,tn TUN,MF,Angers,29,1987,5,3,235,02.juin,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Dylan Saint-Louis,cg CGO,FW MF,Saint-Étienne,21,1995,1,1,83,0.9,1,0,1,1,0,0,0,0,01.août,0.00,01.août,01.août,01.août
Allan Saint-Maximin,fr FRA,FW MF,Bastia,19,1997,34,30,2 696,30.0,3,3,6,3,0,0,1,1,0.10,0.10,0.20,0.10,0.20
Nicolas Saint-Ruf,gp GLP,DF,Montpellier,23,1992,7,7,620,06.sept,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Nicolas Saint-Ruf,gp GLP,DF,Bastia,23,1992,5,4,316,03.mai,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,0.00
Henri Saivet,sn SEN,FW MF,Saint-Étienne,25,1990,27,21,1 765,19.juin,1,2,3,1,0,0,3,0,0.05,0.10,0.15,0.05,0.15
Hiroki Sakai,jp JPN,DF MF,Marseille,26,1990,35,34,3 012,33.5,0,2,2,0,0,0,6,0,0.00,0.06,0.06,0.00,0.06
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Emiliano Sala,ar ARG,FW,Nantes,25,1990,34,29,2 562,28.mai,12,5,17,11,1,2,6,0,0.42,0.18,0.60,0.39,0.56
Yannis Salibur,fr FRA,FW MF,Guingamp,25,1991,35,34,2 809,31.2,8,4,12,7,1,1,2,0,0.26,0.13,0.38,0.22,0.35
Romain Salin,fr FRA,GK,Guingamp,32,1984,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Frédéric Sammaritano,fr FRA,FW MF,Dijon,30,1986,31,23,1 965,21.août,4,4,8,3,1,2,3,0,0.18,0.18,0.37,0.14,0.32
Pape Sané,sn SEN,FW,Caen,24,1991,13,3,341,03.août,1,0,1,1,0,0,0,0,0.26,0.00,0.26,0.26,0.26
Ibrahim Sangaré,ci CIV,MF,Toulouse,18,1997,5,3,262,02.sept,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Younousse Sankharé,sn SEN,MF,Bordeaux,26,1989,16,15,1 391,15.mai,4,2,6,4,0,0,2,0,0.26,0.13,0.39,0.26,0.39
Younousse Sankharé,sn SEN,MF,Lille,26,1989,21,17,1 576,17.mai,2,1,3,2,0,0,4,1,0.11,0.06,0.17,0.11,0.17
Baissama Sankoh,gn GUI,DF MF,Guingamp,24,1992,17,11,1 046,11.juin,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Killian Sanson,fr FRA,MF,Montpellier,19,1997,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Morgan Sanson,fr FRA,MF,Montpellier,21,1994,20,20,1 742,19.avr,3,3,6,3,0,0,2,0,0.15,0.15,0.31,0.15,0.31
Morgan Sanson,fr FRA,MF,Marseille,21,1994,17,15,1 358,15.janv,1,3,4,1,0,0,1,0,0.07,0.20,0.27,0.07,0.27
Baptiste Santamaria,fr FRA,MF,Angers,21,1995,37,35,3 07,34.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Ivan Santini,hr CRO,FW,Caen,27,1989,34,34,2 874,31.9,15,3,18,12,3,4,7,0,0.47,0.09,0.56,0.38,0.47
Bouna Sarr,sn SEN,DF MF,Marseille,24,1992,26,9,941,10.mai,0,1,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10
Ismaila Sarr,sn SEN,FW MF,Metz,18,1998,31,20,1 943,21.juin,5,1,6,5,0,0,2,0,0.23,0.05,0.28,0.23,0.28
Malang Sarr,fr FRA,DF,Nice,17,1999,27,25,2 207,24.mai,1,1,2,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08
Faïz Selemani,km COM,FW MF,Lorient,22,1993,3,0,67,0.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Ole Selnæs,no NOR,MF,Saint-Étienne,22,1994,26,23,2 067,23.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Jean Seri,ci CIV,MF,Nice,25,1991,34,34,2 982,33.1,7,9,16,5,2,2,4,0,0.21,0.27,0.48,0.15,0.42
Grégory Sertic,fr FRA,MF,Bordeaux,26,1989,17,15,1 365,15.févr,1,1,2,1,0,0,2,0,0.07,0.07,0.13,0.07,0.13
Grégory Sertic,fr FRA,MF,Marseille,26,1989,8,7,654,07.mars,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Stéphane Sessègnon,bj BEN,FW MF,Montpellier,32,1984,27,26,2 314,25.juil,2,2,4,2,0,0,4,2,0.08,0.08,0.16,0.08,0.16
Nicolas Seube,fr FRA,DF MF,Caen,36,1979,20,13,1 031,11.mai,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Moussa Seydi,sn SEN,FW,Metz,19,1996,1,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Djibril Sidibé,fr FRA,DF MF,Monaco,24,1992,29,26,2 321,25.août,2,5,7,2,0,0,7,0,0.08,0.19,0.27,0.08,0.27
Franck Signorino,fr FRA,DF,Metz,34,1981,17,17,1 476,16.avr,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Kolbeinn Sigþórsson,is ISL,FW,Nantes,26,1990,2,2,155,01.juil,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Bernardo Silva,pt POR,FW MF,Monaco,21,1994,37,33,2 782,30.sept,8,8,16,8,0,0,3,0,0.26,0.26,0.52,0.26,0.52
Thiago Silva,br BRA,DF,Paris S-G,31,1984,27,27,2 385,26.mai,3,1,4,3,0,0,1,0,0.11,0.04,0.15,0.11,0.15
Giovanni Sio,ci CIV,FW MF,Rennes,27,1989,34,32,2 678,29.août,9,1,10,9,0,0,6,0,0.30,0.03,0.34,0.30,0.34
Pantxi Sirieix,fr FRA,MF,Toulouse,35,1980,4,0,43,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ellyes Skhiri,tn TUN,MF,Montpellier,21,1995,37,37,3 281,36.5,1,1,2,1,0,0,3,0,0.03,0.03,0.05,0.03,0.05
Naïm Sliti,tn TUN,FW MF,Lille,24,1992,16,10,955,10.juin,1,2,3,1,0,0,1,0,0.09,0.19,0.28,0.09,0.28
Somália,br BRA,DF FW,Toulouse,27,1988,28,18,1 812,20.janv,0,1,1,0,0,0,2,1,0.00,0.05,0.05,0.00,0.05
