Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
James Abankwah,ie IRL,DF,Udinese,18,2004,2,1,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Oliver Abildgaard,dk DEN,MF,Hellas Verona,26,1996,13,6,592,06.juin,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.6,2,15,8,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09
Tammy Abraham,eng ENG,FW,Roma,24,1997,38,24,2189,24.mars,8,3,11,8,0,0,2,0,10.août,10.août,03.juil,14.mai,35,54,141,0.33,0.12,0.45,0.33,0.45,0.44,0.15,0.60,0.44,0.60
Christian Acella,it ITA,MF,Cremonese,20,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Francesco Acerbi,it ITA,DF,Inter,34,1988,31,25,2425,26.sept,0,2,2,0,0,0,4,0,1.0,1.0,01.janv,02.janv,39,100,32,0.00,0.07,0.07,0.00,0.07,0.04,0.04,0.08,0.04,0.08
Yacine Adli,fr FRA,MF FW,Milan,22,2000,6,1,144,01.juin,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.3,7,10,8,0.00,0.00,0.00,0.00,0.00,0.05,0.16,0.22,0.05,0.22
Michel Aebischer,ch SUI,FW MF,Bologna,25,1997,32,18,1542,17.janv,1,0,1,1,0,0,4,0,01.mai,01.mai,0.6,02.janv,14,46,85,0.06,0.00,0.06,0.06,0.06,0.08,0.04,0.12,0.08,0.12
Felix Afena-Gyan,gh GHA,FW MF,Cremonese,19,2003,23,7,817,09.janv,0,0,0,0,0,0,4,0,01.sept,01.sept,0.1,2.0,22,8,54,0.00,0.00,0.00,0.00,0.00,0.21,0.02,0.22,0.21,0.22
Kevin Agudelo,co COL,MF FW,Spezia,23,1998,34,23,2131,23.juil,0,1,1,0,0,0,5,0,01.mai,01.mai,3.0,04.mai,81,110,100,0.00,0.04,0.04,0.00,0.04,0.06,0.13,0.19,0.06,0.19
Ola Aina,ng NGA,DF,Torino,25,1996,19,9,876,09.juil,1,1,2,1,0,0,5,0,0.8,0.8,02.janv,02.sept,35,43,43,0.10,0.10,0.21,0.10,0.21,0.08,0.21,0.29,0.08,0.29
Emanuel Aiwum,at AUT,DF,Cremonese,21,2000,23,17,1653,18.avr,0,0,0,0,0,0,3,0,0.2,0.2,0.4,0.6,19,46,7,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Jean-Daniel Akpa-Akpro,ci CIV,MF FW,Empoli,29,1992,24,16,1356,15.janv,1,1,2,1,0,0,9,2,01.mai,01.mai,1.0,02.avr,19,39,37,0.07,0.07,0.13,0.07,0.13,0.10,0.06,0.16,0.10,0.16
Luis Alberto,es ESP,MF,Lazio,29,1992,35,27,2442,27.janv,6,7,13,5,1,2,4,0,04.avr,02.juil,7.0,09.juil,73,248,94,0.22,0.26,0.48,0.18,0.44,0.16,0.26,0.42,0.10,0.36
Agustín Álvarez,uy URU,FW MF,Sassuolo,21,2001,22,1,368,04.janv,1,1,2,1,0,0,1,0,01.mai,01.mai,0.4,01.sept,2,6,19,0.24,0.24,0.49,0.24,0.49,0.36,0.10,0.46,0.36,0.46
Kelvin Amian,fr FRA,DF,Spezia,24,1998,30,26,2372,26.avr,0,1,1,0,0,0,7,1,02.juil,02.juil,02.mars,5.0,53,102,72,0.00,0.04,0.04,0.00,0.04,0.10,0.09,0.19,0.10,0.19
Bruno Amione,ar ARG,DF,Hellas Verona,20,2002,1,1,58,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Bruno Amione,ar ARG,DF,Sampdoria,20,2002,26,25,2086,23.févr,1,1,2,1,0,0,10,1,0.9,0.9,0.6,01.mai,11,54,9,0.04,0.04,0.09,0.04,0.09,0.04,0.03,0.06,0.04,0.06
Ethan Ampadu,wls WAL,DF MF,Spezia,21,2000,31,31,2639,29.mars,0,1,1,0,0,0,10,1,01.janv,01.janv,01.janv,02.févr,28,125,10,0.00,0.03,0.03,0.00,0.03,0.04,0.04,0.07,0.04,0.07
Sofyan Amrabat,ma MAR,MF,Fiorentina,25,1996,29,24,1998,22.févr,0,1,1,0,0,0,11,0,0.5,0.5,01.janv,01.juin,36,176,24,0.00,0.05,0.05,0.00,0.05,0.02,0.05,0.07,0.02,0.07
Felipe Anderson,br BRA,FW,Lazio,29,1993,38,35,2958,32.9,9,2,11,9,0,0,3,0,6.0,6.0,04.août,10.sept,83,114,224,0.27,0.06,0.33,0.27,0.33,0.18,0.15,0.33,0.18,0.33
