Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Yunis Abdelhamid,ma MAR,DF,Reims,31,1987,28,28,252,28.0,3,0,3,3,0,0,0,0,01.juil,01.juil,01.févr,02.sept,21,96,6,0.11,0.00,0.11,0.11,0.11,0.06,0.04,0.10,0.06,0.10
Mehdi Abeid,dz ALG,MF,Nantes,26,1992,25,20,1817,20.févr,1,2,3,1,0,0,5,0,01.mai,01.mai,01.août,03.mars,25,104,42,0.05,0.10,0.15,0.05,0.15,0.07,0.09,0.16,0.07,0.16
Charles Abi,fr FRA,FW,Saint-Étienne,19,2000,15,6,623,06.sept,0,0,0,0,0,0,2,0,0.3,0.3,01.févr,01.mai,12,10,33,0.00,0.00,0.00,0.00,0.00,0.05,0.17,0.22,0.05,0.22
Amine Adli,ma MAR,MFFW,Toulouse,19,2000,4,0,46,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,4,3,5,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13
Yacine Adli,fr FRA,MF,Bordeaux,19,2000,21,11,102,11.mars,3,3,6,3,0,0,3,0,0.8,0.8,02.févr,3.0,38,65,47,0.26,0.26,0.53,0.26,0.53,0.07,0.19,0.26,0.07,0.26
Nayef Aguerd,ma MAR,DF,Dijon,23,1996,11,11,957,10.juin,1,0,1,1,0,0,2,0,0.3,0.3,0.0,0.3,0,27,0,0.09,0.00,0.09,0.09,0.09,0.03,0.00,0.03,0.03,0.03
Ruben Aguilar,fr FRA,DF,Monaco,26,1993,19,11,1072,11.sept,0,2,2,0,0,0,2,2,0.2,0.2,01.août,2.0,32,52,80,0.00,0.17,0.17,0.00,0.17,0.02,0.15,0.17,0.02,0.17
Jean-Eudes Aholou,ci CIV,MF,Saint-Étienne,25,1994,11,8,630,7.0,1,1,2,1,0,0,3,1,0.7,0.7,0.5,01.févr,14,34,15,0.14,0.14,0.29,0.14,0.29,0.10,0.08,0.17,0.10,0.17
Youssef Aït Bennasser,ma MAR,MF,Bordeaux,23,1996,12,6,536,6.0,0,1,1,0,0,0,1,0,0.1,0.1,0.1,0.2,6,47,6,0.00,0.17,0.17,0.00,0.17,0.01,0.02,0.03,0.01,0.03
Rayan Aït-Nouri,dz ALG,DF,Angers,18,2001,17,16,1282,14.févr,0,2,2,0,0,0,3,0,0.2,0.2,0.7,0.8,45,56,69,0.00,0.14,0.14,0.00,0.14,0.01,0.05,0.06,0.01,0.06
Ludovic Ajorque,fr FRA,FW,Strasbourg,25,1994,26,24,2058,22.sept,8,4,12,7,1,1,3,0,07.févr,06.avr,02.août,09.févr,21,30,137,0.35,0.17,0.52,0.31,0.48,0.31,0.12,0.43,0.28,0.40
Marley Aké,fr FRA,FWMF,Marseille,18,2001,9,0,99,01.janv,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,4,6,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
Chadrac Akolo,cd COD,FWMF,Amiens,24,1995,15,5,544,6.0,2,1,3,2,0,0,1,0,01.janv,01.janv,01.mars,02.mai,11,26,53,0.33,0.17,0.50,0.33,0.50,0.19,0.22,0.41,0.19,0.41
Sofiane Alakouch,ma MAR,DF,Nîmes,21,1998,17,17,14,15.juin,0,0,0,0,0,0,3,0,0.9,0.9,0.4,01.avr,32,78,39,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09
Haitam Aleesami,no NOR,DF,Amiens,28,1991,22,21,1916,21.mars,1,1,2,1,0,0,4,0,0.4,0.4,01.févr,01.juin,21,120,72,0.05,0.05,0.09,0.05,0.09,0.02,0.06,0.07,0.02,0.07
Rúnar Alex Rúnarsson,is ISL,GK,Dijon,24,1995,11,9,901,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rachid Alioui,ma MAR,FW,Angers,27,1992,28,17,1563,17.avr,6,1,7,6,0,0,1,0,05.févr,05.févr,01.mars,06.mai,24,35,108,0.35,0.06,0.40,0.35,0.40,0.30,0.07,0.37,0.30,0.37
Mickaël Alphonse,gp GLP,DF,Dijon,30,1989,17,15,1378,15.mars,0,1,1,0,0,0,2,0,0.2,0.2,0.7,0.9,37,44,45,0.00,0.07,0.07,0.00,0.07,0.01,0.05,0.06,0.01,0.06
Romain Amalfitano,fr FRA,MF,Dijon,29,1989,26,18,1695,18.août,1,1,2,1,0,0,5,0,0.4,0.4,01.févr,01.juil,24,94,28,0.05,0.05,0.11,0.05,0.11,0.02,0.07,0.09,0.02,0.09
Jordan Amavi,fr FRA,DF,Marseille,25,1994,26,24,2164,24.0,1,1,2,1,0,0,9,0,0.7,0.7,1.0,01.juil,62,72,92,0.04,0.04,0.08,0.04,0.08,0.03,0.04,0.07,0.03,0.07
Thierry Ambrose,gp GLP,FW,Metz,22,1997,18,4,548,06.janv,0,0,0,0,0,0,1,0,01.févr,01.févr,0.5,01.juil,31,23,49,0.00,0.00,0.00,0.00,0.00,0.19,0.09,0.27,0.19,0.27
Kelvin Amian,fr FRA,DF,Toulouse,21,1998,20,17,1633,18.janv,0,2,2,0,0,0,3,0,0.4,0.4,0.6,1.0,38,68,27,0.00,0.11,0.11,0.00,0.11,0.02,0.03,0.05,0.02,0.05
Joachim Andersen,dk DEN,DF,Lyon,23,1996,18,17,1531,17.0,1,0,1,1,0,0,3,0,0.9,0.9,0.2,01.janv,6,79,1,0.06,0.00,0.06,0.06,0.06,0.06,0.01,0.07,0.06,0.07
Benjamin André,fr FRA,MF,Lille,28,1990,26,23,2054,22.août,2,1,3,2,0,0,6,0,0.9,0.9,0.9,01.août,25,130,47,0.09,0.04,0.13,0.09,0.13,0.04,0.04,0.08,0.04,0.08
Victorien Angban,ci CIV,MF,Metz,22,1996,20,11,1029,11.avr,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,25,70,17,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Janis Antiste,fr FRA,MF,Toulouse,16,2002,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.37,0.37,0.37
Houssem Aouar,dz ALG,MFFW,Lyon,21,1998,25,23,1956,21.juil,3,4,7,3,0,0,3,0,03.juil,03.juil,02.mars,6.0,105,134,127,0.14,0.18,0.32,0.14,0.32,0.17,0.11,0.27,0.17,0.27
Adil Aouchiche,fr FRA,MF,Paris S-G,17,2002,1,1,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dennis Appiah,fr FRA,DF,Nantes,27,1992,19,18,1605,17.août,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.4,23,67,32,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Luiz Araújo,br BRA,FWMF,Lille,23,1996,21,7,828,09.févr,2,1,3,2,0,0,1,0,1.0,1.0,01.août,02.août,30,29,60,0.22,0.11,0.33,0.22,0.33,0.11,0.20,0.31,0.11,0.31
Alphonse Areola,fr FRA,GK,Paris S-G,26,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Youcef Atal,dz ALG,FWDF,Nice,23,1996,13,12,1003,11.janv,1,1,2,1,0,0,5,0,01.avr,01.avr,1.0,02.avr,54,40,119,0.09,0.09,0.18,0.09,0.18,0.13,0.09,0.22,0.13,0.22
Jean-Kévin Augustin,fr FRA,FW,Monaco,22,1997,10,2,266,3.0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,6,0,17,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16
Mathias Autret,fr FRA,MFFW,Brest,28,1991,23,14,1222,13.juin,2,3,5,2,0,0,3,0,01.août,01.août,02.août,04.juil,32,63,83,0.15,0.22,0.37,0.15,0.37,0.14,0.21,0.34,0.14,0.34
Ludovic Baal,gf GUF,DF,Brest,33,1986,11,9,827,09.févr,0,0,0,0,0,0,1,0,0.1,0.1,0.8,0.9,29,48,42,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.10,0.02,0.10
Benoît Badiashile,fr FRA,DF,Monaco,18,2001,16,16,1411,15.juil,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.8,19,87,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
